Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atalanta,1,6.0,5,0,0,1,1,6.8,0.23,2.8,0.46,36,89,40.4,192,30,32.8,32.2,43,60.5,45.7,88,4,4.5,7,1.17,14.1
Bologna,1,6.0,5,0,0,1,0,4.8,0.28,-0.2,-0.04,31,77,40.3,266,33,24.8,31.0,31,35.5,35.1,57,4,7.0,4,0.67,11.4
Cagliari,1,6.0,6,0,0,2,0,8.0,0.31,2.0,0.33,38,99,38.4,140,31,53.6,37.5,73,32.9,30.5,103,17,16.5,7,1.17,12.3
Como,1,6.0,5,0,0,1,0,4.3,0.33,-0.7,-0.12,39,71,54.9,205,21,29.3,29.6,36,30.6,28.0,72,8,11.1,11,1.83,16.0
Cremonese,2,6.0,8,1,0,1,0,10.1,0.25,2.1,0.34,28,106,26.4,189,39,41.3,33.0,66,42.4,36.5,100,9,9.0,1,0.17,11.5
Fiorentina,1,6.0,8,1,0,2,0,7.7,0.26,-0.3,-0.05,28,71,39.4,150,22,42.0,33.0,48,16.7,21.6,70,2,2.9,4,0.67,12.8
Genoa,1,6.0,9,1,0,1,0,8.1,0.32,-0.9,-0.14,25,89,28.1,143,14,50.3,37.4,36,47.2,36.7,71,1,1.4,8,1.33,17.9
Hellas Verona,1,6.0,9,0,0,1,0,8.8,0.33,-0.2,-0.03,34,106,32.1,136,24,50.7,40.4,40,92.5,61.1,74,3,4.1,3,0.5,13.2
Inter,2,6.0,8,1,0,1,0,5.8,0.27,-2.2,-0.36,14,39,35.9,164,21,18.3,25.7,31,29.0,29.7,58,1,1.7,7,1.17,18.6
Juventus,1,6.0,5,1,0,1,0,4.9,0.24,-0.1,-0.02,22,55,40.0,146,25,28.1,30.8,46,30.4,29.8,89,7,7.9,2,0.33,9.6
Lazio,1,6.0,7,0,1,2,0,10.5,0.35,3.5,0.58,20,74,27.0,155,21,38.1,35.2,40,37.5,33.1,73,6,8.2,3,0.5,11.0
Lecce,1,6.0,10,2,0,1,0,10.1,0.29,0.1,0.01,39,127,30.7,132,16,80.3,45.3,53,39.6,30.2,88,3,3.4,7,1.17,13.0
Milan,2,6.0,3,1,0,1,0,5.4,0.26,2.4,0.4,21,55,38.2,176,27,25.0,31.9,36,30.6,30.6,95,9,9.5,0,0.0,7.1
Napoli,2,6.0,6,1,0,1,0,4.7,0.23,-1.3,-0.22,15,48,31.3,140,19,27.9,25.7,47,19.1,29.9,50,5,10.0,6,1.0,19.4
Parma,1,6.0,7,0,0,2,0,5.9,0.25,-1.1,-0.18,39,116,33.6,185,22,45.4,40.1,42,76.2,55.7,78,6,7.7,11,1.83,17.0
Pisa,1,6.0,10,0,1,0,0,8.8,0.3,-1.2,-0.21,48,111,43.2,146,22,63.7,41.8,51,35.3,31.4,83,8,9.6,0,0.0,6.4
Roma,1,6.0,2,0,0,0,0,3.7,0.22,1.7,0.29,29,86,33.7,197,31,29.4,33.1,47,59.6,47.6,66,3,4.5,4,0.67,14.0
Sassuolo,2,6.0,8,1,1,1,1,9.3,0.27,2.3,0.39,37,101,36.6,172,31,46.5,35.5,42,50.0,40.8,80,9,11.3,2,0.33,11.9
Torino,1,6.0,13,2,0,2,0,9.0,0.27,-4.0,-0.66,39,102,38.2,173,22,50.9,38.2,46,30.4,28.1,68,2,2.9,5,0.83,14.4
Udinese,1,6.0,9,0,0,1,0,6.9,0.33,-2.1,-0.35,14,47,29.8,126,20,27.0,29.4,46,28.3,29.1,71,1,1.4,6,1.0,18.2
