Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Napoli,3,3,0,0,6,3,3,9,3.0,3.9,3.3,0.6,0.2,3,2,0,1,6,3,3,6,2.0,6.4,2.6,3.8,1.27
2,Roma,3,2,0,1,3,1,2,6,2.0,3.6,2.5,1.1,0.37,3,3,0,0,4,1,3,9,3.0,3.3,2.6,0.7,0.24
3,Milan,3,2,0,1,4,3,1,6,2.0,3.6,2.8,0.7,0.24,3,2,1,0,5,0,5,7,2.33,5.0,1.7,3.3,1.1
4,Inter,4,3,0,1,12,4,8,9,2.25,8.8,3.6,5.2,1.3,2,1,0,1,5,4,1,3,1.5,3.6,0.8,2.8,1.42
5,Juventus,4,2,2,0,7,4,3,8,2.0,5.6,4.0,1.6,0.41,2,1,1,0,2,1,1,4,2.0,1.4,2.1,-0.7,-0.35
6,Atalanta,3,1,2,0,6,3,3,5,1.67,5.4,2.4,3.0,1.01,3,1,2,0,5,2,3,5,1.67,3.2,3.4,-0.2,-0.07
7,Bologna,3,3,0,0,7,1,6,9,3.0,6.2,1.3,4.9,1.64,3,0,1,2,2,4,-2,1,0.33,2.1,4.3,-2.2,-0.74
8,Como,3,1,2,0,4,2,2,5,1.67,4.4,2.8,1.6,0.53,3,1,1,1,3,3,0,4,1.33,3.2,3.0,0.3,0.09
9,Sassuolo,3,2,0,1,4,3,1,6,2.0,2.7,3.4,-0.6,-0.21,3,1,0,2,4,5,-1,3,1.0,3.9,5.4,-1.4,-0.48
10,Cremonese,2,1,1,0,3,2,1,4,2.0,2.8,2.1,0.7,0.35,4,1,2,1,4,6,-2,5,1.25,1.5,8.1,-6.7,-1.66
11,Cagliari,3,1,1,1,3,3,0,4,1.33,2.4,5.6,-3.2,-1.07,3,1,1,1,3,3,0,4,1.33,3.7,5.2,-1.6,-0.52
12,Udinese,3,0,2,1,2,5,-3,2,0.67,3.7,2.9,0.8,0.28,3,2,0,1,4,4,0,6,2.0,3.6,3.6,0.0,0.01
13,Lazio,3,1,1,1,7,4,3,4,1.33,6.3,3.8,2.6,0.85,3,1,0,2,3,3,0,3,1.0,2.2,4.1,-1.9,-0.63
14,Parma,3,1,1,1,3,3,0,4,1.33,2.6,2.1,0.5,0.16,3,0,1,2,0,4,-4,1,0.33,3.3,3.5,-0.2,-0.07
15,Lecce,3,0,1,2,3,6,-3,1,0.33,3.1,5.4,-2.3,-0.78,3,1,1,1,2,4,-2,4,1.33,1.3,3.2,-1.9,-0.63
16,Torino,2,0,1,1,0,3,-3,1,0.5,2.2,3.3,-1.2,-0.58,4,1,1,2,5,10,-5,4,1.0,4.0,5.3,-1.2,-0.31
17,Fiorentina,3,0,0,3,3,7,-4,0,0.0,3.0,5.4,-2.4,-0.79,3,0,3,0,1,1,0,3,1.0,3.6,2.9,0.7,0.24
18,Hellas Verona,3,0,2,1,1,2,-1,2,0.67,3.8,2.4,1.3,0.45,3,0,1,2,1,7,-6,1,0.33,2.8,5.8,-3.0,-1.0
19,Genoa,3,0,1,2,0,4,-4,1,0.33,2.7,2.4,0.2,0.08,3,0,1,2,3,5,-2,1,0.33,3.1,4.7,-1.6,-0.53
20,Pisa,3,0,1,2,0,2,-2,1,0.33,1.8,2.7,-0.9,-0.31,3,0,1,2,3,8,-5,1,0.33,3.1,6.5,-3.4,-1.14
