Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-19,Bundesliga,Away,Dortmund,0,1,L
2023-08-26,Bundesliga,Home,Wolfsburg,1,2,L
2023-09-03,Bundesliga,Away,Eint Frankfurt,1,1,D
2023-09-16,Bundesliga,Home,Hoffenheim,1,3,L
2023-09-23,Bundesliga,Away,Werder Bremen,1,2,L
2023-09-30,Bundesliga,Home,Stuttgart,0,2,L
2023-10-08,Bundesliga,Away,Leverkusen,0,3,L
2023-10-22,Bundesliga,Home,Gladbach,3,1,W
2023-10-28,Bundesliga,Away,RB Leipzig,0,6,L
2023-11-04,Bundesliga,Home,Augsburg,1,1,D
2023-11-11,Bundesliga,Away,Bochum,1,1,D
2023-11-24,Bundesliga,Home,Bayern Munich,0,1,L
2023-12-01,Bundesliga,Away,Darmstadt 98,1,0,W
2023-12-10,Bundesliga,Home,Mainz 05,0,0,D
2023-12-17,Bundesliga,Away,Freiburg,0,2,L
2023-12-20,Bundesliga,Away,Union Berlin,0,2,L
2024-01-13,Bundesliga,Home,Heidenheim,1,1,D
2024-01-20,Bundesliga,Home,Dortmund,0,4,L
2024-01-27,Bundesliga,Away,Wolfsburg,1,1,D
2024-02-03,Bundesliga,Home,Eint Frankfurt,2,0,W
2024-02-11,Bundesliga,Away,Hoffenheim,1,1,D
2024-02-16,Bundesliga,Home,Werder Bremen,0,1,L
2024-02-24,Bundesliga,Away,Stuttgart,1,1,D
2024-03-03,Bundesliga,Home,Leverkusen,0,2,L
2024-03-09,Bundesliga,Away,Gladbach,3,3,D
2024-03-15,Bundesliga,Home,RB Leipzig,1,5,L
2024-03-31,Bundesliga,Away,Augsburg,1,1,D
2024-04-06,Bundesliga,Home,Bochum,2,1,W
2024-04-13,Bundesliga,Away,Bayern Munich,0,2,L
2024-04-20,Bundesliga,Home,Darmstadt 98,0,2,L
2024-04-28,Bundesliga,Away,Mainz 05,1,1,D
2024-05-04,Bundesliga,Home,Freiburg,0,0,D
2024-05-11,Bundesliga,Home,Union Berlin,3,2,W
2024-05-18,Bundesliga,Away,Heidenheim,1,4,L
