Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-19,Bundesliga,Away,Wolfsburg,0,2,L
2023-08-26,Bundesliga,Home,Hoffenheim,2,3,L
2023-09-01,Bundesliga,Away,Dortmund,2,2,D
2023-09-17,Bundesliga,Home,Werder Bremen,4,2,W
2023-09-24,Bundesliga,Away,Leverkusen,1,4,L
2023-09-30,Bundesliga,Home,Union Berlin,1,0,W
2023-10-08,Bundesliga,Away,Eint Frankfurt,0,2,L
2023-10-22,Bundesliga,Home,Augsburg,2,5,L
2023-10-28,Bundesliga,Away,Gladbach,1,2,L
2023-11-05,Bundesliga,Home,Stuttgart,2,0,W
2023-11-11,Bundesliga,Away,Bayern Munich,2,4,L
2023-11-26,Bundesliga,Home,Bochum,0,0,D
2023-12-02,Bundesliga,Away,RB Leipzig,1,2,L
2023-12-09,Bundesliga,Home,Darmstadt 98,3,2,W
2023-12-16,Bundesliga,Away,Mainz 05,1,0,W
2023-12-20,Bundesliga,Home,Freiburg,3,2,W
2024-01-13,Bundesliga,Away,Köln,1,1,D
2024-01-20,Bundesliga,Home,Wolfsburg,1,1,D
2024-01-27,Bundesliga,Away,Hoffenheim,1,1,D
2024-02-02,Bundesliga,Home,Dortmund,0,0,D
2024-02-10,Bundesliga,Away,Werder Bremen,2,1,W
2024-02-17,Bundesliga,Home,Leverkusen,1,2,L
2024-02-24,Bundesliga,Away,Union Berlin,2,2,D
2024-03-02,Bundesliga,Home,Eint Frankfurt,1,2,L
2024-03-09,Bundesliga,Away,Augsburg,0,1,L
2024-03-16,Bundesliga,Home,Gladbach,1,1,D
2024-03-31,Bundesliga,Away,Stuttgart,3,3,D
2024-04-06,Bundesliga,Home,Bayern Munich,3,2,W
2024-04-13,Bundesliga,Away,Bochum,1,1,D
2024-04-20,Bundesliga,Home,RB Leipzig,1,2,L
2024-04-28,Bundesliga,Away,Darmstadt 98,1,0,W
2024-05-05,Bundesliga,Home,Mainz 05,1,1,D
2024-05-11,Bundesliga,Away,Freiburg,1,1,D
2024-05-18,Bundesliga,Home,Köln,4,1,W
