Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-24,Bundesliga,Away,Freiburg,1,3,L
2024-08-31,Bundesliga,Home,Mainz 05,3,3,D
2024-09-14,Bundesliga,Away,Gladbach,3,1,W
2024-09-22,Bundesliga,Home,Dortmund,5,1,W
2024-09-28,Bundesliga,Away,Wolfsburg,2,2,D
2024-10-06,Bundesliga,Home,Hoffenheim,1,1,D
2024-10-19,Bundesliga,Away,Bayern Munich,0,4,L
2024-10-26,Bundesliga,Home,Holstein Kiel,2,1,W
2024-11-01,Bundesliga,Away,Leverkusen,0,0,D
2024-11-10,Bundesliga,Home,Eint Frankfurt,2,3,L
2024-11-23,Bundesliga,Home,Bochum,2,0,W
2024-11-30,Bundesliga,Away,Werder Bremen,2,2,D
2024-12-06,Bundesliga,Home,Union Berlin,3,2,W
2024-12-15,Bundesliga,Away,Heidenheim,3,1,W
2024-12-21,Bundesliga,Home,St. Pauli,0,1,L
2025-01-12,Bundesliga,Away,Augsburg,1,0,W
2025-01-15,Bundesliga,Home,RB Leipzig,2,1,W
2025-01-18,Bundesliga,Home,Freiburg,4,0,W
2025-01-25,Bundesliga,Away,Mainz 05,0,2,L
2025-02-01,Bundesliga,Home,Gladbach,1,2,L
2025-02-08,Bundesliga,Away,Dortmund,2,1,W
2025-02-15,Bundesliga,Home,Wolfsburg,1,2,L
2025-02-23,Bundesliga,Away,Hoffenheim,1,1,D
2025-02-28,Bundesliga,Home,Bayern Munich,1,3,L
2025-03-08,Bundesliga,Away,Holstein Kiel,2,2,D
2025-03-16,Bundesliga,Home,Leverkusen,3,4,L
2025-03-29,Bundesliga,Away,Eint Frankfurt,0,1,L
2025-04-05,Bundesliga,Away,Bochum,4,0,W
2025-04-13,Bundesliga,Home,Werder Bremen,1,2,L
2025-04-19,Bundesliga,Away,Union Berlin,4,4,D
2025-04-25,Bundesliga,Home,Heidenheim,0,1,L
2025-05-03,Bundesliga,Away,St. Pauli,1,0,W
2025-05-11,Bundesliga,Home,Augsburg,4,0,W
2025-05-17,Bundesliga,Away,RB Leipzig,3,2,W
