Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-19,Bundesliga,Away,Stuttgart,3,2,W
2020-09-27,Bundesliga,Home,Wolfsburg,1,1,D
2020-10-03,Bundesliga,Away,Dortmund,0,4,L
2020-10-17,Bundesliga,Home,Werder Bremen,1,1,D
2020-10-24,Bundesliga,Away,Union Berlin,1,1,D
2020-11-01,Bundesliga,Home,Leverkusen,2,4,L
2020-11-07,Bundesliga,Away,RB Leipzig,0,3,L
2020-11-22,Bundesliga,Home,Mainz 05,1,3,L
2020-11-28,Bundesliga,Away,Augsburg,1,1,D
2020-12-05,Bundesliga,Home,Gladbach,2,2,D
2020-12-12,Bundesliga,Home,Arminia,2,0,W
2020-12-16,Bundesliga,Away,Schalke 04,2,0,W
2020-12-20,Bundesliga,Home,Hertha BSC,4,1,W
2021-01-02,Bundesliga,Away,Hoffenheim,3,1,W
2021-01-09,Bundesliga,Home,Köln,5,0,W
2021-01-17,Bundesliga,Away,Bayern Munich,1,2,L
2021-01-20,Bundesliga,Home,Eint Frankfurt,2,2,D
2021-01-23,Bundesliga,Home,Stuttgart,2,1,W
2021-01-31,Bundesliga,Away,Wolfsburg,0,3,L
2021-02-06,Bundesliga,Home,Dortmund,2,1,W
2021-02-13,Bundesliga,Away,Werder Bremen,0,0,D
2021-02-20,Bundesliga,Home,Union Berlin,0,1,L
2021-02-28,Bundesliga,Away,Leverkusen,2,1,W
2021-03-06,Bundesliga,Home,RB Leipzig,0,3,L
2021-03-13,Bundesliga,Away,Mainz 05,0,1,L
2021-03-21,Bundesliga,Home,Augsburg,2,0,W
2021-04-03,Bundesliga,Away,Gladbach,1,2,L
2021-04-09,Bundesliga,Away,Arminia,0,1,L
2021-04-17,Bundesliga,Home,Schalke 04,4,0,W
2021-04-24,Bundesliga,Home,Hoffenheim,1,1,D
2021-05-06,Bundesliga,Away,Hertha BSC,0,3,L
2021-05-09,Bundesliga,Away,Köln,4,1,W
2021-05-15,Bundesliga,Home,Bayern Munich,2,2,D
2021-05-22,Bundesliga,Away,Eint Frankfurt,1,3,L
