Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-12,15:30,DFB-Pokal,First round,Sat,Away,W,8,0,Oberneuland,,,81,300.0,Lars Stindl,4-2-3-1,4-2-3-1,Sascha Stegemann,Match Report,
2020-09-19,18:30,Bundesliga,Matchweek 1,Sat,Away,L,0,3,Dortmund,0.6,1.8,52,9300.0,Lars Stindl,3-4-3,3-4-1-2,Felix Brych,Match Report,
2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Home,D,1,1,Union Berlin,1.8,0.8,63,10383.0,Lars Stindl,4-2-3-1,3-4-3,Tobias Stieler,Match Report,
2020-10-03,15:30,Bundesliga,Matchweek 3,Sat,Away,W,3,1,Köln,2.1,0.6,59,300.0,Lars Stindl,4-2-3-1,3-5-2,Marco Fritz,Match Report,
2020-10-17,20:30,Bundesliga,Matchweek 4,Sat,Home,D,1,1,Wolfsburg,1.9,1.4,47,300.0,Lars Stindl,4-2-3-1,4-3-3,Daniel Schlager,Match Report,
2020-10-21,21:00,Champions Lg,Group stage,Wed,Away,D,2,2,it Inter,1.4,2.8,43,1000.0,Yann Sommer,4-2-3-1,3-4-1-2,Björn Kuipers,Match Report,
2020-10-24,15:30,Bundesliga,Matchweek 5,Sat,Away,W,3,2,Mainz 05,3.0,1.9,60,100.0,Lars Stindl,3-5-2,4-2-3-1,Frank Willenborg,Match Report,
2020-10-27,21:00,Champions Lg,Group stage,Tue,Home,D,2,2,es Real Madrid,1.6,2.6,35,,Lars Stindl,4-2-3-1,4-3-3,Orel Grinfeeld,Match Report,
2020-10-31,18:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,RB Leipzig,0.4,0.8,49,,Yann Sommer,4-2-3-1,4-1-3-2,Daniel Siebert,Match Report,
2020-11-03,19:55,Champions Lg,Group stage,Tue,Away,W,6,0,ua Shakhtar,2.3,0.4,47,,Lars Stindl,4-2-3-1,4-1-4-1,Serdar Gözübüyük,Match Report,
2020-11-08,18:00,Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,2.7,1.3,41,,Lars Stindl,4-2-3-1,4-3-3,Harm Osmers,Match Report,
2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,2.1,0.8,52,,Lars Stindl,4-2-3-1,4-4-2,Markus Schmidt,Match Report,
2020-11-25,18:55,Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,3.2,0.7,47,,Lars Stindl,4-2-3-1,4-3-3,Cüneyt Çakιr,Match Report,
2020-11-28,18:30,Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,3.0,0.9,56,,Yann Sommer,4-2-3-1,4-2-3-1,Manuel Gräfe,Match Report,
2020-12-01,21:00,Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,1.3,1.6,54,,Lars Stindl,4-2-3-1,3-5-2,Danny Makkelie,Match Report,
2020-12-05,15:30,Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,1.5,3.6,61,,Lars Stindl,4-2-3-1,3-4-3,Tobias Stieler,Match Report,
2020-12-09,21:00,Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,1.0,2.8,37,,Lars Stindl,4-2-3-1,4-3-3,Björn Kuipers,Match Report,
2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,1.7,0.4,55,,Breel Embolo,4-2-3-1,4-2-3-1,Robert Hartmann,Match Report,
2020-12-15,18:30,Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,1.4,1.9,60,,Lars Stindl,4-2-3-1,3-4-3,Benjamin Cortus,Match Report,
