Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-24,Bundesliga,Home,Werder Bremen,2,2,D
2024-09-01,Bundesliga,Away,Heidenheim,0,4,L
2024-09-15,Bundesliga,Home,St. Pauli,3,1,W
2024-09-20,Bundesliga,Home,Mainz 05,2,3,L
2024-09-28,Bundesliga,Away,RB Leipzig,0,4,L
2024-10-04,Bundesliga,Home,Gladbach,2,1,W
2024-10-19,Bundesliga,Away,Freiburg,1,3,L
2024-10-26,Bundesliga,Home,Dortmund,2,1,W
2024-11-02,Bundesliga,Away,Wolfsburg,1,1,D
2024-11-10,Bundesliga,Home,Hoffenheim,0,0,D
2024-11-22,Bundesliga,Away,Bayern Munich,0,3,L
2024-11-30,Bundesliga,Home,Bochum,1,0,W
2024-12-07,Bundesliga,Away,Eint Frankfurt,2,2,D
2024-12-14,Bundesliga,Home,Leverkusen,0,2,L
2024-12-21,Bundesliga,Away,Holstein Kiel,1,5,L
2025-01-12,Bundesliga,Home,Stuttgart,0,1,L
2025-01-15,Bundesliga,Away,Union Berlin,2,0,W
2025-01-19,Bundesliga,Away,Werder Bremen,2,0,W
2025-01-25,Bundesliga,Home,Heidenheim,2,1,W
2025-02-01,Bundesliga,Away,St. Pauli,1,1,D
2025-02-08,Bundesliga,Away,Mainz 05,0,0,D
2025-02-14,Bundesliga,Home,RB Leipzig,0,0,D
2025-02-22,Bundesliga,Away,Gladbach,3,0,W
2025-03-02,Bundesliga,Home,Freiburg,0,0,D
2025-03-08,Bundesliga,Away,Dortmund,1,0,W
2025-03-15,Bundesliga,Home,Wolfsburg,1,0,W
2025-03-29,Bundesliga,Away,Hoffenheim,1,1,D
2025-04-04,Bundesliga,Home,Bayern Munich,1,3,L
2025-04-12,Bundesliga,Away,Bochum,2,1,W
2025-04-20,Bundesliga,Home,Eint Frankfurt,0,0,D
2025-04-26,Bundesliga,Away,Leverkusen,0,2,L
2025-05-04,Bundesliga,Home,Holstein Kiel,1,3,L
2025-05-11,Bundesliga,Away,Stuttgart,0,4,L
2025-05-17,Bundesliga,Home,Union Berlin,1,2,L
