Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-24,Bundesliga,Away,Mainz 05,1,1,D
2024-08-30,Bundesliga,Home,St. Pauli,1,0,W
2024-09-14,Bundesliga,Away,RB Leipzig,0,0,D
2024-09-21,Bundesliga,Home,Hoffenheim,2,1,W
2024-09-28,Bundesliga,Away,Gladbach,0,1,L
2024-10-05,Bundesliga,Home,Dortmund,2,1,W
2024-10-20,Bundesliga,Away,Holstein Kiel,2,0,W
2024-10-27,Bundesliga,Home,Eint Frankfurt,1,1,D
2024-11-02,Bundesliga,Away,Bayern Munich,0,3,L
2024-11-08,Bundesliga,Home,Freiburg,0,0,D
2024-11-23,Bundesliga,Away,Wolfsburg,0,1,L
2024-11-30,Bundesliga,Home,Leverkusen,1,2,L
2024-12-06,Bundesliga,Away,Stuttgart,2,3,L
2024-12-14,Bundesliga,Home,Bochum,0,2,L
2024-12-21,Bundesliga,Away,Werder Bremen,1,4,L
2025-01-11,Bundesliga,Away,Heidenheim,0,2,L
2025-01-15,Bundesliga,Home,Augsburg,0,2,L
2025-01-19,Bundesliga,Home,Mainz 05,2,1,W
2025-01-26,Bundesliga,Away,St. Pauli,0,3,L
2025-02-01,Bundesliga,Home,RB Leipzig,0,0,D
2025-02-08,Bundesliga,Away,Hoffenheim,4,0,W
2025-02-15,Bundesliga,Home,Gladbach,1,2,L
2025-02-22,Bundesliga,Away,Dortmund,0,6,L
2025-03-02,Bundesliga,Home,Holstein Kiel,0,1,L
2025-03-09,Bundesliga,Away,Eint Frankfurt,2,1,W
2025-03-15,Bundesliga,Home,Bayern Munich,1,1,D
2025-03-30,Bundesliga,Away,Freiburg,2,1,W
2025-04-06,Bundesliga,Home,Wolfsburg,1,0,W
2025-04-12,Bundesliga,Away,Leverkusen,0,0,D
2025-04-19,Bundesliga,Home,Stuttgart,4,4,D
2025-04-27,Bundesliga,Away,Bochum,1,1,D
2025-05-03,Bundesliga,Home,Werder Bremen,2,2,D
2025-05-10,Bundesliga,Home,Heidenheim,0,3,L
2025-05-17,Bundesliga,Away,Augsburg,2,1,W
