Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-08,18:30,DFB-Pokal,Round of 64,Sun,Away,W,1,0,W'burg Kickers,,,65,2820.0,Christian Günter,3-4-3,4-4-2,Benjamin Brand,Match Report,
2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,D,0,0,Arminia,1.6,0.4,55,13750.0,Christian Günter,3-4-3,4-1-2-1-2,Sven Jablonski,Match Report,
2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,W,2,1,Dortmund,1.3,1.6,24,10100.0,Christian Günter,4-4-2,4-1-2-1-2,Robert Schröder,Match Report,
2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,W,3,2,Stuttgart,1.3,1.8,36,25000.0,Christian Günter,4-4-2,3-4-3,Frank Willenborg,Match Report,
2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,D,1,1,Köln,0.8,1.1,54,10000.0,Christian Günter,4-4-2,4-1-3-2,Harm Osmers,Match Report,
2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,D,0,0,Mainz 05,0.4,0.9,54,13500.0,Christian Günter,3-4-3,3-5-2,Benjamin Brand,Match Report,
2021-09-26,17:30,Bundesliga,Matchweek 6,Sun,Home,W,3,0,Augsburg,3.1,0.2,59,14400.0,Christian Günter,3-4-3,3-5-2,Daniel Schlager,Match Report,
2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Away,W,2,1,Hertha BSC,0.7,1.0,56,18376.0,Christian Günter,3-4-3,3-4-3,Patrick Ittrich,Match Report,
2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,D,1,1,RB Leipzig,1.4,1.7,53,20000.0,Christian Günter,3-4-3,4-3-3,Daniel Siebert,Match Report,
2021-10-23,15:30,Bundesliga,Matchweek 9,Sat,Away,W,2,0,Wolfsburg,1.5,1.3,44,10251.0,Christian Günter,3-4-3,4-3-3,Tobias Welz,Match Report,
2021-10-26,20:45,DFB-Pokal,Round of 32,Tue,Away,D,2 (3),2 (2),Osnabrück,,,55,12000.0,Christian Günter,3-4-3,4-3-3,Robert Schröder,Match Report,Freiburg won on penalty kicks following extra time
2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,W,3,1,Greuther Fürth,1.5,0.8,50,31500.0,Christian Günter,4-2-3-1,4-3-3,Felix Brych,Match Report,
2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Away,L,1,2,Bayern Munich,1.0,2.8,37,75000.0,Christian Günter,3-4-3,4-2-3-1,Sascha Stegemann,Match Report,
2021-11-21,15:30,Bundesliga,Matchweek 12,Sun,Home,L,0,2,Eint Frankfurt,1.4,1.2,62,32500.0,Christian Günter,3-4-3,3-4-3,Florian Badstübner,Match Report,
2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,Bochum,2.2,1.1,59,19700.0,Christian Günter,4-4-1-1,4-3-3,Patrick Ittrich,Match Report,
2021-12-05,17:30,Bundesliga,Matchweek 14,Sun,Away,W,6,0,Gladbach,2.0,0.9,36,10025.0,Christian Günter,4-4-2,3-4-1-2,Robert Hartmann,Match Report,
2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Home,L,1,2,Hoffenheim,1.6,1.0,43,750.0,Christian Günter,4-4-1-1,3-4-3,Frank Willenborg,Match Report,
2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Away,D,0,0,Union Berlin,1.2,1.7,45,5000.0,Christian Günter,3-4-3,3-1-4-2,Deniz Aytekin,Match Report,
2021-12-19,15:30,Bundesliga,Matchweek 17,Sun,Home,W,2,1,Leverkusen,2.1,0.8,43,750.0,Christian Günter,4-2-3-1,4-3-2-1,Benjamin Cortus,Match Report,
2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,D,2,2,Arminia,1.8,1.0,49,,Christian Günter,4-2-3-1,4-3-3,Harm Osmers,Match Report,
2022-01-14,20:30,Bundesliga,Matchweek 19,Fri,Away,L,1,5,Dortmund,0.9,2.4,34,750.0,Christian Günter,4-4-2,4-3-3,Florian Badstübner,Match Report,
2022-01-19,20:45,DFB-Pokal,Round of 16,Wed,Away,W,4,1,Hoffenheim,,,38,500.0,Christian Günter,4-4-1-1,3-1-4-2,Robert Schröder,Match Report,
2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,W,2,0,Stuttgart,1.6,0.3,50,500.0,Christian Günter,4-4-1-1,3-4-3,Tobias Stieler,Match Report,
2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,L,0,1,Köln,0.7,1.0,58,10000.0,Christian Günter,4-4-2,4-1-3-2,Felix Brych,Match Report,
2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,D,1,1,Mainz 05,1.7,2.3,60,10000.0,Christian Günter,4-2-3-1,3-4-3,Deniz Aytekin,Match Report,
2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Away,W,2,1,Augsburg,2.0,1.1,46,15000.0,Christian Günter,4-2-3-1,4-4-2,Daniel Siebert,Match Report,
2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,W,3,0,Hertha BSC,2.6,1.3,58,25000.0,Christian Günter,4-2-3-1,4-3-3,Sven Jablonski,Match Report,
2022-03-02,20:45,DFB-Pokal,Quarter-finals,Wed,Away,W,2,1,Bochum,,,47,10000.0,Christian Günter,4-2-3-1,4-1-4-1,Robert Schröder,Match Report,Required Extra Time
2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,D,1,1,RB Leipzig,0.4,0.6,29,24758.0,Christian Günter,3-5-2,3-4-1-2,Felix Zwayer,Match Report,
2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Home,W,3,2,Wolfsburg,1.3,1.3,42,25000.0,Christian Günter,3-4-3,3-4-3,Martin Petersen,Match Report,
2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,D,0,0,Greuther Fürth,1.2,1.0,61,9884.0,Christian Günter,4-4-2,3-4-1-2,Tobias Reichel,Match Report,
2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,L,1,4,Bayern Munich,0.6,2.1,39,34700.0,Christian Günter,3-4-3,4-2-3-1,Christian Dingert,Match Report,
