Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-19,Bundesliga,Away,Köln,3,2,W
2020-09-27,Bundesliga,Home,Bayern Munich,4,1,W
2020-10-03,Bundesliga,Away,Eint Frankfurt,1,2,L
2020-10-17,Bundesliga,Home,Dortmund,0,1,L
2020-10-25,Bundesliga,Away,Werder Bremen,1,1,D
2020-11-02,Bundesliga,Home,Union Berlin,1,3,L
2020-11-08,Bundesliga,Away,Wolfsburg,1,2,L
2020-11-21,Bundesliga,Home,Stuttgart,3,3,D
2020-11-29,Bundesliga,Away,Mainz 05,1,1,D
2020-12-07,Bundesliga,Home,Augsburg,3,1,W
2020-12-13,Bundesliga,Away,Leverkusen,1,4,L
2020-12-16,Bundesliga,Home,RB Leipzig,0,1,L
2020-12-19,Bundesliga,Away,Gladbach,2,1,W
2021-01-02,Bundesliga,Home,Freiburg,1,3,L
2021-01-09,Bundesliga,Away,Schalke 04,0,4,L
2021-01-16,Bundesliga,Home,Arminia,0,0,D
2021-01-19,Bundesliga,Away,Hertha BSC,3,0,W
2021-01-24,Bundesliga,Home,Köln,3,0,W
2021-01-30,Bundesliga,Away,Bayern Munich,1,4,L
2021-02-07,Bundesliga,Home,Eint Frankfurt,1,3,L
2021-02-13,Bundesliga,Away,Dortmund,2,2,D
2021-02-21,Bundesliga,Home,Werder Bremen,4,0,W
2021-02-28,Bundesliga,Away,Union Berlin,1,1,D
2021-03-06,Bundesliga,Home,Wolfsburg,2,1,W
2021-03-14,Bundesliga,Away,Stuttgart,0,2,L
2021-03-21,Bundesliga,Home,Mainz 05,1,2,L
2021-04-03,Bundesliga,Away,Augsburg,1,2,L
2021-04-12,Bundesliga,Home,Leverkusen,0,0,D
2021-04-16,Bundesliga,Away,RB Leipzig,0,0,D
2021-04-21,Bundesliga,Home,Gladbach,3,2,W
2021-04-24,Bundesliga,Away,Freiburg,1,1,D
2021-05-08,Bundesliga,Home,Schalke 04,4,2,W
2021-05-15,Bundesliga,Away,Arminia,1,1,D
2021-05-22,Bundesliga,Home,Hertha BSC,2,1,W
