Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-06,Bundesliga,Home,Freiburg,0,4,L
2022-08-13,Bundesliga,Away,Leverkusen,2,1,W
2022-08-20,Bundesliga,Home,Mainz 05,1,2,L
2022-08-27,Bundesliga,Away,Hoffenheim,0,1,L
2022-09-04,Bundesliga,Home,Hertha BSC,0,2,L
2022-09-09,Bundesliga,Away,Werder Bremen,1,0,W
2022-09-17,Bundesliga,Home,Bayern Munich,1,0,W
2022-10-02,Bundesliga,Away,Schalke 04,3,2,W
2022-10-08,Bundesliga,Home,Wolfsburg,1,1,D
2022-10-16,Bundesliga,Away,Köln,2,3,L
2022-10-22,Bundesliga,Home,RB Leipzig,3,3,D
2022-10-29,Bundesliga,Away,Stuttgart,1,2,L
2022-11-05,Bundesliga,Home,Eint Frankfurt,1,2,L
2022-11-09,Bundesliga,Away,Union Berlin,2,2,D
2022-11-12,Bundesliga,Home,Bochum,0,1,L
2023-01-22,Bundesliga,Away,Dortmund,3,4,L
2023-01-25,Bundesliga,Home,Gladbach,1,0,W
2023-01-28,Bundesliga,Away,Freiburg,1,3,L
2023-02-03,Bundesliga,Home,Leverkusen,1,0,W
2023-02-11,Bundesliga,Away,Mainz 05,1,3,L
2023-02-17,Bundesliga,Home,Hoffenheim,1,0,W
2023-02-25,Bundesliga,Away,Hertha BSC,0,2,L
2023-03-04,Bundesliga,Home,Werder Bremen,2,1,W
2023-03-11,Bundesliga,Away,Bayern Munich,3,5,L
2023-03-18,Bundesliga,Home,Schalke 04,1,1,D
2023-04-01,Bundesliga,Away,Wolfsburg,2,2,D
2023-04-08,Bundesliga,Home,Köln,1,3,L
2023-04-15,Bundesliga,Away,RB Leipzig,2,3,L
2023-04-21,Bundesliga,Home,Stuttgart,1,1,D
2023-04-29,Bundesliga,Away,Eint Frankfurt,1,1,D
2023-05-06,Bundesliga,Home,Union Berlin,1,0,W
2023-05-13,Bundesliga,Away,Bochum,2,3,L
2023-05-21,Bundesliga,Home,Dortmund,0,3,L
2023-05-27,Bundesliga,Away,Gladbach,0,2,L
