Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Bayern Munich,17,11,5,1,53,17,36,38,2.24,44.6,16.6,28.1,1.65,17,10,3,4,39,21,18,33,1.94,30.3,20.6,9.8,0.57
2,Dortmund,17,14,2,1,55,17,38,44,2.59,39.9,18.4,21.5,1.26,17,8,3,6,28,27,1,27,1.59,31.2,24.8,6.4,0.38
3,RB Leipzig,17,13,2,2,38,18,20,41,2.41,32.8,18.3,14.5,0.85,17,7,4,6,26,23,3,25,1.47,29.9,18.9,10.9,0.64
4,Union Berlin,17,11,6,0,30,11,19,39,2.29,20.2,18.9,1.3,0.08,17,7,2,8,21,27,-6,23,1.35,17.7,23.8,-6.0,-0.35
5,Freiburg,17,10,4,3,28,13,15,34,2.0,27.6,22.3,5.4,0.32,17,7,4,6,23,31,-8,25,1.47,20.3,26.5,-6.2,-0.37
6,Leverkusen,17,8,3,6,35,23,12,27,1.59,29.6,18.8,10.8,0.63,17,6,5,6,22,26,-4,23,1.35,21.9,24.1,-2.2,-0.13
7,Eint Frankfurt,17,9,5,3,35,18,17,32,1.88,31.4,18.8,12.7,0.75,17,4,6,7,23,34,-11,18,1.06,20.7,24.7,-4.0,-0.24
8,Wolfsburg,17,6,7,4,34,25,9,25,1.47,31.0,21.8,9.2,0.54,17,7,3,7,23,23,0,24,1.41,20.3,29.5,-9.2,-0.54
9,Mainz 05,17,6,6,5,31,25,6,24,1.41,23.4,22.5,0.9,0.05,17,6,4,7,23,30,-7,22,1.29,23.7,31.1,-7.3,-0.43
10,Gladbach,17,10,3,4,33,18,15,33,1.94,32.0,20.0,12.1,0.71,17,1,7,9,19,37,-18,10,0.59,20.1,33.5,-13.4,-0.79
11,Köln,17,6,5,6,28,20,8,23,1.35,27.2,19.1,8.1,0.48,17,4,7,6,21,34,-13,19,1.12,20.7,23.5,-2.8,-0.17
12,Hoffenheim,17,7,2,8,28,29,-1,23,1.35,30.4,23.9,6.5,0.38,17,3,4,10,20,28,-8,13,0.76,17.6,27.2,-9.6,-0.56
13,Werder Bremen,17,5,2,10,26,28,-2,17,1.0,21.5,21.4,0.1,0.01,17,5,4,8,25,36,-11,19,1.12,19.6,31.5,-11.9,-0.7
14,Bochum,17,8,2,7,28,32,-4,26,1.53,22.8,29.0,-6.2,-0.37,17,2,3,12,12,40,-28,9,0.53,17.2,36.7,-19.5,-1.15
15,Augsburg,17,6,4,7,16,24,-8,22,1.29,17.2,25.9,-8.7,-0.51,17,3,3,11,26,39,-13,12,0.71,17.6,32.8,-15.2,-0.9
16,Stuttgart,17,5,6,6,23,22,1,21,1.24,24.5,20.2,4.3,0.25,17,2,6,9,22,35,-13,12,0.71,23.1,25.0,-1.9,-0.11
17,Schalke 04,17,5,5,7,23,36,-13,20,1.18,22.3,27.7,-5.4,-0.32,17,2,5,10,12,35,-23,11,0.65,17.3,29.5,-12.2,-0.72
18,Hertha BSC,17,5,6,6,24,27,-3,21,1.24,20.7,24.5,-3.8,-0.22,17,2,2,13,18,42,-24,8,0.47,18.8,35.5,-16.7,-0.98
