Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-06,Bundesliga,Home,Mainz 05,1,2,L
2022-08-13,Bundesliga,Away,Hoffenheim,2,3,L
2022-08-21,Bundesliga,Home,Bayern Munich,0,7,L
2022-08-26,Bundesliga,Away,Freiburg,0,1,L
2022-09-03,Bundesliga,Home,Werder Bremen,0,2,L
2022-09-10,Bundesliga,Away,Schalke 04,1,3,L
2022-09-18,Bundesliga,Home,Köln,1,1,D
2022-10-01,Bundesliga,Away,RB Leipzig,0,4,L
2022-10-08,Bundesliga,Home,Eint Frankfurt,3,0,W
2022-10-15,Bundesliga,Away,Stuttgart,1,4,L
2022-10-23,Bundesliga,Home,Union Berlin,2,1,W
2022-10-29,Bundesliga,Away,Wolfsburg,0,4,L
2022-11-05,Bundesliga,Away,Dortmund,0,3,L
2022-11-08,Bundesliga,Home,Gladbach,2,1,W
2022-11-12,Bundesliga,Away,Augsburg,1,0,W
2023-01-21,Bundesliga,Home,Hertha BSC,3,1,W
2023-01-25,Bundesliga,Away,Leverkusen,0,2,L
2023-01-28,Bundesliga,Away,Mainz 05,2,5,L
2023-02-04,Bundesliga,Home,Hoffenheim,5,2,W
2023-02-11,Bundesliga,Away,Bayern Munich,0,3,L
2023-02-18,Bundesliga,Home,Freiburg,0,2,L
2023-02-25,Bundesliga,Away,Werder Bremen,0,3,L
2023-03-04,Bundesliga,Home,Schalke 04,0,2,L
2023-03-10,Bundesliga,Away,Köln,2,0,W
2023-03-18,Bundesliga,Home,RB Leipzig,1,0,W
2023-03-31,Bundesliga,Away,Eint Frankfurt,1,1,D
2023-04-09,Bundesliga,Home,Stuttgart,2,3,L
2023-04-16,Bundesliga,Away,Union Berlin,1,1,D
2023-04-22,Bundesliga,Home,Wolfsburg,1,5,L
2023-04-28,Bundesliga,Home,Dortmund,1,1,D
2023-05-06,Bundesliga,Away,Gladbach,0,2,L
2023-05-13,Bundesliga,Home,Augsburg,3,2,W
2023-05-20,Bundesliga,Away,Hertha BSC,1,1,D
2023-05-27,Bundesliga,Home,Leverkusen,3,0,W
