Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-20,Bundesliga,Home,Mainz 05,3,1,W
2020-09-26,Bundesliga,Away,Leverkusen,1,1,D
2020-10-03,Bundesliga,Home,Schalke 04,4,0,W
2020-10-17,Bundesliga,Away,Augsburg,2,0,W
2020-10-24,Bundesliga,Home,Hertha BSC,2,1,W
2020-10-31,Bundesliga,Away,Gladbach,0,1,L
2020-11-07,Bundesliga,Home,Freiburg,3,0,W
2020-11-21,Bundesliga,Away,Eint Frankfurt,1,1,D
2020-11-28,Bundesliga,Home,Arminia,2,1,W
2020-12-05,Bundesliga,Away,Bayern Munich,3,3,D
2020-12-12,Bundesliga,Home,Werder Bremen,2,0,W
2020-12-16,Bundesliga,Away,Hoffenheim,1,0,W
2020-12-19,Bundesliga,Home,Köln,0,0,D
2021-01-02,Bundesliga,Away,Stuttgart,1,0,W
2021-01-09,Bundesliga,Home,Dortmund,1,3,L
2021-01-16,Bundesliga,Away,Wolfsburg,2,2,D
2021-01-20,Bundesliga,Home,Union Berlin,1,0,W
2021-01-23,Bundesliga,Away,Mainz 05,2,3,L
2021-01-30,Bundesliga,Home,Leverkusen,1,0,W
2021-02-06,Bundesliga,Away,Schalke 04,3,0,W
2021-02-12,Bundesliga,Home,Augsburg,2,1,W
2021-02-21,Bundesliga,Away,Hertha BSC,3,0,W
2021-02-27,Bundesliga,Home,Gladbach,3,2,W
2021-03-06,Bundesliga,Away,Freiburg,3,0,W
2021-03-14,Bundesliga,Home,Eint Frankfurt,1,1,D
2021-03-19,Bundesliga,Away,Arminia,1,0,W
2021-04-03,Bundesliga,Home,Bayern Munich,0,1,L
2021-04-10,Bundesliga,Away,Werder Bremen,4,1,W
2021-04-16,Bundesliga,Home,Hoffenheim,0,0,D
2021-04-20,Bundesliga,Away,Köln,1,2,L
2021-04-25,Bundesliga,Home,Stuttgart,2,0,W
2021-05-08,Bundesliga,Away,Dortmund,2,3,L
2021-05-16,Bundesliga,Home,Wolfsburg,2,2,D
2021-05-22,Bundesliga,Away,Union Berlin,1,2,L
