Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-19,Bundesliga,Away,Eint Frankfurt,1,1,D
2020-09-26,Bundesliga,Home,Köln,1,0,W
2020-10-03,Bundesliga,Away,Werder Bremen,0,1,L
2020-10-17,Bundesliga,Home,Bayern Munich,1,4,L
2020-10-25,Bundesliga,Away,Wolfsburg,1,2,L
2020-10-31,Bundesliga,Home,Dortmund,0,2,L
2020-11-07,Bundesliga,Away,Union Berlin,0,5,L
2020-11-21,Bundesliga,Home,Leverkusen,1,2,L
2020-11-28,Bundesliga,Away,RB Leipzig,1,2,L
2020-12-05,Bundesliga,Home,Mainz 05,2,1,W
2020-12-12,Bundesliga,Away,Freiburg,0,2,L
2020-12-16,Bundesliga,Home,Augsburg,0,1,L
2020-12-19,Bundesliga,Away,Schalke 04,1,0,W
2021-01-02,Bundesliga,Home,Gladbach,0,1,L
2021-01-10,Bundesliga,Home,Hertha BSC,1,0,W
2021-01-16,Bundesliga,Away,Hoffenheim,0,0,D
2021-01-20,Bundesliga,Home,Stuttgart,3,0,W
2021-01-23,Bundesliga,Home,Eint Frankfurt,1,5,L
2021-01-31,Bundesliga,Away,Köln,1,3,L
2021-02-15,Bundesliga,Away,Bayern Munich,3,3,D
2021-02-19,Bundesliga,Home,Wolfsburg,0,3,L
2021-02-27,Bundesliga,Away,Dortmund,0,3,L
2021-03-07,Bundesliga,Home,Union Berlin,0,0,D
2021-03-10,Bundesliga,Home,Werder Bremen,0,2,L
2021-03-14,Bundesliga,Away,Leverkusen,2,1,W
2021-03-19,Bundesliga,Home,RB Leipzig,0,1,L
2021-04-03,Bundesliga,Away,Mainz 05,1,1,D
2021-04-09,Bundesliga,Home,Freiburg,1,0,W
2021-04-17,Bundesliga,Away,Augsburg,0,0,D
2021-04-20,Bundesliga,Home,Schalke 04,1,0,W
2021-04-25,Bundesliga,Away,Gladbach,0,5,L
2021-05-09,Bundesliga,Away,Hertha BSC,0,0,D
2021-05-15,Bundesliga,Home,Hoffenheim,1,1,D
2021-05-22,Bundesliga,Away,Stuttgart,2,0,W
