Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Bayern Munich,17,14,2,1,53,16,37,44,2.59,47.4,13.0,34.4,2.02,17,11,5,1,46,16,30,38,2.24,34.3,12.5,21.8,1.28
2,Leverkusen,17,10,4,3,36,22,14,34,2.0,32.7,16.3,16.3,0.96,17,9,8,0,36,21,15,35,2.06,24.2,19.9,4.3,0.25
3,Eint Frankfurt,17,10,4,3,41,22,19,34,2.0,36.8,19.1,17.8,1.04,17,7,5,5,27,24,3,26,1.53,28.3,28.9,-0.7,-0.04
4,Dortmund,17,11,3,3,44,19,25,36,2.12,33.2,16.3,16.9,1.0,17,6,3,8,27,32,-5,21,1.24,28.0,26.5,1.4,0.08
5,Freiburg,17,9,3,5,32,26,6,30,1.76,22.7,20.9,1.8,0.1,17,7,4,6,17,27,-10,25,1.47,21.6,21.5,0.1,0.01
6,Mainz 05,17,6,8,3,24,18,6,26,1.53,27.0,19.8,7.2,0.42,17,8,2,7,31,25,6,26,1.53,23.1,28.3,-5.2,-0.31
7,RB Leipzig,17,8,6,3,33,23,10,30,1.76,26.5,24.1,2.4,0.14,17,5,6,6,20,25,-5,21,1.24,20.1,29.2,-9.2,-0.54
8,Werder Bremen,17,5,6,6,21,26,-5,21,1.24,25.4,21.8,3.5,0.21,17,9,3,5,33,31,2,30,1.76,23.8,26.3,-2.5,-0.15
9,Stuttgart,17,7,2,8,35,27,8,23,1.35,36.1,20.8,15.3,0.9,17,7,6,4,29,26,3,27,1.59,26.2,26.1,0.1,0.01
10,Gladbach,17,7,3,7,29,26,3,24,1.41,26.3,28.4,-2.1,-0.13,17,6,3,8,26,31,-5,21,1.24,24.3,34.9,-10.6,-0.62
11,Wolfsburg,17,3,7,7,27,30,-3,16,0.94,25.0,25.7,-0.6,-0.04,17,8,3,6,29,24,5,27,1.59,22.4,26.9,-4.4,-0.26
12,Augsburg,17,6,5,6,18,20,-2,23,1.35,22.0,18.4,3.6,0.21,17,5,5,7,17,31,-14,20,1.18,12.7,30.5,-17.8,-1.05
13,Union Berlin,17,5,6,6,18,23,-5,21,1.24,21.5,20.1,1.4,0.08,17,5,4,8,17,28,-11,19,1.12,15.5,27.6,-12.1,-0.71
14,St. Pauli,17,3,5,9,10,19,-9,14,0.82,17.4,18.2,-0.8,-0.05,17,5,3,9,18,22,-4,18,1.06,17.9,27.2,-9.2,-0.54
15,Hoffenheim,17,4,5,8,25,36,-11,17,1.0,27.1,30.2,-3.1,-0.18,17,3,6,8,21,32,-11,15,0.88,15.5,25.6,-10.0,-0.59
16,Heidenheim,17,3,2,12,13,33,-20,11,0.65,20.5,28.3,-7.8,-0.46,17,5,3,9,24,31,-7,18,1.06,19.8,29.3,-9.6,-0.56
17,Holstein Kiel,17,4,2,11,24,41,-17,14,0.82,19.7,27.1,-7.4,-0.44,17,2,5,10,25,39,-14,11,0.65,20.1,33.8,-13.7,-0.81
18,Bochum,17,3,4,10,16,33,-17,13,0.76,23.2,27.8,-4.6,-0.27,17,3,3,11,17,34,-17,12,0.71,18.6,35.4,-16.8,-0.99
