Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-07,Bundesliga,Away,Köln,1,3,L
2022-08-13,Bundesliga,Home,Gladbach,2,2,D
2022-08-20,Bundesliga,Away,Wolfsburg,0,0,D
2022-08-27,Bundesliga,Home,Union Berlin,1,6,L
2022-09-03,Bundesliga,Away,Stuttgart,1,1,D
2022-09-10,Bundesliga,Home,Bochum,3,1,W
2022-09-17,Bundesliga,Away,Dortmund,0,1,L
2022-10-02,Bundesliga,Home,Augsburg,2,3,L
2022-10-08,Bundesliga,Away,Leverkusen,0,4,L
2022-10-14,Bundesliga,Home,Hoffenheim,0,3,L
2022-10-23,Bundesliga,Away,Hertha BSC,1,2,L
2022-10-30,Bundesliga,Home,Freiburg,0,2,L
2022-11-05,Bundesliga,Away,Werder Bremen,1,2,L
2022-11-09,Bundesliga,Home,Mainz 05,1,0,W
2022-11-12,Bundesliga,Home,Bayern Munich,0,2,L
2023-01-21,Bundesliga,Away,Eint Frankfurt,0,3,L
2023-01-24,Bundesliga,Home,RB Leipzig,1,6,L
2023-01-29,Bundesliga,Home,Köln,0,0,D
2023-02-04,Bundesliga,Away,Gladbach,0,0,D
2023-02-10,Bundesliga,Home,Wolfsburg,0,0,D
2023-02-19,Bundesliga,Away,Union Berlin,0,0,D
2023-02-25,Bundesliga,Home,Stuttgart,2,1,W
2023-03-04,Bundesliga,Away,Bochum,2,0,W
2023-03-11,Bundesliga,Home,Dortmund,2,2,D
2023-03-18,Bundesliga,Away,Augsburg,1,1,D
2023-04-01,Bundesliga,Home,Leverkusen,0,3,L
2023-04-09,Bundesliga,Away,Hoffenheim,0,2,L
2023-04-14,Bundesliga,Home,Hertha BSC,5,2,W
2023-04-23,Bundesliga,Away,Freiburg,0,4,L
2023-04-29,Bundesliga,Home,Werder Bremen,2,1,W
2023-05-05,Bundesliga,Away,Mainz 05,3,2,W
2023-05-13,Bundesliga,Away,Bayern Munich,0,6,L
2023-05-20,Bundesliga,Home,Eint Frankfurt,2,2,D
2023-05-27,Bundesliga,Away,RB Leipzig,2,4,L
