Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-25,Bundesliga,Away,St. Pauli,2,0,W
2024-09-01,Bundesliga,Home,Augsburg,4,0,W
2024-09-13,Bundesliga,Away,Dortmund,2,4,L
2024-09-21,Bundesliga,Home,Freiburg,0,3,L
2024-09-28,Bundesliga,Away,Mainz 05,2,0,W
2024-10-06,Bundesliga,Home,RB Leipzig,0,1,L
2024-10-19,Bundesliga,Away,Gladbach,2,3,L
2024-10-27,Bundesliga,Home,Hoffenheim,0,0,D
2024-11-02,Bundesliga,Away,Holstein Kiel,0,1,L
2024-11-10,Bundesliga,Home,Wolfsburg,1,3,L
2024-11-23,Bundesliga,Away,Leverkusen,2,5,L
2024-12-01,Bundesliga,Home,Eint Frankfurt,0,4,L
2024-12-07,Bundesliga,Away,Bayern Munich,2,4,L
2024-12-15,Bundesliga,Home,Stuttgart,1,3,L
2024-12-22,Bundesliga,Away,Bochum,0,2,L
2025-01-11,Bundesliga,Home,Union Berlin,2,0,W
2025-01-15,Bundesliga,Away,Werder Bremen,3,3,D
2025-01-18,Bundesliga,Home,St. Pauli,0,2,L
2025-01-25,Bundesliga,Away,Augsburg,1,2,L
2025-02-01,Bundesliga,Home,Dortmund,1,2,L
2025-02-08,Bundesliga,Away,Freiburg,0,1,L
2025-02-16,Bundesliga,Home,Mainz 05,0,2,L
2025-02-23,Bundesliga,Away,RB Leipzig,2,2,D
2025-03-01,Bundesliga,Home,Gladbach,0,3,L
2025-03-09,Bundesliga,Away,Hoffenheim,1,1,D
2025-03-16,Bundesliga,Home,Holstein Kiel,3,1,W
2025-03-29,Bundesliga,Away,Wolfsburg,1,0,W
2025-04-05,Bundesliga,Home,Leverkusen,0,1,L
2025-04-13,Bundesliga,Away,Eint Frankfurt,0,3,L
2025-04-19,Bundesliga,Home,Bayern Munich,0,4,L
2025-04-25,Bundesliga,Away,Stuttgart,1,0,W
2025-05-02,Bundesliga,Home,Bochum,0,0,D
2025-05-10,Bundesliga,Away,Union Berlin,3,0,W
2025-05-17,Bundesliga,Home,Werder Bremen,1,4,L
