Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-07,Bundesliga,Home,Schalke 04,3,1,W
2022-08-13,Bundesliga,Away,RB Leipzig,2,2,D
2022-08-21,Bundesliga,Away,Eint Frankfurt,1,1,D
2022-08-28,Bundesliga,Home,Stuttgart,0,0,D
2022-09-03,Bundesliga,Away,Wolfsburg,4,2,W
2022-09-11,Bundesliga,Home,Union Berlin,0,1,L
2022-09-18,Bundesliga,Away,Bochum,1,1,D
2022-10-01,Bundesliga,Home,Dortmund,3,2,W
2022-10-09,Bundesliga,Away,Gladbach,2,5,L
2022-10-16,Bundesliga,Home,Augsburg,3,2,W
2022-10-21,Bundesliga,Away,Mainz 05,0,5,L
2022-10-30,Bundesliga,Home,Hoffenheim,1,1,D
2022-11-06,Bundesliga,Away,Freiburg,0,2,L
2022-11-09,Bundesliga,Home,Leverkusen,1,2,L
2022-11-12,Bundesliga,Away,Hertha BSC,0,2,L
2023-01-21,Bundesliga,Home,Werder Bremen,7,1,W
2023-01-24,Bundesliga,Away,Bayern Munich,1,1,D
2023-01-29,Bundesliga,Away,Schalke 04,0,0,D
2023-02-04,Bundesliga,Home,RB Leipzig,0,0,D
2023-02-12,Bundesliga,Home,Eint Frankfurt,3,0,W
2023-02-18,Bundesliga,Away,Stuttgart,0,3,L
2023-02-25,Bundesliga,Home,Wolfsburg,0,2,L
2023-03-04,Bundesliga,Away,Union Berlin,0,0,D
2023-03-10,Bundesliga,Home,Bochum,0,2,L
2023-03-18,Bundesliga,Away,Dortmund,1,6,L
2023-04-02,Bundesliga,Home,Gladbach,0,0,D
2023-04-08,Bundesliga,Away,Augsburg,3,1,W
2023-04-15,Bundesliga,Home,Mainz 05,1,1,D
2023-04-22,Bundesliga,Away,Hoffenheim,3,1,W
2023-04-29,Bundesliga,Home,Freiburg,0,1,L
2023-05-05,Bundesliga,Away,Leverkusen,2,1,W
2023-05-12,Bundesliga,Home,Hertha BSC,5,2,W
2023-05-20,Bundesliga,Away,Werder Bremen,1,1,D
2023-05-27,Bundesliga,Home,Bayern Munich,1,2,L
