Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-18,20:30,Bundesliga,Matchweek 1,Fri,Away,L,0,8,Bayern Munich,0.2,3.9,37,,Benjamin Stambouli,4-4-2,4-2-3-1,Felix Zwayer,Match Report,
2020-09-26,18:30,Bundesliga,Matchweek 2,Sat,Home,L,1,3,Werder Bremen,1.6,2.4,65,,Omar Mascarell,4-2-3-1,4-3-3,Markus Schmidt,Match Report,
2020-10-03,18:30,Bundesliga,Matchweek 3,Sat,Away,L,0,4,RB Leipzig,0.2,3.9,33,8500.0,Omar Mascarell,3-5-2,4-2-3-1,Florian Badstübner,Match Report,
2020-10-18,18:00,Bundesliga,Matchweek 4,Sun,Home,D,1,1,Union Berlin,0.4,1.0,53,300.0,Omar Mascarell,4-3-3,4-2-3-1,Patrick Ittrich,Match Report,
2020-10-24,18:30,Bundesliga,Matchweek 5,Sat,Away,L,0,3,Dortmund,0.2,1.4,26,300.0,Omar Mascarell,3-5-2,4-2-3-1,Felix Zwayer,Match Report,
2020-10-30,20:30,Bundesliga,Matchweek 6,Fri,Home,D,1,1,Stuttgart,0.6,1.6,46,,Omar Mascarell,3-1-4-2,3-1-4-2,Benjamin Brand,Match Report,
2020-11-03,16:30,DFB-Pokal,First round,Tue,Away,W,4,1,Schweinfurt,,,66,,Benjamin Stambouli,4-2-2-2,3-5-2,Sven Jablonski,Match Report,
2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Away,D,2,2,Mainz 05,1.9,3.7,67,,Omar Mascarell,3-1-4-2,4-2-3-1,Patrick Ittrich,Match Report,
2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Home,L,0,2,Wolfsburg,1.1,2.5,43,,Omar Mascarell,3-1-4-2,4-2-3-1,Marco Fritz,Match Report,
2020-11-28,18:30,Bundesliga,Matchweek 9,Sat,Away,L,1,4,Gladbach,0.9,3.0,44,,Omar Mascarell,4-2-3-1,4-2-3-1,Manuel Gräfe,Match Report,
2020-12-06,18:00,Bundesliga,Matchweek 10,Sun,Home,L,0,3,Leverkusen,1.4,2.5,37,,Omar Mascarell,4-2-3-1,4-3-3,Benjamin Cortus,Match Report,
2020-12-13,15:30,Bundesliga,Matchweek 11,Sun,Away,D,2,2,Augsburg,2.3,1.4,59,,Omar Mascarell,4-1-4-1,4-4-2,Manuel Gräfe,Match Report,
2020-12-16,18:30,Bundesliga,Matchweek 12,Wed,Home,L,0,2,Freiburg,0.5,1.2,54,,Omar Mascarell,4-2-3-1,3-4-3,Sven Jablonski,Match Report,
2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Home,L,0,1,Arminia,0.4,1.0,46,,Omar Mascarell,4-2-3-1,4-4-2,Bastian Dankert,Match Report,
2020-12-22,18:30,DFB-Pokal,Second round,Tue,Away,W,3,1,Ulm,,,53,,Benjamin Stambouli,4-2-3-1,4-1-4-1,Daniel Schlager,Match Report,
2021-01-02,18:30,Bundesliga,Matchweek 14,Sat,Away,L,0,3,Hertha BSC,0.8,2.1,38,,Omar Mascarell,4-2-3-1,4-3-3,Sven Jablonski,Match Report,
