Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-08,15:30,DFB-Pokal,Round of 64,Sun,Away,W,1,0,Türkgücü München,,,52.0,2500.0,Christopher Trimmel,3-4-3,3-5-2,Martin Petersen,Match Report,
2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,D,1,1,Leverkusen,0.5,0.8,34.0,11000.0,Christopher Trimmel,5-3-2,4-2-3-1,Tobias Reichel,Match Report,
2021-08-19,19:00,Conf Lg,Play-off round,Thu,Away,W,4,0,fi KuPS,,,,5632.0,Christopher Trimmel,3-5-2,5-3-2,Ivan Bebek,Match Report,Leg 1 of 2
2021-08-22,15:30,Bundesliga,Matchweek 2,Sun,Away,D,2,2,Hoffenheim,1.8,1.0,37.0,8014.0,Marvin Friedrich,3-5-2,4-2-2-2,Sascha Stegemann,Match Report,
2021-08-26,20:15,Conf Lg,Play-off round,Thu,Home,D,0,0,fi KuPS,,,,22159.0,Christopher Trimmel,3-5-2,4-4-2,Halil Umut Meler,Match Report,Leg 2 of 2; Union Berlin won
2021-08-29,15:30,Bundesliga,Matchweek 3,Sun,Home,W,2,1,Gladbach,1.9,1.8,28.0,11006.0,Christopher Trimmel,3-5-2,4-2-3-1,Felix Brych,Match Report,
2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,D,0,0,Augsburg,1.0,1.0,60.0,10207.0,Christopher Trimmel,3-5-2,5-3-2,Martin Petersen,Match Report,
2021-09-16,18:45,Conf Lg,Group stage,Thu,Away,L,1,3,cz Slavia Prague,0.8,1.5,30.0,15286.0,Christopher Trimmel,3-5-2,4-2-3-1,Fábio Veríssimo,Match Report,
2021-09-19,17:30,Bundesliga,Matchweek 5,Sun,Away,L,2,4,Dortmund,1.6,0.9,37.0,25000.0,Marvin Friedrich,3-4-1-2,4-3-3,Sven Jablonski,Match Report,
2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Arminia,1.2,0.5,54.0,11000.0,Christopher Trimmel,3-5-2,4-2-2-2,Marco Fritz,Match Report,
2021-09-30,21:00,Conf Lg,Group stage,Thu,Home,W,3,0,il Maccabi Haifa,1.3,0.3,50.0,23342.0,Christopher Trimmel,4-1-4-1,5-4-1,Nick Walsh,Match Report,
2021-10-03,15:30,Bundesliga,Matchweek 7,Sun,Away,W,2,1,Mainz 05,1.4,1.1,48.0,16000.0,Marvin Friedrich,3-4-1-2,3-4-3,Tobias Stieler,Match Report,
2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,W,2,0,Wolfsburg,0.9,1.5,39.0,11000.0,Marvin Friedrich,3-5-2,4-2-3-1,Sascha Stegemann,Match Report,
2021-10-21,18:45,Conf Lg,Group stage,Thu,Away,L,1,3,nl Feyenoord,0.9,4.3,47.0,36100.0,Christopher Trimmel,3-5-2,4-3-3,Giorgi Kruashvili,Match Report,
2021-10-24,17:30,Bundesliga,Matchweek 9,Sun,Away,D,1,1,Stuttgart,1.0,0.5,44.0,32595.0,Christopher Trimmel,3-5-2,3-1-4-2,Florian Badstübner,Match Report,
2021-10-27,18:30,DFB-Pokal,Round of 32,Wed,Away,W,3,1,SV Waldhof,,,57.0,14651.0,Christopher Trimmel,3-4-3,4-2-3-1,Benjamin Brand,Match Report,Required Extra Time
2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,L,2,5,Bayern Munich,0.9,3.2,40.0,16509.0,Christopher Trimmel,3-5-2,4-2-3-1,Harm Osmers,Match Report,
2021-11-04,21:00,Conf Lg,Group stage,Thu,Home,L,1,2,nl Feyenoord,1.7,2.2,43.0,30000.0,Paul Jaeckel,5-3-2,4-3-3,Daniel Stefański,Match Report,
2021-11-07,17:30,Bundesliga,Matchweek 11,Sun,Away,D,2,2,Köln,1.0,1.8,30.0,49000.0,Marvin Friedrich,3-5-2,4-2-3-1,Tobias Stieler,Match Report,
2021-11-20,18:30,Bundesliga,Matchweek 12,Sat,Home,W,2,0,Hertha BSC,1.5,0.4,42.0,22012.0,Christopher Trimmel,3-5-2,4-2-3-1,Felix Brych,Match Report,
2021-11-25,19:45,Conf Lg,Group stage,Thu,Away,W,1,0,il Maccabi Haifa,0.4,0.9,47.0,22150.0,Marvin Friedrich,5-3-2,5-3-2,Michal Očenáš,Match Report,
2021-11-28,15:30,Bundesliga,Matchweek 13,Sun,Away,L,1,2,Eint Frankfurt,1.1,1.3,46.0,24000.0,Christopher Trimmel,3-5-2,3-4-3,Sascha Stegemann,Match Report,
2021-12-03,20:30,Bundesliga,Matchweek 14,Fri,Home,W,2,1,RB Leipzig,2.4,1.4,37.0,13506.0,Marvin Friedrich,5-3-2,3-4-3,Harm Osmers,Match Report,
2021-12-09,21:00,Conf Lg,Group stage,Thu,Home,D,1,1,cz Slavia Prague,1.2,0.7,51.0,4380.0,Christopher Trimmel,3-5-2,5-3-2,Rade Obrenović,Match Report,
2021-12-12,15:30,Bundesliga,Matchweek 15,Sun,Away,L,0,1,Greuther Fürth,1.4,0.7,63.0,,Grischa Prömel,3-5-2,4-3-3,Sven Jablonski,Match Report,
2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,D,0,0,Freiburg,1.7,1.2,55.0,5000.0,Grischa Prömel,3-1-4-2,3-4-3,Deniz Aytekin,Match Report,
2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,W,1,0,Bochum,0.8,1.1,45.0,13500.0,Christopher Trimmel,3-4-1-2,4-3-3,Tobias Reichel,Match Report,
2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Away,D,2,2,Leverkusen,2.7,1.6,36.0,,Christopher Trimmel,3-1-4-2,4-2-3-1,Matthias Jöllenbeck,Match Report,
2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Home,W,2,1,Hoffenheim,1.3,0.8,42.0,3000.0,Christopher Trimmel,3-5-2,3-1-4-2,Martin Petersen,Match Report,
2022-01-19,20:45,DFB-Pokal,Round of 16,Wed,Away,W,3,2,Hertha BSC,,,33.0,3000.0,Grischa Prömel,3-1-4-2,4-1-4-1,Deniz Aytekin,Match Report,
2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Away,W,2,1,Gladbach,1.1,1.5,41.0,750.0,Christopher Trimmel,3-5-2,3-4-3,Felix Brych,Match Report,
