Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-07,15:30,DFB-Pokal,Round of 64,Sat,Away,W,3,0,Loko Leipzig,,,60,6800.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Florian Lechner,Match Report,
2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,D,1,1,Union Berlin,0.8,0.5,66,11000.0,Lukáš Hrádecký,4-2-3-1,5-3-2,Tobias Reichel,Match Report,
2021-08-21,18:30,Bundesliga,Matchweek 2,Sat,Home,W,4,0,Gladbach,1.9,1.7,47,15105.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Deniz Aytekin,Match Report,
2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,W,4,1,Augsburg,2.0,1.8,57,10582.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Benjamin Brand,Match Report,
2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Home,L,3,4,Dortmund,0.7,1.8,42,17605.0,Lukáš Hrádecký,4-2-3-1,4-3-2-1,Daniel Siebert,Match Report,
2021-09-16,18:45,Europa Lg,Group stage,Thu,Home,W,2,1,hu Ferencváros,2.2,1.3,65,11013.0,Lukáš Hrádecký,4-2-3-1,5-3-2,Andris Treimanis,Match Report,
2021-09-19,15:30,Bundesliga,Matchweek 5,Sun,Away,W,3,1,Stuttgart,1.4,1.6,36,23450.0,Lukáš Hrádecký,4-2-3-1,3-4-1-2,Benjamin Cortus,Match Report,
2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Mainz 05,1.5,0.9,67,16624.0,Lukáš Hrádecký,4-2-3-1,3-5-2,Bastian Dankert,Match Report,
2021-09-30,20:00,Europa Lg,Group stage,Thu,Away,W,4,0,sct Celtic,3.4,1.7,45,55436.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Marco Di Bello,Match Report,
2021-10-03,19:30,Bundesliga,Matchweek 7,Sun,Away,W,4,0,Arminia,3.1,0.4,66,16250.0,Lukáš Hrádecký,4-2-3-1,4-4-2,Felix Zwayer,Match Report,
2021-10-17,15:30,Bundesliga,Matchweek 8,Sun,Home,L,1,5,Bayern Munich,0.7,3.2,41,29542.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Sven Jablonski,Match Report,
2021-10-21,18:45,Europa Lg,Group stage,Thu,Away,D,1,1,es Betis,1.0,2.1,54,39230.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Bartosz Frankowski,Match Report,
2021-10-24,15:30,Bundesliga,Matchweek 9,Sun,Away,D,2,2,Köln,0.9,1.8,38,49600.0,Lukáš Hrádecký,4-2-3-1,4-1-2-1-2,Felix Zwayer,Match Report,
2021-10-27,18:30,DFB-Pokal,Round of 32,Wed,Home,L,1,2,Karlsruher,,,63,13060.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Tobias Welz,Match Report,
2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Home,L,0,2,Wolfsburg,1.5,1.8,65,20132.0,Lukáš Hrádecký,3-4-3,3-4-3,Deniz Aytekin,Match Report,
2021-11-04,21:00,Europa Lg,Group stage,Thu,Home,W,4,0,es Betis,2.7,0.9,44,15208.0,Lukáš Hrádecký,4-4-2,4-2-3-1,Anthony Taylor,Match Report,
2021-11-07,15:30,Bundesliga,Matchweek 11,Sun,Away,D,1,1,Hertha BSC,1.0,0.8,54,22187.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Robert Hartmann,Match Report,
2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,1,0,Bochum,1.7,0.8,55,22538.0,Lukáš Hrádecký,4-4-2,4-3-3,Daniel Schlager,Match Report,
2021-11-25,18:45,Europa Lg,Group stage,Thu,Home,W,3,2,sct Celtic,2.4,1.4,57,19830.0,Lukáš Hrádecký,4-4-2,4-1-4-1,Anastasios Sidiropoulos,Match Report,
2021-11-28,17:30,Bundesliga,Matchweek 13,Sun,Away,W,3,1,RB Leipzig,1.4,1.5,42,,Lukáš Hrádecký,4-2-3-1,4-3-1-2,Benjamin Cortus,Match Report,
2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,W,7,1,Greuther Fürth,2.8,0.3,60,10455.0,Lukáš Hrádecký,4-2-3-1,4-4-1-1,Tobias Reichel,Match Report,
2021-12-09,21:00,Europa Lg,Group stage,Thu,Away,L,0,1,hu Ferencváros,1.2,0.6,56,12127.0,Charles Aránguiz,4-2-3-1,3-1-4-2,Kirill Levnikov,Match Report,
2021-12-12,17:30,Bundesliga,Matchweek 15,Sun,Away,L,2,5,Eint Frankfurt,1.7,1.6,56,12000.0,Lukáš Hrádecký,4-2-3-1,3-4-3,Marco Fritz,Match Report,
2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,D,2,2,Hoffenheim,2.2,2.0,46,13272.0,Lukáš Hrádecký,4-2-3-1,3-4-1-2,Tobias Stieler,Match Report,
2021-12-19,15:30,Bundesliga,Matchweek 17,Sun,Away,L,1,2,Freiburg,0.8,2.1,57,750.0,Lukáš Hrádecký,4-3-2-1,4-2-3-1,Benjamin Cortus,Match Report,
2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Home,D,2,2,Union Berlin,1.6,2.7,64,,Lukáš Hrádecký,4-2-3-1,3-1-4-2,Matthias Jöllenbeck,Match Report,
2022-01-15,18:30,Bundesliga,Matchweek 19,Sat,Away,W,2,1,Gladbach,5.3,1.2,46,750.0,Lukáš Hrádecký,4-2-3-1,3-4-3,Sascha Stegemann,Match Report,
2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,W,5,1,Augsburg,2.8,1.5,66,750.0,Lukáš Hrádecký,4-1-4-1,4-4-2,Daniel Schlager,Match Report,
2022-02-06,15:30,Bundesliga,Matchweek 21,Sun,Away,W,5,2,Dortmund,2.0,1.7,36,10000.0,Jonathan Tah,4-2-3-1,4-3-3,Daniel Siebert,Match Report,
2022-02-12,18:30,Bundesliga,Matchweek 22,Sat,Home,W,4,2,Stuttgart,1.9,1.0,69,10000.0,Lukáš Hrádecký,4-2-3-1,4-5-1,Felix Brych,Match Report,
2022-02-18,20:30,Bundesliga,Matchweek 23,Fri,Away,L,2,3,Mainz 05,1.0,0.9,59,10000.0,Lukáš Hrádecký,4-2-3-1,3-4-3,Benjamin Cortus,Match Report,
2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,W,3,0,Arminia,2.1,0.4,71,10000.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Martin Petersen,Match Report,
2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,D,1,1,Bayern Munich,2.1,1.6,32,25000.0,Lukáš Hrádecký,3-4-3,4-2-3-1,Daniel Siebert,Match Report,
2022-03-10,21:00,Europa Lg,Round of 16,Thu,Away,L,2,3,it Atalanta,0.5,1.7,54,13134.0,Lukáš Hrádecký,4-2-3-1,3-4-1-2,Srđan Jovanović,Match Report,Leg 1 of 2
2022-03-13,15:30,Bundesliga,Matchweek 26,Sun,Home,L,0,1,Köln,2.4,0.5,55,22658.0,Lukáš Hrádecký,4-2-3-1,4-1-3-2,Sascha Stegemann,Match Report,
2022-03-17,18:45,Europa Lg,Round of 16,Thu,Home,L,0,1,it Atalanta,1.5,1.2,63,19871.0,Lukáš Hrádecký,3-4-1-2,3-4-3,François Letexier,Match Report,Leg 2 of 2; Atalanta won
2022-03-20,17:30,Bundesliga,Matchweek 27,Sun,Away,W,2,0,Wolfsburg,1.0,1.1,50,16554.0,Lukáš Hrádecký,3-4-1-2,3-4-3,Felix Brych,Match Report,
2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,W,2,1,Hertha BSC,1.5,0.8,68,23557.0,Lukáš Hrádecký,4-2-3-1,4-1-4-1,Matthias Jöllenbeck,Match Report,
2022-04-10,15:30,Bundesliga,Matchweek 29,Sun,Away,D,0,0,Bochum,1.4,0.7,59,25000.0,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,
2022-04-17,19:30,Bundesliga,Matchweek 30,Sun,Home,L,0,1,RB Leipzig,0.8,0.5,47,26119.0,Lukáš Hrádecký,5-3-2,3-5-2,Daniel Siebert,Match Report,
2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,W,4,1,Greuther Fürth,2.5,0.9,48,11579.0,Lukáš Hrádecký,4-2-2-2,3-4-1-2,Tobias Reichel,Match Report,
2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Home,W,2,0,Eint Frankfurt,1.8,0.3,55,26492.0,Lukáš Hrádecký,4-2-3-1,3-4-3,Benjamin Cortus,Match Report,
2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,W,4,2,Hoffenheim,4.0,2.5,53,20033.0,Lukáš Hrádecký,4-2-3-1,4-1-2-1-2,Frank Willenborg,Match Report,
