Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Arsenal,25,43.1,38.0,19306,2948,7642,7501,4397,632,19303,595,255,42.9,260,43.7,10350,57925,30357,618,413,162,451,338,12077,927
vs Aston Villa,28,49.5,38.0,21614,2408,6804,9497,5515,886,21611,617,236,38.2,310,50.2,12031,65638,34386,688,462,205,491,327,14278,1292
vs Bournemouth,29,51.5,38.0,22681,2841,8227,9246,5446,934,22677,704,326,46.3,301,42.8,12104,65710,32384,685,452,203,663,390,13911,1280
vs Brentford,28,52.1,38.0,23090,2608,7185,8991,7103,1189,23089,661,282,42.7,314,47.5,12890,68221,36588,835,579,294,507,319,14889,1547
vs Brighton,32,47.7,38.0,22046,2949,8740,9148,4374,877,22037,795,353,44.4,350,44.0,12304,64473,31459,607,355,243,503,355,14102,1196
vs Chelsea,29,42.9,38.0,20227,2916,8063,8175,4232,771,20221,627,263,41.9,273,43.5,11048,60917,31015,600,391,179,468,315,12876,1190
vs Crystal Palace,29,57.2,38.0,25561,2451,7644,11861,6291,904,25559,733,319,43.5,324,44.2,14221,76019,39539,686,501,175,582,443,17148,1566
vs Everton,26,59.1,38.0,25864,2401,8222,11641,6229,931,25862,729,318,43.6,338,46.4,15106,79769,42431,724,520,195,549,394,17776,1616
vs Fulham,26,47.7,38.0,22348,2568,7282,10037,5271,825,22344,658,276,41.9,289,43.9,12382,68477,35170,654,459,180,572,390,14544,1384
vs Ipswich Town,32,59.4,38.0,25925,2228,7644,11051,7443,1168,25919,674,323,47.9,281,41.7,15624,79591,40228,813,547,287,498,308,18201,1703
vs Leicester City,32,54.6,38.0,25340,2098,7128,11349,7106,1214,25336,782,359,45.9,336,43.0,14685,76672,39044,735,534,236,518,392,17421,1736
vs Liverpool,24,42.3,38.0,20431,3165,8090,8088,4492,779,20429,740,316,42.7,340,45.9,10760,61974,32543,683,407,241,541,302,12509,1074
vs Manchester City,30,38.7,38.0,19488,3154,8514,7370,3783,699,19484,523,235,44.9,214,40.9,10841,55784,27469,546,343,164,487,283,12560,904
vs Manchester Utd,31,46.5,38.0,22105,2507,7059,9848,5437,800,22100,775,323,41.7,400,51.6,12263,65968,33543,672,529,184,489,417,14134,1172
vs Newcastle Utd,24,48.7,38.0,22228,2680,7157,9564,5732,888,22226,687,298,43.4,306,44.5,12457,65304,33229,667,474,223,543,297,14188,1260
vs Nott'ham Forest,23,58.8,38.0,24861,2141,6917,11116,7047,1068,24858,755,327,43.3,343,45.4,14317,84446,48375,966,599,245,588,355,16672,1868
vs Southampton,36,51.5,38.0,23778,2130,6772,9945,7290,1263,23769,661,304,46.0,280,42.4,13724,72045,37999,814,548,300,429,372,16411,1635
vs Tottenham,31,45.3,38.0,21039,2561,7305,8457,5517,994,21036,693,302,43.6,296,42.7,11514,60259,29730,660,417,220,497,365,12992,1316
vs West Ham,27,51.6,38.0,23805,2423,7191,10213,6620,1094,23802,605,242,40.0,290,47.9,13771,74244,39404,832,510,242,512,364,15670,1610
vs Wolves,32,51.9,38.0,23658,2351,7218,10397,6274,982,23649,778,296,38.0,373,47.9,13159,70747,36766,767,520,234,557,428,15750,1522
