Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
vs Arminia,26,34.0,590,345,270,242,78,283,567,49.9,284,400,108,292,349,939,653,11
vs Augsburg,26,34.0,547,324,254,231,62,249,511,48.7,262,337,81,256,361,908,606,11
vs Bayern Munich,30,34.0,678,386,367,236,75,340,832,40.9,492,457,154,303,498,1176,798,22
vs Bochum,28,34.0,498,314,242,205,51,216,442,48.9,226,313,86,227,293,791,591,13
vs Dortmund,33,34.0,594,342,292,229,73,284,636,44.7,352,402,104,298,481,1075,573,12
vs Eint Frankfurt,27,34.0,552,317,285,209,58,258,543,47.5,285,420,125,295,417,969,721,10
vs Freiburg,26,34.0,413,239,181,161,71,194,420,46.2,226,387,100,287,333,746,692,11
vs Gladbach,26,34.0,560,321,247,260,53,251,610,41.1,359,434,134,300,364,924,499,12
vs Greuther Fürth,29,34.0,578,325,266,251,61,270,536,50.4,266,368,82,286,312,890,549,7
vs Hertha BSC,36,34.0,561,333,215,269,77,245,526,46.6,281,372,75,297,352,913,526,11
vs Hoffenheim,32,34.0,516,316,280,178,58,275,524,52.5,249,414,106,308,362,878,658,11
vs Köln,26,34.0,514,324,218,228,68,256,508,50.4,252,395,95,300,367,881,880,9
vs Leverkusen,29,34.0,601,347,272,246,83,305,706,43.2,401,395,95,300,414,1015,588,13
vs Mainz 05,28,34.0,532,312,244,231,57,237,506,46.8,269,385,105,280,359,891,748,10
vs RB Leipzig,29,34.0,569,318,272,231,66,213,560,38.0,347,389,96,293,402,971,569,11
vs Stuttgart,34,34.0,623,346,279,268,76,321,693,46.3,372,390,109,281,345,968,607,7
vs Union Berlin,28,34.0,399,227,186,163,50,168,412,40.8,244,350,71,279,354,753,641,15
vs Wolfsburg,30,34.0,506,282,207,228,71,222,541,41.0,319,356,94,262,349,855,583,10
