Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Arminia,26,59.5,34.0,24123,2206,8093,11101,5141,923,24116,543,305,56.2,238,43.8,13766,67947,34268,618,468,141,639,311,15731,1544
vs Augsburg,26,58.8,34.0,22478,2155,7245,10432,5024,826,22473,584,334,57.2,250,42.8,12489,61191,31344,561,401,168,594,311,14668,1524
vs Bayern Munich,30,35.2,34.0,17397,2841,7477,6712,3405,554,17395,559,300,53.7,259,46.3,8893,45583,22053,439,348,125,595,304,9449,913
vs Bochum,28,55.5,34.0,20636,2173,6917,9252,4679,793,20628,575,297,51.7,277,48.2,11633,61059,31925,600,418,150,598,289,12641,1393
vs Dortmund,33,40.4,34.0,18432,2278,6830,7906,3895,627,18426,551,295,53.5,255,46.3,9568,48756,23973,489,350,126,615,286,10895,1046
vs Eint Frankfurt,27,50.4,34.0,21621,2536,7758,9624,4449,778,21617,673,390,57.9,283,42.1,11468,56525,26820,519,352,122,660,312,12998,1228
vs Freiburg,26,50.8,34.0,20400,2340,7206,8899,4481,808,20398,477,262,54.9,215,45.1,10866,59380,30266,582,392,153,555,303,12499,1115
vs Gladbach,26,45.6,34.0,19174,2094,6376,8728,4288,735,19169,615,330,53.7,285,46.3,10420,54125,26778,540,369,151,530,287,11648,1185
vs Greuther Fürth,29,56.6,34.0,22142,1925,6953,10329,5051,873,22136,568,297,52.3,270,47.5,12117,61531,30586,619,413,150,587,298,14278,1490
vs Hertha BSC,36,56.5,34.0,22122,1838,6042,11128,5149,809,22114,546,292,53.5,252,46.2,12831,65756,32728,519,380,128,605,294,14351,1492
vs Hoffenheim,32,46.4,34.0,19930,2540,7577,8673,3855,671,19926,484,261,53.9,223,46.1,10875,54854,26674,509,343,123,567,260,12289,1064
vs Köln,26,44.9,34.0,18297,2519,7003,7569,3941,691,18296,666,377,56.6,288,43.2,9002,46912,22391,494,323,131,613,310,9972,1073
vs Leverkusen,29,46.1,34.0,19814,2054,6137,9059,4819,739,19810,493,268,54.4,225,45.6,10585,55518,28219,553,404,132,649,259,12133,1277
vs Mainz 05,28,53.7,34.0,21598,2363,7408,9989,4405,639,21592,595,313,52.6,282,47.4,11970,59816,28841,528,399,109,653,297,13142,1186
vs RB Leipzig,29,43.4,34.0,19166,2200,7086,8700,3554,519,19163,512,293,57.2,219,42.8,10031,50311,25239,451,264,104,551,280,11598,981
vs Stuttgart,34,49.3,34.0,20890,2220,6900,9462,4722,751,20886,530,289,54.5,241,45.5,11404,57499,28040,544,397,149,555,291,13022,1279
vs Union Berlin,28,56.6,34.0,22978,2056,7217,11468,4480,664,22976,568,300,52.8,268,47.2,12507,64060,31160,540,357,118,642,270,15086,1272
vs Wolfsburg,30,49.4,34.0,20194,2125,6458,8948,4999,733,20187,540,283,52.4,257,47.6,10886,55639,26481,458,360,115,614,282,12307,1305
