Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Atalanta,32,26.6,38,3420,90,100,38.0,418,80,251,166,21,265,1.16,48,65,-17,-0.45,45.3,62.4,-17.2,-0.45
vs Bologna,36,26.5,38,3420,90,100,38.0,418,81,244,171,21,258,1.53,55,44,11,0.29,52.6,44.9,7.7,0.2
vs Cagliari,33,26.7,38,3420,90,100,38.0,418,82,251,167,19,252,1.89,68,34,34,0.89,61.0,39.0,21.9,0.58
vs Empoli,28,27.0,38,3420,90,100,38.0,418,80,251,167,22,257,1.63,70,50,20,0.53,66.0,44.9,21.2,0.56
vs Fiorentina,28,26.7,38,3420,90,100,38.0,418,81,243,171,23,252,1.24,51,59,-8,-0.21,40.6,60.0,-19.4,-0.51
vs Genoa,40,26.7,38,3420,90,100,38.0,418,78,254,165,21,267,1.84,60,27,33,0.87,54.1,37.2,16.9,0.44
vs Hellas Verona,31,26.8,38,3420,90,100,38.0,418,81,247,170,23,259,1.32,59,65,-6,-0.16,49.0,50.4,-1.4,-0.04
vs Inter,27,26.7,38,3420,90,100,38.0,418,81,244,173,22,261,0.55,32,84,-52,-1.37,39.1,81.6,-42.5,-1.12
vs Juventus,32,26.8,38,3420,90,100,38.0,418,81,258,157,19,271,0.89,37,57,-20,-0.53,38.1,51.4,-13.4,-0.35
vs Lazio,27,26.5,38,3420,90,100,38.0,418,82,246,169,21,254,1.05,58,77,-19,-0.5,47.7,55.3,-7.6,-0.2
vs Milan,28,27.0,38,3420,90,100,38.0,418,80,238,175,21,263,0.53,31,69,-38,-1.0,35.9,59.7,-23.8,-0.63
vs Napoli,27,26.6,38,3420,90,100,38.0,418,82,245,168,21,254,0.74,31,74,-43,-1.13,32.5,57.8,-25.3,-0.67
vs Roma,29,26.8,38,3420,90,100,38.0,418,83,243,168,23,263,1.11,43,59,-16,-0.42,38.4,65.1,-26.8,-0.7
vs Salernitana,42,26.8,38,3420,90,100,38.0,418,80,241,171,23,261,1.92,78,33,45,1.18,65.2,36.5,28.7,0.76
vs Sampdoria,34,26.7,38,3420,90,100,38.0,418,82,257,159,22,261,1.89,63,46,17,0.45,56.1,36.7,19.3,0.51
vs Sassuolo,29,26.8,38,3420,90,100,38.0,418,83,243,173,23,260,1.39,66,64,2,0.05,66.4,55.7,10.7,0.28
vs Spezia,30,27.0,38,3420,90,100,38.0,418,82,248,169,22,259,1.89,71,41,30,0.79,64.4,40.1,24.3,0.64
vs Torino,31,26.8,38,3420,90,100,38.0,418,81,253,163,22,268,1.39,41,46,-5,-0.13,38.9,48.7,-9.8,-0.26
vs Udinese,29,26.8,38,3420,90,100,38.0,418,82,251,163,22,265,1.39,58,61,-3,-0.08,52.4,51.3,1.0,0.03
vs Venezia,39,26.8,38,3420,90,100,38.0,418,79,246,171,21,252,2.05,69,34,35,0.92,71.8,36.5,35.3,0.93
