Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Alavés,2,38.0,57,3,0,5,0,51.1,0.35,-5.9,-0.16,309,615,50.2,792,116,53.7,40.3,306,62.1,44.8,545,19,3.5,37,0.97,14.5
Athletic Club,2,38.0,42,5,1,6,1,37.5,0.29,-3.5,-0.09,206,493,41.8,817,210,36.5,35.2,270,72.2,52.2,555,24,4.3,36,0.95,15.1
Atlético Madrid,1,38.0,25,1,0,5,3,33.1,0.25,11.1,0.29,202,539,37.5,709,131,49.6,39.1,294,63.6,45.9,513,14,2.7,27,0.71,15.7
Barcelona,2,38.0,38,5,1,5,2,36.0,0.24,0.0,0.0,92,207,44.4,1068,193,14.8,24.8,215,22.8,29.3,369,19,5.1,40,1.05,13.9
Betis,2,38.0,50,8,1,4,3,46.9,0.28,-0.1,0.0,212,606,35.0,953,163,48.1,37.8,250,59.2,45.1,505,21,4.2,48,1.26,19.0
Cádiz,3,38.0,58,9,2,4,1,53.8,0.3,-3.2,-0.09,396,998,39.7,846,72,78.7,54.1,349,95.1,65.0,606,33,5.4,26,0.68,27.0
Celta Vigo,2,38.0,57,7,2,4,1,49.7,0.32,-6.3,-0.17,194,607,32.0,1025,156,40.0,32.7,315,62.5,46.6,553,10,1.8,45,1.18,15.7
Eibar,2,38.0,52,3,0,5,0,47.5,0.33,-4.5,-0.12,340,847,40.1,938,124,65.9,40.2,250,91.6,68.4,406,14,3.4,63,1.66,24.3
Elche,2,38.0,55,6,0,6,1,58.8,0.32,4.8,0.13,267,604,44.2,1039,168,36.6,45.0,353,63.5,45.3,537,10,1.9,34,0.89,12.4
Getafe,2,38.0,43,7,0,3,3,39.7,0.29,-0.3,-0.01,370,913,40.5,863,48,80.1,51.7,263,84.4,55.4,444,17,3.8,50,1.32,18.5
Granada,3,38.0,65,6,2,4,1,61.9,0.31,-2.1,-0.05,310,848,36.6,944,79,62.6,46.5,316,81.3,56.1,546,12,2.2,62,1.63,18.0
Huesca,2,38.0,53,5,1,10,2,48.2,0.29,-2.8,-0.07,188,508,37.0,1077,187,35.7,34.2,298,41.6,38.3,539,16,3.0,34,0.89,13.4
Levante,3,38.0,57,3,1,6,2,49.8,0.29,-5.2,-0.14,136,382,35.6,936,197,32.4,32.2,282,28.0,29.6,532,9,1.7,71,1.87,18.2
Osasuna,3,38.0,48,5,0,5,2,47.0,0.3,1.0,0.03,441,996,44.3,995,92,71.5,48.0,302,94.4,61.3,600,30,5.0,76,2.0,17.5
Real Madrid,1,38.0,28,7,0,3,1,32.7,0.22,5.7,0.15,89,300,29.7,1086,243,20.6,29.6,235,32.3,36.6,472,26,5.5,44,1.16,15.7
Real Sociedad,1,38.0,38,3,0,4,1,35.0,0.3,-2.0,-0.05,204,520,39.2,998,132,38.2,35.1,217,64.1,49.7,415,9,2.2,47,1.24,17.3
Sevilla,2,38.0,33,4,0,4,2,33.5,0.24,2.5,0.07,183,418,43.8,1012,169,29.8,29.2,228,50.9,39.7,512,30,5.9,36,0.95,11.2
Valencia,2,38.0,53,5,3,5,2,48.2,0.24,-2.8,-0.07,291,664,43.8,871,145,49.1,41.4,338,69.8,50.4,655,11,1.7,31,0.82,19.2
Valladolid,2,38.0,57,6,1,5,0,53.4,0.3,-3.6,-0.1,251,810,31.0,877,133,61.1,43.2,332,82.5,58.3,578,7,1.2,28,0.74,14.9
Villarreal,2,38.0,44,7,0,3,2,38.7,0.25,-3.3,-0.09,167,431,38.7,1098,208,26.0,30.2,304,48.0,40.5,597,28,4.7,32,0.84,13.9
