Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Angers,3,38,38,3420,38.0,55,1.45,155,103,67.7,10,11,17,8,21.1,5,5,0,0,0.0
Bordeaux,2,38,38,3420,38.0,91,2.39,194,104,56.7,6,13,19,2,5.3,9,7,2,0,22.2
Brest,1,38,38,3420,38.0,57,1.5,170,115,68.8,13,9,16,7,18.4,4,4,0,0,0.0
Clermont Foot,2,38,38,3420,38.0,69,1.82,165,99,61.2,9,9,20,8,21.1,5,5,0,0,0.0
Lens,2,38,38,3418,38.0,48,1.26,145,96,69.7,17,11,10,8,21.1,5,4,1,0,20.0
Lille,2,38,38,3420,38.0,48,1.26,151,105,72.2,14,13,11,10,26.3,6,6,0,0,0.0
Lorient,2,38,38,3420,38.0,63,1.66,148,88,60.8,8,12,18,11,28.9,6,5,0,1,0.0
Lyon,2,38,38,3418,38.0,51,1.34,173,124,74.6,17,11,10,9,23.7,8,7,1,0,12.5
Marseille,2,38,38,3420,38.0,38,1.0,112,75,69.6,21,8,9,15,39.5,4,4,0,0,0.0
Metz,2,38,38,3417,38.0,69,1.82,178,111,64.0,6,13,19,8,21.1,5,5,0,0,0.0
Monaco,1,38,38,3420,38.0,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0
Montpellier,2,38,38,3420,38.0,61,1.61,215,154,74.0,12,7,19,10,26.3,6,5,1,0,16.7
Nantes,1,38,38,3420,38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9
Nice,2,38,38,3420,38.0,36,0.95,146,109,78.1,20,7,11,14,36.8,5,4,1,0,20.0
Paris S-G,4,38,38,3417,38.0,36,0.95,142,107,76.8,26,8,4,13,34.2,3,3,0,0,0.0
Reims,1,38,38,3420,38.0,44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,1,16.7
Rennes,3,38,38,3420,38.0,40,1.05,106,66,67.0,20,6,12,14,36.8,6,5,1,0,16.7
Saint-Étienne,3,38,38,3417,38.0,77,2.03,189,116,63.5,7,11,20,4,10.5,8,8,0,0,0.0
Strasbourg,2,38,38,3420,38.0,43,1.13,131,89,70.2,17,12,9,14,36.8,4,4,0,0,0.0
Troyes,2,38,38,3420,38.0,53,1.39,159,108,73.0,9,11,18,9,23.7,10,10,0,0,0.0
