Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Arminia,26,25.8,34,3060,90,100,34.0,374,82,224,150,21,148,0.82,27,53,-26,-0.76,26.3,62.8,-36.6,-1.08
Augsburg,26,26.6,34,3060,90,100,34.0,374,80,205,169,23,136,1.12,39,56,-17,-0.5,36.7,57.9,-21.2,-0.62
Bayern Munich,30,26.8,34,3060,90,100,34.0,374,82,224,149,21,153,2.26,97,37,60,1.76,89.0,36.3,52.7,1.55
Bochum,28,28.0,34,3060,90,100,34.0,374,82,232,140,20,155,1.24,38,52,-14,-0.41,40.6,55.8,-15.1,-0.44
Dortmund,33,25.9,34,3060,90,100,34.0,374,83,231,142,19,148,2.03,85,52,33,0.97,64.0,46.3,17.7,0.52
Eint Frankfurt,27,26.2,34,3060,90,100,34.0,374,82,232,144,21,160,1.24,45,49,-4,-0.12,41.6,47.0,-5.4,-0.16
Freiburg,26,26.5,34,3060,90,100,34.0,374,83,219,157,17,145,1.62,58,46,12,0.35,50.4,44.0,6.4,0.19
Gladbach,26,26.0,34,3060,90,100,34.0,374,84,256,118,20,181,1.32,54,61,-7,-0.21,56.2,55.0,1.2,0.04
Greuther Fürth,29,25.9,34,3060,90,100,34.0,374,83,236,139,19,151,0.53,28,82,-54,-1.59,30.0,60.2,-30.2,-0.89
Hertha BSC,36,26.7,34,3060,90,100,34.0,374,80,222,152,24,151,0.97,37,71,-34,-1.0,33.3,54.3,-21.0,-0.62
Hoffenheim,32,26.1,34,3060,90,100,34.0,374,81,219,155,22,141,1.35,58,60,-2,-0.06,58.3,54.6,3.7,0.11
Köln,26,27.0,34,3060,90,100,34.0,374,82,216,158,19,148,1.53,52,49,3,0.09,50.1,50.6,-0.6,-0.02
Leverkusen,29,24.4,34,3060,90,100,34.0,374,83,219,154,17,136,1.88,80,47,33,0.97,62.6,44.0,18.6,0.55
Mainz 05,28,26.2,34,3060,90,100,34.0,374,82,221,150,18,148,1.35,50,45,5,0.15,50.4,43.9,6.5,0.19
RB Leipzig,29,25.3,34,3060,90,100,34.0,374,81,220,154,22,148,1.71,72,37,35,1.03,64.5,40.1,24.5,0.72
Stuttgart,34,24.0,34,3060,90,100,34.0,374,83,240,135,20,170,0.97,41,59,-18,-0.53,43.7,54.0,-10.2,-0.3
Union Berlin,28,28.3,34,3060,90,100,34.0,374,83,220,154,18,151,1.68,50,44,6,0.18,47.0,38.5,8.5,0.25
Wolfsburg,30,26.0,34,3060,90,100,34.0,374,82,232,139,21,161,1.24,43,54,-11,-0.32,47.7,47.3,0.4,0.01
