Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Alavés,33,27.9,38,3420,90,100,38.0,418,82,247,167,20,277,0.82,31,65,-34,-0.89,37.3,57.0,-19.7,-0.52
Athletic Club,26,26.9,38,3420,90,100,38.0,418,81,237,180,21,209,1.45,43,36,7,0.18,49.6,38.4,11.3,0.3
Atlético Madrid,26,28.1,38,3420,90,100,38.0,418,79,244,170,26,159,1.87,65,43,22,0.58,54.4,33.4,21.1,0.56
Barcelona,38,26.2,38,3420,90,100,38.0,418,82,254,159,20,264,1.92,68,38,30,0.79,63.4,34.4,29.0,0.76
Betis,31,28.9,38,3420,90,100,38.0,418,82,251,161,21,266,1.71,62,40,22,0.58,53.5,43.4,10.1,0.27
Cádiz,33,28.5,38,3420,90,100,38.0,418,81,246,172,22,270,1.03,35,51,-16,-0.42,39.5,48.3,-8.7,-0.23
Celta Vigo,25,28.4,38,3420,90,100,38.0,418,82,261,155,21,222,1.21,43,43,0,0.0,43.1,45.7,-2.6,-0.07
Elche,28,29.1,38,3420,90,100,38.0,418,80,236,179,22,255,1.11,40,52,-12,-0.32,33.7,59.1,-25.4,-0.67
Espanyol,34,27.7,38,3420,90,100,38.0,418,81,234,181,21,269,1.11,40,53,-13,-0.34,36.7,51.2,-14.5,-0.38
Getafe,31,26.6,38,3420,90,100,38.0,418,83,259,153,19,251,1.03,33,41,-8,-0.21,29.3,38.6,-9.3,-0.25
Granada,32,28.1,38,3420,90,100,38.0,418,80,241,175,22,243,1.0,44,61,-17,-0.45,39.0,61.2,-22.2,-0.59
Levante,31,28.0,38,3420,90,100,38.0,418,81,237,180,21,261,0.92,51,76,-25,-0.66,55.1,55.0,0.1,0.0
Mallorca,33,27.9,38,3420,90,100,38.0,418,82,237,178,20,273,1.03,36,63,-27,-0.71,38.8,49.3,-10.5,-0.28
Osasuna,29,27.7,38,3420,90,100,38.0,418,83,242,175,17,269,1.24,37,51,-14,-0.37,36.7,46.3,-9.6,-0.25
Rayo Vallecano,28,27.5,38,3420,90,100,38.0,418,81,238,178,20,224,1.11,39,50,-11,-0.29,42.8,48.4,-5.6,-0.15
Real Madrid,31,27.7,38,3420,90,100,38.0,418,83,256,163,19,248,2.26,80,31,49,1.29,71.7,43.9,27.8,0.73
Real Sociedad,32,25.7,38,3420,90,100,38.0,418,81,235,179,19,237,1.63,40,37,3,0.08,51.5,38.7,12.8,0.34
Sevilla,33,28.6,38,3420,90,100,38.0,418,79,238,179,25,262,1.84,53,30,23,0.61,42.4,36.9,5.4,0.14
Valencia,34,24.8,38,3420,90,100,38.0,418,81,235,179,20,246,1.26,48,53,-5,-0.13,39.0,47.7,-8.7,-0.23
Villarreal,29,28.0,38,3420,90,100,38.0,418,81,235,183,21,234,1.55,63,37,26,0.68,64.2,44.8,19.4,0.51
