Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Atalanta,3,38.0,72,5,1,10,0,61.3,0.29,-10.7,-0.28,213,658,32.4,1329,131,40.4,36.4,317,38.2,35.1,542,24,4.4,30,0.79,13.7
vs Bologna,3,38.0,54,4,2,6,2,46.3,0.26,-5.7,-0.15,134,392,34.2,873,139,33.9,33.6,280,34.3,32.4,411,22,5.4,25,0.66,13.0
vs Cagliari,3,38.0,42,4,0,5,1,39.9,0.27,-1.1,-0.03,152,428,35.5,973,185,32.1,33.1,339,34.2,34.5,686,38,5.5,35,0.92,13.4
vs Empoli,3,38.0,29,5,0,0,3,33.9,0.25,7.9,0.21,176,446,39.5,1118,186,31.7,33.4,251,36.7,33.7,493,27,5.5,34,0.89,14.6
vs Fiorentina,3,38.0,61,4,1,7,1,55.1,0.27,-4.9,-0.13,241,672,35.9,1226,177,41.3,36.4,293,56.7,43.4,593,37,6.2,15,0.39,10.8
vs Frosinone,2,38.0,44,8,3,7,0,43.8,0.23,-0.2,-0.01,212,601,35.3,1019,126,43.4,37.8,327,48.6,38.7,409,18,4.4,30,0.79,14.4
vs Genoa,3,38.0,45,5,1,6,2,36.8,0.26,-6.2,-0.16,115,372,30.9,854,163,30.3,33.2,268,42.2,37.5,479,21,4.4,43,1.13,16.0
vs Hellas Verona,2,38.0,38,3,0,4,0,38.3,0.22,0.3,0.01,170,558,30.5,1125,194,36.4,34.3,316,46.8,38.7,553,44,8.0,27,0.71,11.8
vs Inter,3,38.0,89,13,0,8,2,74.7,0.3,-12.3,-0.32,161,490,32.9,896,153,36.8,36.5,342,46.8,41.1,622,21,3.4,30,0.79,12.9
vs Juventus,3,38.0,54,3,3,11,2,43.3,0.26,-8.7,-0.23,172,503,34.2,978,135,37.3,35.9,315,43.8,36.2,560,16,2.9,23,0.61,12.7
vs Lazio,2,38.0,49,4,2,4,3,45.9,0.31,-0.1,0.0,219,486,45.1,1206,185,30.1,30.7,281,43.8,38.8,490,21,4.3,30,0.79,13.1
vs Lecce,1,38.0,32,3,1,4,2,29.5,0.17,-0.5,-0.01,178,489,36.4,1030,191,34.0,34.0,298,46.6,38.4,520,24,4.6,36,0.95,14.5
vs Milan,4,38.0,76,6,0,14,0,70.0,0.31,-6.0,-0.16,174,446,39.0,895,161,35.5,34.6,293,43.7,37.0,515,26,5.0,22,0.58,11.4
vs Monza,2,38.0,39,4,1,4,1,36.6,0.25,-1.4,-0.04,110,279,39.4,796,141,24.9,30.7,250,32.4,32.9,456,17,3.7,29,0.76,15.3
vs Napoli,3,38.0,55,6,2,4,1,60.7,0.26,6.7,0.18,211,576,36.6,894,147,44.5,37.5,362,49.2,38.2,582,22,3.8,17,0.45,10.3
vs Roma,2,38.0,65,11,1,9,1,51.8,0.27,-12.2,-0.32,172,474,36.3,1002,166,34.9,35.2,272,45.6,38.6,529,39,7.4,37,0.97,13.0
vs Salernitana,3,38.0,32,2,0,6,0,30.9,0.24,-1.1,-0.03,155,439,35.3,934,134,37.7,35.0,229,38.0,33.6,451,22,4.9,27,0.71,13.7
vs Sassuolo,2,38.0,43,7,0,2,1,41.7,0.23,-0.3,-0.01,148,391,37.9,1109,172,26.3,29.4,288,34.4,32.8,502,25,5.0,39,1.03,14.8
vs Torino,2,38.0,36,2,0,5,1,33.9,0.26,-1.1,-0.03,188,529,35.5,1047,156,37.1,35.4,308,45.8,37.8,583,23,3.9,29,0.76,13.4
vs Udinese,2,38.0,37,3,0,1,1,38.3,0.26,2.3,0.06,117,311,37.6,783,155,26.3,31.0,299,35.1,34.8,441,24,5.4,30,0.79,13.3
