Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Arminia,26,42.3,34.0,18394,2538,7581,7559,3417,529,18392,435,233,53.6,202,46.4,9625,46369,23235,358,224,71,557,262,10498,874
Augsburg,25,41.4,34.0,18181,2500,7266,7815,3296,496,18176,474,282,59.5,192,40.5,9465,52254,25936,431,344,79,557,321,10183,977
Bayern Munich,29,60.7,34.0,25817,1855,6669,12031,7356,1178,25807,690,437,63.3,252,36.5,15272,85823,45041,829,613,216,656,349,18243,2073
Dortmund,26,59.6,34.0,25939,2072,7088,12665,6400,1004,25932,630,400,63.5,229,36.3,15276,82294,42706,763,558,211,532,294,18713,1734
Eint Frankfurt,25,53.7,34.0,22260,2238,6633,10666,5179,784,22252,514,277,53.9,237,46.1,11914,64571,33489,664,491,154,565,312,14146,1534
Freiburg,24,47.3,34.0,19508,2360,7173,8373,4126,609,19502,423,230,54.4,193,45.6,10521,53317,26292,463,326,111,531,231,12049,1155
Gladbach,23,51.7,34.0,22731,2265,7428,11085,4422,763,22720,533,319,59.8,214,40.2,12808,63789,33946,612,415,186,548,299,15116,1363
Hertha BSC,32,49.6,34.0,19978,2070,6901,9353,3935,652,19972,571,329,57.6,242,42.4,11197,62916,31992,589,394,171,563,310,12472,1163
Hoffenheim,30,51.2,34.0,21927,2268,7085,10005,5044,741,21921,553,279,50.5,274,49.5,12424,62580,31672,581,420,136,613,280,14162,1510
Köln,28,46.3,34.0,19710,2348,7307,8641,3948,524,19704,420,238,56.7,182,43.3,10391,52199,25655,429,304,84,576,264,11841,1120
Leverkusen,30,59.7,34.0,25357,2233,7430,12821,5329,785,25354,710,426,60.0,284,40.0,14600,78526,39850,724,500,202,620,335,17759,1510
Mainz 05,31,40.7,34.0,17743,2093,6262,7633,4007,638,17738,488,268,54.9,220,45.1,8673,45474,23394,442,303,110,577,279,9456,1034
RB Leipzig,25,59.7,34.0,25101,1819,6354,12853,6087,936,25091,523,315,60.2,208,39.8,14424,72660,37539,624,531,165,546,326,17383,1703
Schalke 04,42,44.7,34.0,18697,2520,7325,8398,3172,478,18694,617,333,54.0,284,46.0,9957,52079,25372,452,336,92,592,352,11016,936
Stuttgart,29,51.5,34.0,21757,2468,7152,10263,4594,745,21749,668,413,61.8,255,38.2,11998,68676,36144,701,512,188,640,410,14042,1462
Union Berlin,27,44.9,34.0,19568,2073,6988,8984,3800,562,19561,389,206,53.0,183,47.0,9945,52102,26037,464,372,90,547,230,11751,1045
Werder Bremen,27,43.9,34.0,19371,2267,7028,9010,3529,503,19366,367,188,51.2,179,48.8,9948,49831,25337,414,293,83,521,268,11552,1054
Wolfsburg,26,51.1,34.0,21358,2083,6589,10048,4952,747,21355,483,296,61.3,186,38.5,11549,60072,30460,595,469,139,618,296,13031,1381
