Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Augsburg,2,34,34,3060,34.0,42,1.24,105,64,63.8,18,7,9,7,20.6,5,4,0,1,0.0
vs Bayern Munich,3,34,34,3060,34.0,92,2.71,256,164,65.2,5,8,21,1,2.9,5,3,2,0,40.0
vs Bochum,1,34,34,3060,34.0,40,1.18,130,93,71.5,19,5,10,12,35.3,3,3,0,0,0.0
vs Dortmund,2,34,34,3059,34.0,83,2.44,224,142,64.7,7,5,22,3,8.8,6,4,1,1,20.0
vs Eint Frankfurt,2,34,34,3060,34.0,58,1.71,138,82,62.3,10,11,13,5,14.7,6,6,0,0,0.0
vs Freiburg,1,34,34,3060,34.0,51,1.5,175,123,74.9,9,8,17,7,20.6,8,7,1,0,12.5
vs Gladbach,4,34,34,3060,34.0,52,1.53,172,118,72.1,13,10,11,9,26.5,6,4,2,0,33.3
vs Hertha BSC,2,34,34,3060,34.0,42,1.24,128,86,72.7,19,8,7,8,23.5,7,7,0,0,0.0
vs Hoffenheim,1,34,34,3060,34.0,48,1.41,138,91,70.3,18,6,10,7,20.6,9,7,1,1,12.5
vs Köln,1,34,34,3060,34.0,49,1.44,150,104,70.0,12,12,10,13,38.2,4,4,0,0,0.0
vs Leverkusen,2,34,34,3060,34.0,57,1.68,166,108,68.7,12,8,14,9,26.5,7,5,1,1,16.7
vs Mainz 05,2,34,34,3060,34.0,54,1.59,158,102,68.4,12,10,12,6,17.6,6,4,2,0,33.3
vs RB Leipzig,3,34,34,3060,34.0,64,1.88,188,124,69.1,8,6,20,6,17.6,7,6,0,1,0.0
vs Schalke 04,2,34,34,3060,34.0,35,1.03,128,95,75.8,17,10,7,15,44.1,5,4,1,0,20.0
vs Stuttgart,2,34,34,3060,34.0,45,1.32,145,100,72.4,15,12,7,8,23.5,5,5,0,0,0.0
vs Union Berlin,2,34,34,3060,34.0,51,1.5,118,67,59.3,8,8,18,8,23.5,7,3,2,2,40.0
vs Werder Bremen,2,34,34,3060,34.0,51,1.5,142,91,67.6,18,6,10,6,17.6,6,5,1,0,16.7
vs Wolfsburg,1,34,34,3060,34.0,57,1.68,142,87,62.7,11,10,13,10,29.4,7,4,0,3,0.0
