Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Arsenal,27,24.4,38,3420,90,100,38.0,418,85,304,110,17,232,1.82,61,48,13,0.34,60.5,45.7,14.9,0.39
Aston Villa,31,26.1,38,3420,90,100,38.0,418,85,304,113,20,228,1.18,52,54,-2,-0.05,44.0,49.0,-4.9,-0.13
Brentford,29,25.4,38,3420,90,100,38.0,418,84,304,114,22,223,1.21,48,56,-8,-0.21,45.8,48.5,-2.7,-0.07
Brighton,26,26.2,38,3420,90,100,38.0,418,84,308,111,22,231,1.34,42,44,-2,-0.05,46.2,42.9,3.3,0.09
Burnley,23,28.5,38,3420,90,100,38.0,418,86,321,96,19,244,0.92,34,53,-19,-0.5,39.7,57.1,-17.4,-0.46
Chelsea,26,27.4,38,3420,90,100,38.0,418,84,306,111,22,226,1.95,76,33,43,1.13,63.4,33.2,30.1,0.79
Crystal Palace,24,27.1,38,3420,90,100,38.0,418,85,309,108,18,229,1.26,50,46,4,0.11,46.4,40.7,5.7,0.15
Everton,33,26.7,38,3420,90,100,38.0,418,85,317,97,21,240,1.03,43,66,-23,-0.61,41.2,55.4,-14.2,-0.37
Leeds United,29,26.1,38,3420,90,100,38.0,418,82,312,106,29,234,1.0,42,79,-37,-0.97,44.4,67.8,-23.5,-0.62
Leicester City,28,26.5,38,3420,90,100,38.0,418,84,308,109,23,232,1.37,62,59,3,0.08,47.8,59.3,-11.5,-0.3
Liverpool,27,27.7,38,3420,90,100,38.0,418,85,306,111,19,231,2.42,94,26,68,1.79,88.7,33.8,54.9,1.45
Manchester City,26,27.0,38,3420,90,100,38.0,418,86,338,79,20,261,2.45,99,26,73,1.92,88.7,24.6,64.0,1.68
Manchester Utd,29,27.2,38,3420,90,100,38.0,418,85,303,114,20,227,1.53,57,57,0,0.0,55.8,53.0,2.8,0.07
Newcastle Utd,29,27.5,38,3420,90,100,38.0,418,85,309,108,18,233,1.29,44,62,-18,-0.47,38.1,57.1,-19.0,-0.5
Norwich City,28,26.2,38,3420,90,100,38.0,418,84,304,114,21,227,0.58,23,84,-61,-1.61,32.3,75.5,-43.2,-1.14
Southampton,25,25.7,38,3420,90,100,38.0,418,85,307,110,19,232,1.05,43,67,-24,-0.63,44.8,60.0,-15.2,-0.4
Tottenham,25,26.5,38,3420,90,100,38.0,418,85,311,106,18,236,1.87,69,40,29,0.76,61.2,39.3,21.9,0.58
Watford,30,28.4,38,3420,90,100,38.0,418,84,309,106,23,234,0.61,34,77,-43,-1.13,40.0,64.5,-24.5,-0.64
West Ham,25,28.2,38,3420,90,100,38.0,418,86,320,95,17,247,1.47,60,51,9,0.24,51.4,53.5,-2.1,-0.06
Wolves,26,27.3,38,3420,90,100,38.0,418,86,310,107,16,230,1.34,38,43,-5,-0.13,37.5,56.9,-19.4,-0.51
