Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Angers,3,38.0,55,5,2,9,3,47.5,0.28,-4.5,-0.12,122,376,32.4,758,216,30.9,29.8,306,46.4,40.0,576,44,7.6,38,1.0,13.2
Bordeaux,2,38.0,91,7,1,10,3,64.5,0.29,-23.5,-0.62,256,622,41.2,1059,133,38.9,35.3,329,63.8,45.6,546,19,3.5,79,2.08,16.9
Brest,1,38.0,57,4,0,8,2,51.0,0.28,-4.0,-0.1,290,624,46.5,877,205,43.1,37.4,328,75.0,53.1,541,16,3.0,34,0.89,14.1
Clermont Foot,2,38.0,69,5,0,10,3,50.6,0.28,-15.4,-0.41,124,435,28.5,883,160,33.7,33.7,269,50.9,37.7,463,28,6.0,32,0.84,14.2
Lens,2,38.0,48,4,1,3,0,44.9,0.29,-3.1,-0.08,133,341,39.0,750,194,33.7,30.6,287,30.7,30.6,452,34,7.5,45,1.18,16.6
Lille,2,38.0,48,6,1,8,2,39.2,0.22,-6.8,-0.18,162,481,33.7,725,156,42.3,35.2,295,59.0,44.7,522,24,4.6,35,0.92,11.7
Lorient,2,38.0,63,5,4,4,3,49.8,0.31,-10.2,-0.27,138,499,27.7,639,124,42.4,36.3,310,73.5,53.0,568,9,1.6,25,0.66,15.4
Lyon,2,38.0,51,7,1,9,3,50.2,0.25,2.2,0.06,126,298,42.3,1046,185,22.7,29.3,257,23.7,30.6,459,18,3.9,35,0.92,14.6
Marseille,2,38.0,38,4,0,8,1,36.6,0.31,-0.4,-0.01,119,352,33.8,1498,182,18.3,28.0,234,33.3,33.7,406,25,6.2,67,1.76,19.1
Metz,2,38.0,69,5,1,9,2,57.2,0.3,-9.8,-0.26,234,611,38.3,717,224,46.7,39.7,335,82.4,56.7,582,49,8.4,55,1.45,14.8
Monaco,1,38.0,40,8,0,5,3,41.5,0.24,4.5,0.12,160,415,38.6,837,173,32.0,32.5,282,52.1,42.3,427,23,5.4,46,1.21,17.1
Montpellier,2,38.0,61,5,1,2,1,60.5,0.26,0.5,0.01,180,461,39.0,1017,234,30.1,30.3,365,42.5,36.2,594,45,7.6,31,0.82,13.5
Nantes,1,38.0,48,4,0,6,1,52.4,0.3,5.4,0.14,206,607,33.9,824,137,46.2,39.2,288,78.5,55.5,491,27,5.5,56,1.47,14.9
Nice,2,38.0,36,4,1,1,0,44.3,0.27,8.3,0.22,146,381,38.3,791,175,29.8,30.5,267,54.3,42.6,517,32,6.2,34,0.89,13.6
Paris S-G,4,38.0,36,3,0,5,1,35.9,0.23,0.9,0.02,43,106,40.6,784,209,10.3,22.0,242,10.3,21.4,421,16,3.8,56,1.47,18.4
Reims,1,38.0,44,5,2,8,0,42.9,0.24,-1.1,-0.03,151,479,31.5,964,217,35.8,34.7,296,45.3,38.2,645,37,5.7,53,1.39,14.8
Rennes,3,38.0,40,5,0,5,1,37.7,0.32,-1.3,-0.03,188,458,41.0,978,181,30.3,31.2,224,72.3,50.8,519,25,4.8,56,1.47,21.5
Saint-Étienne,3,38.0,77,8,3,6,4,68.1,0.32,-4.9,-0.13,179,545,32.8,874,223,40.6,34.4,290,65.5,47.8,453,29,6.4,81,2.13,14.1
Strasbourg,2,38.0,43,4,0,5,1,35.1,0.24,-6.9,-0.18,167,407,41.0,710,150,39.4,26.0,277,45.8,37.7,488,15,3.1,39,1.03,12.0
Troyes,2,38.0,53,10,2,8,2,53.1,0.28,2.1,0.06,215,549,39.2,976,199,38.6,35.7,323,53.3,39.7,520,30,5.8,34,0.89,11.4
