Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Arsenal,21,7.0,113,68,48,45,20,47,88,53.4,41,68,21,47,47,160,147,1
Aston Villa,23,7.0,88,54,41,38,9,35,77,45.5,42,77,30,47,41,129,153,2
Bournemouth,23,7.0,126,74,52,57,17,57,119,47.9,62,86,17,69,60,186,226,2
Brentford,20,7.0,117,62,44,51,22,52,97,53.6,45,98,32,66,49,166,197,2
Brighton,20,7.0,138,86,61,52,25,68,131,51.9,63,79,15,64,54,192,187,2
Burnley,21,7.0,122,67,60,50,12,52,106,49.1,54,105,40,65,73,195,214,3
Chelsea,25,7.0,124,73,58,49,17,68,106,64.2,38,62,21,41,77,201,140,6
Crystal Palace,20,7.0,149,93,88,48,13,73,135,54.1,62,76,21,55,63,212,243,6
Everton,19,7.0,118,76,54,48,16,58,93,62.4,35,88,38,50,57,175,211,9
Fulham,21,7.0,124,69,70,39,15,58,95,61.1,37,65,20,45,44,168,185,6
Leeds United,21,7.0,135,84,60,58,17,70,129,54.3,59,68,17,51,57,192,199,3
Liverpool,22,7.0,91,61,49,27,15,47,92,51.1,45,75,19,56,51,142,224,6
Manchester City,22,7.0,101,60,46,39,16,49,85,57.6,36,55,18,37,47,148,194,6
Manchester Utd,20,7.0,132,81,58,58,16,71,117,60.7,46,65,14,51,49,181,158,5
Newcastle Utd,21,7.0,89,52,44,36,9,43,102,42.2,59,61,17,44,59,148,169,2
Nott'ham Forest,24,7.0,95,59,39,32,24,50,102,49.0,52,70,19,51,53,148,172,8
Sunderland,23,7.0,124,65,59,47,18,69,105,65.7,36,73,26,47,57,181,244,5
Tottenham,19,7.0,126,76,52,56,18,53,98,54.1,45,59,14,45,40,166,172,8
West Ham,24,7.0,94,51,51,34,9,40,76,52.6,36,77,30,47,47,141,232,4
Wolves,23,7.0,170,94,94,53,23,91,155,58.7,64,69,24,45,61,231,199,6
