Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Arminia,26,25.9,34,3060,90,100,34.0,374,83,232,141,21,159,1.74,52,26,26,0.76,56.8,32.9,23.9,0.7
vs Augsburg,25,26.0,34,3060,90,100,34.0,374,82,239,136,18,164,1.76,54,36,18,0.53,57.3,37.3,20.0,0.59
vs Bayern Munich,29,25.9,34,3060,90,100,34.0,374,82,230,146,23,157,0.53,44,99,-55,-1.62,40.2,75.9,-35.8,-1.05
vs Dortmund,26,26.0,34,3060,90,100,34.0,374,83,231,142,20,160,1.0,46,75,-29,-0.85,41.6,66.2,-24.6,-0.72
vs Eint Frankfurt,25,25.8,34,3060,90,100,34.0,374,84,239,136,20,166,0.88,53,69,-16,-0.47,46.9,58.5,-11.6,-0.34
vs Freiburg,24,26.0,34,3060,90,100,34.0,374,82,225,151,21,149,1.41,52,52,0,0.0,52.4,45.5,6.9,0.2
vs Gladbach,23,25.6,34,3060,90,100,34.0,374,83,247,127,20,173,1.26,56,64,-8,-0.24,45.7,54.9,-9.2,-0.27
vs Hertha BSC,32,26.1,34,3060,90,100,34.0,374,81,233,139,18,159,1.65,52,41,11,0.32,47.4,41.9,5.6,0.16
vs Hoffenheim,30,26.0,34,3060,90,100,34.0,374,83,227,147,22,156,1.44,54,52,2,0.06,53.1,51.9,1.2,0.04
vs Köln,28,26.2,34,3060,90,100,34.0,374,82,237,137,20,164,1.76,60,34,26,0.76,53.6,40.5,13.0,0.38
vs Leverkusen,30,25.9,34,3060,90,100,34.0,374,83,233,141,20,162,1.18,39,53,-14,-0.41,39.2,46.3,-7.1,-0.21
vs Mainz 05,31,25.9,34,3060,90,100,34.0,374,83,226,144,20,161,1.59,56,39,17,0.5,52.1,49.9,2.2,0.06
vs RB Leipzig,25,26.1,34,3060,90,100,34.0,374,81,237,136,20,165,0.85,32,60,-28,-0.82,29.4,64.4,-35.0,-1.03
vs Schalke 04,42,26.0,34,3060,90,100,34.0,374,83,218,156,17,146,2.32,86,25,61,1.79,69.2,28.7,40.5,1.19
vs Stuttgart,29,26.1,34,3060,90,100,34.0,374,81,230,143,19,157,1.41,55,56,-1,-0.03,52.1,51.4,0.8,0.02
vs Union Berlin,27,26.0,34,3060,90,100,34.0,374,82,238,135,20,165,1.12,43,50,-7,-0.21,42.8,46.9,-4.1,-0.12
vs Werder Bremen,27,26.0,34,3060,90,100,34.0,374,82,233,139,19,162,1.79,57,36,21,0.62,53.2,32.9,20.3,0.6
vs Wolfsburg,26,26.1,34,3060,90,100,34.0,374,85,231,143,19,157,0.91,37,61,-24,-0.71,42.1,49.0,-6.9,-0.2
