Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Augsburg,29,44.3,34.0,19036,2215,6126,8404,4701,681,19034,555,228,41.1,280,50.5,10166,48245,23696,450,356,97,587,297,11478,1149
Bayern Munich,29,67.9,34.0,29435,1651,6130,14825,8664,1212,29425,791,383,48.4,354,44.8,18048,90011,45625,831,683,265,495,264,22614,2125
Bochum,27,45.5,34.0,18311,2240,6257,8021,4198,683,18308,421,167,39.7,239,56.8,9051,42773,19107,378,292,89,524,235,10164,1077
Dortmund,28,58.9,34.0,24214,2170,6972,11525,5921,916,24208,747,341,45.6,334,44.7,14567,72244,36951,701,522,219,502,307,16922,1555
Eint Frankfurt,26,49.7,34.0,21315,2574,7332,9549,4619,871,21310,609,293,48.1,272,44.7,12239,59330,29809,585,428,188,561,262,13804,1337
Freiburg,26,48.7,34.0,20178,2220,6656,9166,4504,722,20174,486,215,44.2,237,48.8,10294,54032,26564,442,319,119,456,259,12683,1120
Gladbach,26,49.6,34.0,21519,2921,8283,9361,4035,702,21514,469,206,43.9,231,49.3,11672,58507,29577,530,360,131,420,269,14002,1104
Heidenheim,27,43.5,34.0,18836,2427,7356,7915,3789,619,18831,532,232,43.6,250,47.0,10014,52086,26117,516,347,94,537,240,11035,959
Hoffenheim,35,48.7,34.0,20591,2338,6644,9219,4904,762,20588,505,234,46.3,238,47.1,10884,51798,25062,481,391,124,451,293,12717,1208
Holstein Kiel,27,43.6,34.0,18172,2860,7924,7386,3022,572,18167,424,184,43.4,200,47.2,8483,41193,19640,359,261,81,504,242,10453,860
Leverkusen,23,59.2,34.0,25098,1888,5876,12171,7188,918,25092,584,254,43.5,293,50.2,13865,67255,35710,696,496,181,458,253,18137,1678
Mainz 05,25,50.4,34.0,20675,2193,6705,9124,5015,782,20671,496,214,43.1,252,50.8,10562,48693,22087,466,334,119,593,295,12386,1272
RB Leipzig,29,52.2,34.0,22396,2257,6793,10962,4856,757,22392,580,261,45.0,260,44.8,11429,54894,27778,516,392,136,510,312,14621,1346
St. Pauli,28,44.2,34.0,19141,2257,6816,8232,4244,648,19139,429,179,41.7,201,46.9,9105,45927,22922,418,326,122,476,262,11611,1057
Stuttgart,29,57.2,34.0,23545,2241,6719,11421,5572,945,23539,566,264,46.6,272,48.1,13416,68876,32190,545,434,170,499,312,16334,1478
Union Berlin,28,40.0,34.0,17834,2167,6285,7721,3997,688,17831,420,172,41.0,214,51.0,8875,42427,20269,390,252,107,472,286,9874,1032
Werder Bremen,23,50.0,34.0,21493,2477,7701,9226,4721,818,21488,477,195,40.9,240,50.3,12439,58079,27735,495,347,126,493,256,13899,1343
Wolfsburg,27,46.1,34.0,19121,2295,6603,8190,4491,725,19116,514,209,40.7,268,52.1,10180,49144,23417,489,338,131,504,215,11456,1196
