Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Manchester City,19,17,1,1,60,17,43,52,2.74,42.7,12.8,29.9,1.57,19,11,4,4,34,16,18,37,1.95,35.9,19.3,16.6,0.87
2,Arsenal,19,14,3,2,53,25,28,45,2.37,42.5,19.2,23.3,1.22,19,12,3,4,35,18,17,39,2.05,29.1,22.7,6.4,0.34
3,Manchester Utd,19,15,3,1,36,10,26,48,2.53,40.9,19.4,21.5,1.13,19,8,3,8,22,33,-11,27,1.42,26.7,31.0,-4.3,-0.22
4,Newcastle Utd,19,11,6,2,36,14,22,39,2.05,43.3,15.6,27.7,1.46,19,8,8,3,32,19,13,32,1.68,28.6,23.9,4.7,0.25
5,Liverpool,19,13,5,1,46,17,29,44,2.32,40.6,20.2,20.4,1.07,19,6,5,8,29,30,-1,23,1.21,30.9,30.5,0.4,0.02
6,Brighton,19,10,4,5,37,21,16,34,1.79,40.7,22.6,18.1,0.95,19,8,4,7,35,32,3,28,1.47,32.6,27.5,5.0,0.27
7,Aston Villa,19,12,2,5,33,21,12,38,2.0,29.3,23.7,5.7,0.3,19,6,5,8,18,25,-7,23,1.21,20.9,28.8,-7.9,-0.41
8,Tottenham,19,12,1,6,37,25,12,37,1.95,31.1,20.5,10.6,0.56,19,6,5,8,33,38,-5,23,1.21,25.9,29.1,-3.2,-0.17
9,Brentford,19,10,7,2,35,18,17,37,1.95,32.8,20.9,11.8,0.62,19,5,7,7,23,28,-5,22,1.16,23.5,27.8,-4.4,-0.23
10,Fulham,19,8,5,6,31,29,2,29,1.53,24.3,29.7,-5.4,-0.29,19,7,2,10,24,24,0,23,1.21,21.9,33.9,-12.0,-0.63
11,Crystal Palace,19,7,7,5,21,23,-2,28,1.47,20.3,23.2,-2.9,-0.15,19,4,5,10,19,26,-7,17,0.89,18.9,24.8,-5.9,-0.31
12,Chelsea,19,6,7,6,20,19,1,25,1.32,27.3,23.7,3.7,0.19,19,5,4,10,18,28,-10,19,1.0,22.1,28.8,-6.7,-0.35
13,Wolves,19,9,3,7,19,20,-1,30,1.58,21.1,26.5,-5.4,-0.29,19,2,5,12,12,38,-26,11,0.58,15.7,33.3,-17.6,-0.93
14,West Ham,19,8,4,7,26,24,2,28,1.47,27.3,24.5,2.8,0.15,19,3,3,13,16,31,-15,12,0.63,21.8,28.5,-6.7,-0.35
15,Bournemouth,19,6,4,9,20,28,-8,22,1.16,22.1,28.4,-6.3,-0.33,19,5,2,12,17,43,-26,17,0.89,16.3,35.3,-19.0,-1.0
16,Nott'ham Forest,19,8,6,5,27,24,3,30,1.58,23.3,30.5,-7.2,-0.38,19,1,5,13,11,44,-33,8,0.42,16.0,33.7,-17.7,-0.93
17,Everton,19,6,3,10,16,27,-11,21,1.11,23.4,26.7,-3.3,-0.17,19,2,9,8,18,30,-12,15,0.79,21.7,38.8,-17.1,-0.9
18,Leicester City,19,5,4,10,23,27,-4,19,1.0,21.3,26.3,-5.0,-0.26,19,4,3,12,28,41,-13,15,0.79,29.2,36.9,-7.8,-0.41
19,Leeds United,19,5,7,7,26,37,-11,22,1.16,25.2,32.7,-7.5,-0.4,19,2,3,14,22,41,-19,9,0.47,22.1,34.4,-12.2,-0.64
20,Southampton,19,2,5,12,19,37,-18,11,0.58,20.5,29.8,-9.3,-0.49,19,4,2,13,17,36,-19,14,0.74,17.3,31.0,-13.7,-0.72
