Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Brest,25,34.0,679,427,295,299,85,306,715,42.8,409,386,100,286,321,1000,644,13
Clermont Foot,31,34.0,581,358,279,242,60,312,633,49.3,321,382,130,252,347,928,667,19
Le Havre,27,34.0,560,332,293,207,60,283,572,49.5,289,362,124,238,363,923,664,10
Lens,27,34.0,554,339,213,266,75,291,569,51.1,278,392,112,280,298,852,549,16
Lille,28,34.0,594,370,267,242,85,278,580,47.9,302,319,80,239,292,886,574,10
Lorient,38,34.0,538,326,284,195,59,252,531,47.5,279,391,129,262,337,875,805,14
Lyon,35,34.0,538,331,241,203,94,250,578,43.3,328,343,118,225,304,842,563,12
Marseille,33,34.0,604,371,270,264,70,292,587,49.7,295,365,99,266,332,936,633,8
Metz,30,34.0,562,334,310,183,69,238,514,46.3,276,416,127,289,348,910,834,9
Monaco,30,34.0,664,412,259,314,91,322,686,46.9,364,418,85,333,394,1058,582,14
Montpellier,31,34.0,619,379,352,187,80,310,691,44.9,381,427,161,266,308,927,766,5
Nantes,35,34.0,582,352,307,220,55,298,616,48.4,318,339,102,237,332,914,697,4
Nice,27,34.0,538,308,247,212,79,285,505,56.4,220,389,111,278,292,830,505,10
Paris S-G,29,34.0,585,360,254,221,110,283,602,47.0,319,346,108,238,268,853,509,22
Reims,29,34.0,640,392,303,246,91,320,639,50.1,319,398,133,265,342,982,671,10
Rennes,29,34.0,526,311,261,190,75,280,525,53.3,245,371,106,265,328,854,618,10
Strasbourg,30,34.0,620,383,317,240,63,308,572,53.8,264,406,115,291,347,967,682,13
Toulouse,26,34.0,612,358,295,241,76,294,626,47.0,332,431,148,283,294,906,715,6
