Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Brest,25,53.6,34.0,21735,2170,6704,10200,5105,723,21731,690,326,47.2,320,46.4,15224,89502,39734,590,532,105,569,265,13983,1385
Clermont Foot,31,48.9,34.0,20572,2425,6911,9932,3924,578,20564,575,252,43.8,286,49.7,14537,85738,39030,537,470,113,498,269,13270,1238
Le Havre,27,44.7,34.0,18820,2058,6332,8458,4240,620,18813,586,260,44.4,286,48.8,12860,70472,31489,457,446,114,453,284,11638,1189
Lens,27,52.9,34.0,21677,1936,5779,10394,5721,811,21670,487,226,46.4,220,45.2,15840,89132,41093,609,612,113,527,317,14549,1611
Lille,28,56.6,34.0,22824,2050,6613,11596,4827,761,22821,680,336,49.4,293,43.1,17241,94800,44141,650,532,190,468,310,16106,1453
Lorient,38,46.3,34.0,20198,2448,6962,9140,4345,640,20197,691,341,49.3,316,45.7,14463,87600,40467,632,548,117,535,315,13141,1283
Lyon,35,51.8,34.0,21623,2216,6779,9649,5437,865,21619,742,375,50.5,317,42.7,15991,90353,42599,683,550,196,525,352,14665,1577
Marseille,33,53.7,34.0,21671,1889,6061,10285,5532,815,21667,548,260,47.4,244,44.5,15835,90152,42162,635,595,156,478,303,14559,1609
Metz,30,35.6,34.0,15895,2067,5771,7135,3258,451,15889,655,290,44.3,336,51.3,10009,63084,27228,458,422,96,507,267,8739,899
Monaco,30,53.6,34.0,22252,1983,5837,11000,5665,893,22247,593,301,50.8,255,43.0,16173,89004,38754,614,593,179,575,325,14692,1713
Montpellier,31,44.6,34.0,18599,2267,6560,8239,4047,672,18592,621,293,47.2,283,45.6,12397,73315,34699,553,489,166,561,291,11076,1155
Nantes,35,44.8,34.0,18988,2268,6241,8774,4159,639,18983,468,220,47.0,212,45.3,13293,73735,33515,569,438,141,520,254,12078,1229
Nice,27,52.4,34.0,22006,2245,7341,10584,4353,741,21999,752,371,49.3,342,45.5,16643,94005,44283,661,624,153,553,341,15354,1226
Paris S-G,29,65.2,34.0,27994,2331,7124,13880,7239,974,27985,815,401,49.2,364,44.7,22605,117789,57147,845,772,284,474,288,21336,1901
Reims,29,50.4,34.0,20300,2235,6510,9331,4713,700,20296,660,329,49.8,297,45.0,14199,84533,39985,625,477,157,577,299,12862,1410
Rennes,29,52.1,34.0,21300,2090,6252,9861,5426,794,21289,689,351,50.9,289,41.9,15567,92352,44323,606,634,144,500,334,14324,1625
Strasbourg,30,44.3,34.0,18797,2315,6649,8525,3874,559,18793,639,318,49.8,277,43.3,13154,79743,36753,548,514,108,489,313,11914,1142
Toulouse,26,48.4,34.0,20087,2092,6116,9591,4602,735,20078,592,289,48.8,265,44.8,13929,76303,35079,549,474,153,501,267,12883,1395
