Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Ajaccio,36,38.0,539,14.18,350,72,22,34,51,10,38,1.0,23,0,3,5,5,2
Angers,33,38.0,647,17.03,471,56,44,25,44,7,53,1.39,35,5,2,4,7,0
Auxerre,33,38.0,733,19.29,528,61,52,40,35,17,50,1.32,28,4,3,7,8,0
Brest,29,38.0,736,19.37,495,98,33,50,41,19,73,1.92,39,10,4,8,9,3
Clermont Foot,28,38.0,668,17.58,497,51,32,39,39,10,72,1.89,45,4,5,11,6,1
Lens,29,38.0,921,24.24,681,80,50,49,40,21,116,3.05,85,8,9,6,5,3
Lille,26,38.0,996,26.21,735,79,50,70,51,11,111,2.92,76,6,2,15,12,0
Lorient,30,38.0,705,18.55,505,43,66,38,38,15,86,2.26,52,6,15,5,6,2
Lyon,29,38.0,902,23.74,668,67,61,52,39,15,109,2.87,85,6,3,8,6,1
Marseille,30,38.0,954,25.11,693,71,61,71,38,20,98,2.58,55,8,9,16,6,4
Monaco,27,38.0,834,21.95,620,69,47,46,35,17,117,3.08,78,9,7,11,9,3
Montpellier,31,38.0,748,19.68,515,74,45,49,52,13,106,2.79,77,5,4,11,8,1
Nantes,29,38.0,771,20.29,558,70,52,49,33,9,63,1.66,45,6,3,4,4,1
Nice,34,38.0,894,23.53,654,77,66,55,25,17,82,2.16,52,6,10,10,4,0
Paris S-G,26,38.0,1024,26.95,791,60,57,58,47,11,151,3.97,116,5,9,11,8,2
Reims,34,38.0,900,23.68,687,54,50,54,33,22,79,2.08,55,2,8,7,7,0
Rennes,32,38.0,932,24.53,679,69,70,66,30,18,114,3.0,79,3,15,9,6,2
Strasbourg,29,38.0,774,20.37,550,69,38,45,53,19,78,2.05,52,2,5,9,7,3
Toulouse,29,38.0,768,20.21,558,70,30,66,33,11,81,2.13,59,5,3,10,4,0
Troyes,32,38.0,696,18.32,503,59,47,40,34,13,72,1.89,48,3,6,8,7,0
