Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Atalanta,22,6.0,8,1,1,62,59,9,108,39,56,0,1,1,251,84,94,47.2
Bologna,24,6.0,10,0,0,83,89,14,105,37,56,1,0,0,226,86,87,49.7
Cagliari,23,6.0,13,0,0,93,84,8,78,48,49,1,0,0,185,67,81,45.3
Como,21,6.0,17,2,0,101,82,3,71,42,67,0,0,0,232,84,58,59.2
Cremonese,25,6.0,13,0,0,70,71,14,78,34,48,1,1,0,179,80,81,49.7
Fiorentina,22,6.0,11,0,0,91,106,14,90,49,52,0,1,0,223,78,89,46.7
Genoa,22,6.0,18,0,0,95,81,4,94,45,82,0,1,0,219,94,114,45.2
Hellas Verona,24,6.0,13,0,0,102,50,10,88,64,65,0,1,0,234,85,111,43.4
Inter,24,6.0,8,0,0,79,54,15,164,37,46,0,1,0,235,91,69,56.9
Juventus,22,6.0,10,1,0,69,68,5,129,42,49,0,2,0,221,84,82,50.6
Lazio,23,6.0,11,2,0,74,107,6,82,60,53,1,0,0,221,80,67,54.4
Lecce,22,6.0,12,0,0,69,77,7,94,33,54,0,2,0,201,97,95,50.5
Milan,24,6.0,7,1,0,57,68,11,80,38,46,1,1,0,195,57,64,47.1
Napoli,24,6.0,5,0,0,80,79,6,133,33,46,2,1,0,235,79,64,55.2
Parma,19,6.0,9,0,0,73,79,4,107,34,57,0,0,0,227,104,112,48.1
Pisa,24,6.0,6,1,0,82,70,8,101,48,77,0,0,0,237,106,85,55.5
Roma,21,6.0,8,0,0,90,91,7,115,48,42,0,0,0,276,95,98,49.2
Sassuolo,25,6.0,15,1,1,74,85,11,52,45,52,2,1,1,211,80,88,47.6
Torino,24,6.0,11,0,0,89,68,10,102,43,46,1,2,0,215,88,96,47.8
Udinese,25,6.0,14,0,0,75,65,7,104,41,44,0,0,0,198,100,84,54.3
