Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Angers,30,51.3,38.0,24227,2051,6905,12125,5468,657,24222,659,375,56.9,284,43.1,15822,82605,41044,711,545,131,613,335,16170,1602
vs Bordeaux,39,52.7,38.0,23533,2088,6933,11438,5430,763,23524,741,418,56.4,323,43.6,14932,83784,43142,774,612,179,623,319,15401,1630
vs Brest,25,56.2,38.0,25656,2028,7312,13468,5149,845,25652,655,345,52.7,310,47.3,16170,88283,46765,683,468,163,676,372,17583,1805
vs Clermont Foot,28,50.0,38.0,23897,2279,7651,11589,4871,724,23892,666,374,56.2,291,43.7,15533,81908,39141,592,477,144,657,331,15844,1435
vs Lens,28,49.2,38.0,23589,2304,7628,11173,5042,647,23584,603,336,55.7,266,44.1,15021,80745,39797,654,530,152,600,326,15734,1314
vs Lille,26,49.2,38.0,22618,2208,7186,10546,5121,690,22612,619,314,50.7,305,49.3,13683,71774,35932,723,553,144,688,348,14392,1459
vs Lorient,29,55.7,38.0,25266,2003,7112,12479,5929,774,25260,811,428,52.8,383,47.2,16366,86995,44986,755,581,148,680,313,17291,1603
vs Lyon,30,41.2,38.0,20987,2251,7090,9512,4645,697,20979,614,335,54.6,279,45.4,12256,67465,34067,661,493,157,698,353,12856,1306
vs Marseille,27,38.0,38.0,19076,2231,6674,8956,3645,518,19072,501,269,53.7,232,46.3,11717,63728,30845,502,359,130,586,324,12098,1113
vs Metz,36,57.2,38.0,25049,1842,6819,12456,6034,910,25044,650,349,53.7,300,46.2,15412,84985,44226,732,505,163,670,411,16897,1724
vs Monaco,27,45.8,38.0,22110,2567,8163,9887,4350,613,22101,701,377,53.8,324,46.2,13538,71561,33446,561,510,142,684,421,13612,1237
vs Montpellier,27,51.9,38.0,23521,2085,6735,10907,6143,907,23515,723,414,57.3,309,42.7,14765,83574,43805,905,674,219,621,316,15437,1645
vs Nantes,26,56.3,38.0,25601,2196,7815,12434,5608,796,25594,774,421,54.4,353,45.6,16563,85761,41834,697,545,146,640,332,17383,1697
vs Nice,27,48.4,38.0,22944,2237,7461,10679,5012,683,22939,590,276,46.8,314,53.2,13864,72130,34640,577,476,124,561,296,14999,1386
vs Paris S-G,36,36.6,38.0,19595,2330,7063,8368,4402,597,19592,599,309,51.6,290,48.4,12268,67957,34928,700,542,165,524,317,12717,1077
vs Reims,35,57.8,38.0,25824,2041,7141,12547,6338,777,25817,629,343,54.5,286,45.5,16986,90336,44314,749,579,142,633,329,17739,1593
vs Rennes,28,43.7,38.0,20623,2346,7095,9177,4520,616,20617,550,289,52.5,261,47.5,12088,63337,30671,560,399,126,633,285,12939,1162
vs Saint-Étienne,39,50.7,38.0,23520,2131,7063,11588,5092,741,23512,638,343,53.8,296,46.4,13883,71174,34572,571,449,147,788,400,15026,1434
vs Strasbourg,26,50.5,38.0,23477,2466,7659,11219,4821,644,23473,626,333,53.2,293,46.8,14538,77609,38164,694,536,146,671,367,15365,1331
vs Troyes,35,55.8,38.0,25111,1910,7048,12727,5536,763,25101,626,340,54.3,285,45.5,17022,88075,44300,638,523,148,606,351,17412,1731
