Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Arsenal,27,38.0,19843,18149,1628,404,77,132,633,679,208,153,23,5,16176,66,309
Aston Villa,31,38.0,16499,14615,1832,525,71,97,670,716,196,111,42,11,12748,52,278
Brentford,29,38.0,16272,14443,1763,432,50,70,640,778,159,84,47,9,11676,66,333
Brighton,26,38.0,20588,18838,1697,390,58,152,728,784,200,84,96,0,16410,53,397
Burnley,23,38.0,14107,12275,1731,370,32,135,747,783,183,152,14,1,9454,101,334
Chelsea,26,38.0,24888,23158,1661,434,77,101,745,713,241,113,100,0,21190,69,364
Crystal Palace,24,38.0,19081,17115,1903,528,40,120,643,844,175,88,44,8,14983,63,316
Everton,33,38.0,14557,12746,1758,413,30,70,653,783,161,83,60,0,10366,53,345
Leeds United,29,38.0,18288,16432,1793,417,66,140,648,798,170,100,38,3,13989,63,368
Leicester City,28,38.0,20137,18268,1809,457,65,105,556,769,185,113,42,2,16129,60,379
Liverpool,27,38.0,25552,23742,1747,436,112,167,897,780,282,47,207,0,21163,63,374
Manchester City,26,38.0,27902,26239,1597,406,102,192,869,664,316,154,50,4,24406,66,355
Manchester Utd,29,38.0,20641,18862,1691,376,80,187,659,725,197,74,88,0,16690,88,369
Newcastle Utd,29,38.0,14036,12203,1762,415,31,114,592,743,160,90,46,14,10201,71,281
Norwich City,28,38.0,16070,14176,1839,474,50,153,568,766,165,90,60,2,12164,55,306
Southampton,25,38.0,16941,15115,1784,411,43,81,711,750,233,106,105,4,12505,42,343
Tottenham,25,38.0,20696,18976,1658,430,88,133,632,676,193,78,62,0,17204,62,332
Watford,30,38.0,14641,12800,1788,394,35,101,610,808,161,90,50,4,10423,53,317
West Ham,25,38.0,18378,16647,1672,309,29,146,802,770,200,135,43,1,14326,59,353
Wolves,26,38.0,19103,17380,1662,420,58,151,587,718,168,41,86,6,15253,61,329
