Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Arsenal,26,26.7,38,3420,90,100,38.0,418,85,275,142,19,199,0.63,43,88,-45,-1.18,42.0,71.6,-29.6,-0.78
vs Aston Villa,26,26.5,38,3420,90,100,38.0,418,83,255,161,20,181,1.21,46,51,-5,-0.13,52.5,50.3,2.2,0.06
vs Bournemouth,31,26.6,38,3420,90,100,38.0,418,84,264,156,21,184,1.82,71,37,34,0.89,63.8,38.5,25.3,0.67
vs Brentford,25,26.6,38,3420,90,100,38.0,418,82,284,134,21,208,1.08,46,58,-12,-0.32,48.8,56.3,-7.5,-0.2
vs Brighton,29,26.5,38,3420,90,100,38.0,418,83,268,150,20,191,1.16,53,72,-19,-0.5,50.2,73.3,-23.1,-0.61
vs Chelsea,32,26.6,38,3420,90,100,38.0,418,81,269,148,19,190,1.55,47,38,9,0.24,52.5,49.5,3.0,0.08
vs Crystal Palace,26,26.6,38,3420,90,100,38.0,418,84,267,149,18,192,1.5,49,40,9,0.24,48.1,39.3,8.8,0.23
vs Everton,28,26.5,38,3420,90,100,38.0,418,84,268,152,18,190,1.74,57,34,23,0.61,65.5,45.2,20.4,0.54
vs Fulham,29,26.7,38,3420,90,100,38.0,418,84,269,144,20,196,1.45,53,55,-2,-0.05,63.6,46.2,17.4,0.46
vs Leeds United,29,26.7,38,3420,90,100,38.0,418,82,274,143,18,198,1.92,78,48,30,0.79,67.1,47.3,19.8,0.52
vs Leicester City,28,26.6,38,3420,90,100,38.0,418,82,271,146,22,196,1.92,68,51,17,0.45,63.3,50.5,12.8,0.34
vs Liverpool,28,26.6,38,3420,90,100,38.0,418,82,275,144,18,197,0.97,47,75,-28,-0.74,50.8,71.5,-20.7,-0.55
vs Manchester City,24,26.6,38,3420,90,100,38.0,418,84,252,165,21,175,0.53,33,94,-61,-1.61,32.1,78.6,-46.5,-1.22
vs Manchester Utd,26,26.4,38,3420,90,100,38.0,418,83,265,153,19,189,0.87,43,58,-15,-0.39,50.4,67.7,-17.3,-0.45
vs Newcastle Utd,27,26.8,38,3420,90,100,38.0,418,84,270,146,23,196,0.76,33,68,-35,-0.92,39.5,71.9,-32.3,-0.85
vs Nott'ham Forest,33,26.8,38,3420,90,100,38.0,418,82,276,142,18,199,1.71,68,38,30,0.79,64.2,39.3,24.9,0.66
vs Southampton,36,26.7,38,3420,90,100,38.0,418,81,265,154,19,187,2.16,73,36,37,0.97,60.8,37.8,23.0,0.61
vs Tottenham,29,26.7,38,3420,90,100,38.0,418,85,268,149,18,193,1.26,63,70,-7,-0.18,49.6,57.0,-7.4,-0.2
vs West Ham,25,26.6,38,3420,90,100,38.0,418,84,270,148,20,193,1.76,55,42,13,0.34,53.0,49.2,3.9,0.1
vs Wolves,32,26.4,38,3420,90,100,38.0,418,80,260,159,18,183,1.71,58,31,27,0.71,59.9,36.8,23.0,0.61
