Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Angers,30,34.0,546,16.06,389,49,25,33,29,21,55,1.62,34,4,3,4,8,2
Auxerre,29,34.0,688,20.24,512,58,35,38,25,20,87,2.56,52,10,8,7,9,1
Brest,30,34.0,730,21.47,498,81,25,48,55,23,85,2.5,51,6,4,13,8,3
Le Havre,31,34.0,588,17.29,386,57,32,45,53,15,62,1.82,38,3,4,8,8,1
Lens,33,34.0,859,25.26,647,70,42,66,22,12,65,1.91,47,2,5,8,2,1
Lille,27,34.0,769,22.62,582,62,33,52,31,9,84,2.47,51,4,4,14,9,2
Lyon,31,34.0,802,23.59,637,52,34,51,24,4,114,3.35,90,2,7,9,6,0
Marseille,32,34.0,878,25.82,648,71,55,64,25,15,129,3.79,99,3,8,8,7,4
Monaco,28,34.0,868,25.53,658,67,38,56,31,18,106,3.12,77,7,4,11,5,2
Montpellier,35,34.0,614,18.06,429,57,32,34,44,18,39,1.15,23,4,5,3,4,0
Nantes,30,34.0,616,18.12,441,59,43,37,23,13,64,1.88,46,1,8,6,3,0
Nice,31,34.0,861,25.32,626,63,53,61,38,20,105,3.09,74,8,6,8,8,1
Paris S-G,28,34.0,1153,33.91,921,59,64,59,27,23,158,4.65,124,4,11,10,6,3
Reims,34,34.0,689,20.26,505,53,39,50,27,15,57,1.68,43,3,4,7,0,0
Rennes,35,34.0,757,22.26,559,72,36,46,29,15,83,2.44,57,5,6,8,5,2
Saint-Étienne,32,34.0,628,18.47,465,44,45,39,24,11,65,1.91,47,3,6,5,4,0
Strasbourg,30,34.0,622,18.29,456,50,41,34,25,16,93,2.74,71,6,3,6,5,2
Toulouse,27,34.0,699,20.56,484,80,36,43,41,15,78,2.29,56,6,5,4,6,1
