Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Angers,30,34.0,14057,12474,1514,422,53,69,575,594,129,52,54,4,11082,69,256
Auxerre,29,34.0,14162,12617,1497,451,34,168,542,584,134,49,65,0,11002,48,287
Brest,30,34.0,16021,14404,1575,485,41,133,641,614,142,71,62,0,12678,42,292
Le Havre,31,34.0,14115,12577,1488,442,24,82,695,572,131,89,31,0,11125,50,274
Lens,33,34.0,18173,16605,1484,396,59,78,706,628,186,87,71,0,14837,84,346
Lille,27,34.0,19728,18220,1460,415,42,101,535,602,168,50,70,1,16765,48,308
Lyon,31,34.0,19063,17487,1505,416,61,112,598,606,185,79,75,0,16061,71,353
Marseille,32,34.0,23240,21718,1469,454,58,75,609,578,177,80,69,0,20427,53,328
Monaco,28,34.0,17916,16257,1590,494,88,88,563,622,184,87,70,0,14561,69,288
Montpellier,35,34.0,14420,12786,1569,460,45,109,646,575,155,55,75,0,11442,65,276
Nantes,30,34.0,13956,12362,1563,437,28,46,611,658,143,67,61,0,10999,31,280
Nice,31,34.0,16103,14573,1474,440,88,62,599,556,170,60,72,0,13129,56,299
Paris S-G,28,34.0,25781,24296,1431,410,97,175,562,580,216,63,70,1,23156,54,308
Reims,34,34.0,14602,13035,1508,432,38,94,611,576,134,56,58,0,11657,59,251
Rennes,35,34.0,16913,15272,1593,483,37,120,580,638,170,86,49,0,13914,48,307
Saint-Étienne,32,34.0,15954,14389,1519,425,51,48,402,590,129,37,55,0,13001,46,261
Strasbourg,30,34.0,17462,15928,1486,485,58,46,496,543,140,64,57,0,14667,48,253
Toulouse,27,34.0,14867,13229,1592,463,44,95,580,657,163,93,52,0,11674,46,287
