Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Augsburg,2,34.0,51,5,1,5,2,50.2,0.3,1.2,0.03,212,561,37.8,966,123,40.4,35.2,295,58.0,44.7,554,21,3.8,44,1.29,13.3
Bayern Munich,4,34.0,32,1,0,4,0,29.3,0.37,-2.7,-0.08,130,306,42.5,1192,123,23.0,30.9,150,21.3,26.5,267,12,4.5,70,2.06,17.4
Bochum,2,34.0,68,3,3,7,0,60.8,0.37,-7.2,-0.21,347,816,42.5,1061,94,55.0,43.6,299,77.6,52.1,467,18,3.9,51,1.5,14.8
Dortmund,2,34.0,51,4,0,5,1,51.4,0.35,1.4,0.04,120,369,32.5,1101,129,26.4,34.8,220,35.5,30.6,444,23,5.2,49,1.44,14.8
Eint Frankfurt,2,34.0,46,1,0,10,2,49.2,0.3,5.2,0.15,129,428,30.1,966,157,36.2,33.2,269,29.0,28.1,531,40,7.5,46,1.35,14.0
Freiburg,2,34.0,53,2,1,6,1,48.5,0.31,-3.5,-0.1,213,580,36.7,1213,138,36.9,37.1,249,53.0,42.4,481,40,8.3,37,1.09,13.4
Gladbach,4,34.0,57,7,1,8,2,59.6,0.29,4.6,0.13,195,473,41.2,1217,158,31.1,32.7,300,31.7,28.8,594,35,5.9,28,0.82,15.1
Heidenheim,2,34.0,64,6,0,7,0,59.7,0.33,-4.3,-0.13,162,462,35.1,1066,160,32.6,38.0,301,38.2,37.5,478,22,4.6,21,0.62,14.8
Hoffenheim,2,34.0,68,3,1,9,3,64.4,0.36,-0.6,-0.02,208,575,36.2,1022,143,45.4,36.5,230,48.3,38.7,491,21,4.3,35,1.03,14.5
Holstein Kiel,2,34.0,80,6,3,6,3,65.8,0.31,-11.2,-0.33,214,577,37.1,1073,171,36.7,34.5,309,59.2,45.3,668,42,6.3,23,0.68,11.1
Leverkusen,2,34.0,43,4,1,2,4,39.4,0.27,0.4,0.01,135,338,39.9,833,126,31.9,27.9,222,32.4,29.6,348,14,4.0,45,1.32,16.9
Mainz 05,2,34.0,43,4,2,9,0,47.1,0.29,4.1,0.12,188,610,30.8,991,139,49.2,41.6,249,49.0,41.7,547,47,8.6,66,1.94,18.0
RB Leipzig,2,34.0,48,2,1,8,0,50.0,0.31,2.0,0.06,98,261,37.5,824,167,21.2,28.6,251,34.3,34.1,512,30,5.9,45,1.32,14.8
St. Pauli,2,34.0,41,1,0,5,1,49.8,0.33,9.8,0.29,171,521,32.8,1212,112,37.5,32.7,241,27.4,26.5,426,24,5.6,27,0.79,12.8
Stuttgart,1,34.0,53,2,1,7,1,44.8,0.32,-7.2,-0.21,157,410,38.3,1093,137,32.6,30.7,212,25.5,26.2,415,21,5.1,57,1.68,17.6
Union Berlin,2,34.0,50,2,1,1,1,49.0,0.32,0.0,0.0,171,468,36.5,842,161,36.7,31.0,259,61.4,45.6,568,40,7.0,39,1.15,14.2
Werder Bremen,1,34.0,57,3,2,4,3,52.9,0.33,-1.1,-0.03,134,370,36.2,1072,188,31.1,31.9,239,15.5,21.6,464,35,7.5,34,1.0,13.5
Wolfsburg,2,34.0,54,2,0,11,1,57.3,0.35,4.3,0.13,223,608,36.7,1066,143,44.2,36.6,285,48.1,38.9,512,24,4.7,22,0.65,11.7
