Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
vs Alavés,30,38.0,820,21.58,597,79,54,38,40,12,81,2.13,55,6,6,7,7,0
vs Almería,35,38.0,1074,28.26,773,110,72,62,43,14,128,3.37,97,6,10,9,4,2
vs Athletic Club,27,38.0,734,19.32,524,70,41,42,42,15,60,1.58,43,4,5,6,2,0
vs Atlético Madrid,27,38.0,787,20.71,577,72,44,46,29,19,75,1.97,55,4,9,4,1,2
vs Barcelona,29,38.0,723,19.03,538,64,43,33,32,13,81,2.13,63,5,7,3,3,0
vs Betis,35,38.0,786,20.68,537,83,52,56,48,10,74,1.95,46,3,6,8,10,1
vs Cádiz,34,38.0,909,23.92,671,67,63,43,43,22,91,2.39,67,6,9,6,2,1
vs Celta Vigo,31,38.0,844,22.21,584,95,57,58,37,13,92,2.42,59,4,9,12,6,2
vs Getafe,33,38.0,805,21.18,571,87,44,41,52,10,95,2.5,64,6,6,10,9,0
vs Girona,25,38.0,882,23.21,650,75,42,60,31,24,70,1.84,47,4,3,12,3,1
vs Granada,40,38.0,860,22.63,630,74,39,56,49,12,133,3.5,95,6,9,13,6,4
vs Las Palmas,29,38.0,766,20.16,535,89,50,47,34,11,83,2.18,60,5,3,8,5,2
vs Mallorca,25,38.0,857,22.55,641,56,51,44,50,15,73,1.92,52,6,3,4,7,1
vs Osasuna,29,38.0,757,19.92,561,65,41,47,32,11,95,2.5,72,10,5,5,2,1
vs Rayo Vallecano,26,38.0,793,20.87,577,74,64,37,31,10,81,2.13,62,7,6,4,2,0
vs Real Madrid,27,38.0,688,18.11,523,54,25,46,26,14,38,1.0,30,2,2,4,0,0
vs Real Sociedad,31,38.0,674,17.74,451,71,37,53,51,11,67,1.76,43,5,4,10,4,1
vs Sevilla,35,38.0,874,23.0,646,72,52,51,39,14,88,2.32,67,6,2,6,5,2
vs Valencia,29,38.0,730,19.21,519,65,38,53,44,11,76,2.0,50,7,4,9,5,1
vs Villarreal,32,38.0,1004,26.42,737,87,41,66,55,18,115,3.03,89,4,5,7,9,1
