Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Augsburg,34,26.5,58.3,34,374,3060,34.0,61,46,107,60,1,4,66,0,58.7,55.6,45.7,101.3,597,1458,1.79,1.35,3.15,1.76,3.12,1.73,1.34,3.07,1.64,2.98
vs Bayern Munich,28,26.6,35.8,34,374,3060,34.0,38,22,60,29,9,10,50,0,37.1,29.7,21.9,51.6,354,879,1.12,0.65,1.76,0.85,1.5,1.09,0.65,1.74,0.87,1.52
vs Bochum,26,26.3,53.9,34,374,3060,34.0,69,40,109,61,8,14,62,2,65.7,54.5,39.4,93.9,525,1247,2.03,1.18,3.21,1.79,2.97,1.93,1.16,3.09,1.6,2.76
vs Dortmund,30,26.5,41.8,34,374,3060,34.0,43,31,74,42,1,1,79,5,43.2,42.4,33.3,75.7,452,1064,1.26,0.91,2.18,1.24,2.15,1.27,0.98,2.25,1.25,2.23
vs Eint Frankfurt,28,26.4,47.1,34,374,3060,34.0,51,41,92,49,2,2,78,2,43.5,41.9,33.6,75.5,435,1129,1.5,1.21,2.71,1.44,2.65,1.28,0.99,2.27,1.23,2.22
vs Freiburg,27,26.6,51.9,34,374,3060,34.0,44,28,72,39,5,6,80,5,48.8,44.1,35.2,79.3,527,1220,1.29,0.82,2.12,1.15,1.97,1.44,1.03,2.47,1.3,2.33
vs Gladbach,27,26.4,46.3,34,374,3060,34.0,54,37,91,48,6,6,66,6,53.4,48.7,35.1,83.8,600,1349,1.59,1.09,2.68,1.41,2.5,1.57,1.03,2.6,1.43,2.46
vs Hertha BSC,32,26.7,58.0,34,374,3060,34.0,69,51,120,64,5,6,47,1,60.0,55.5,46.3,101.8,535,1328,2.03,1.5,3.53,1.88,3.38,1.76,1.36,3.13,1.63,2.99
vs Hoffenheim,31,26.6,51.7,34,374,3060,34.0,56,45,101,54,2,3,63,2,51.1,48.7,41.8,90.5,604,1338,1.65,1.32,2.97,1.59,2.91,1.5,1.23,2.73,1.43,2.66
vs Köln,27,26.6,50.1,34,374,3060,34.0,51,37,88,47,4,5,64,4,42.6,38.7,31.4,70.1,470,1157,1.5,1.09,2.59,1.38,2.47,1.25,0.92,2.18,1.14,2.06
vs Leverkusen,27,26.5,48.0,34,374,3060,34.0,47,29,76,40,7,7,95,1,42.8,37.3,28.8,66.1,481,1254,1.38,0.85,2.24,1.18,2.03,1.26,0.85,2.11,1.1,1.94
vs Mainz 05,27,26.6,55.2,34,374,3060,34.0,55,42,97,51,4,8,72,5,53.6,47.5,39.0,86.5,595,1279,1.62,1.24,2.85,1.5,2.74,1.58,1.15,2.72,1.4,2.54
vs RB Leipzig,25,26.6,41.9,34,374,3060,34.0,39,23,62,32,7,8,81,1,37.2,30.9,23.5,54.4,424,1009,1.15,0.68,1.82,0.94,1.62,1.09,0.69,1.79,0.91,1.6
vs Schalke 04,35,26.6,54.0,34,374,3060,34.0,70,50,120,65,5,6,78,3,57.1,52.5,40.7,93.1,577,1240,2.06,1.47,3.53,1.91,3.38,1.68,1.2,2.88,1.54,2.74
vs Stuttgart,30,26.6,49.8,34,374,3060,34.0,56,39,95,50,6,6,78,1,45.2,40.6,32.1,72.7,461,1226,1.65,1.15,2.79,1.47,2.62,1.33,0.94,2.27,1.19,2.14
vs Union Berlin,28,26.3,56.2,34,374,3060,34.0,38,26,64,31,7,7,61,3,42.6,37.1,30.5,67.6,525,1334,1.12,0.76,1.88,0.91,1.68,1.25,0.9,2.15,1.09,1.99
vs Werder Bremen,25,26.5,50.7,34,374,3060,34.0,62,50,112,60,2,3,66,0,52.9,50.6,38.4,89.0,574,1303,1.82,1.47,3.29,1.76,3.24,1.56,1.13,2.69,1.49,2.62
vs Wolfsburg,28,26.5,49.4,34,374,3060,34.0,45,33,78,41,4,7,78,2,51.3,45.8,36.3,82.2,467,1157,1.32,0.97,2.29,1.21,2.18,1.51,1.07,2.58,1.35,2.42
