Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Angers,30,27.4,38,3420,90,100,38.0,418,84,260,154,16,183,1.08,44,55,-11,-0.29,46.5,50.0,-3.6,-0.09
Bordeaux,39,25.7,38,3420,90,100,38.0,418,81,233,182,19,160,0.82,52,91,-39,-1.03,44.9,66.8,-21.9,-0.58
Brest,25,25.4,38,3420,90,100,38.0,418,83,270,146,19,185,1.26,49,57,-8,-0.21,43.4,56.3,-12.8,-0.34
Clermont Foot,28,26.9,38,3420,90,100,38.0,418,82,253,159,19,183,0.95,38,69,-31,-0.82,44.4,52.4,-8.0,-0.21
Lens,28,26.1,38,3420,90,100,38.0,418,83,246,170,16,168,1.63,62,48,14,0.37,50.2,42.7,7.5,0.2
Lille,26,26.1,38,3420,90,100,38.0,418,83,269,145,18,181,1.45,48,48,0,0.0,50.5,39.9,10.6,0.28
Lorient,29,26.2,38,3420,90,100,38.0,418,83,263,153,17,190,0.95,35,63,-28,-0.74,41.3,50.5,-9.2,-0.24
Lyon,30,25.6,38,3420,90,100,38.0,418,82,275,139,22,184,1.63,66,51,15,0.39,66.9,54.6,12.4,0.33
Marseille,27,25.0,38,3420,90,100,38.0,418,84,273,144,17,196,1.87,63,38,25,0.66,58.2,39.0,19.2,0.51
Metz,36,25.9,38,3420,90,100,38.0,418,81,269,146,25,191,0.82,35,69,-34,-0.89,29.2,62.5,-33.4,-0.88
Monaco,27,24.4,38,3420,90,100,38.0,418,81,246,168,21,173,1.82,65,40,25,0.66,59.4,40.3,19.0,0.5
Montpellier,27,25.8,38,3420,90,100,38.0,418,83,248,162,16,168,1.13,49,61,-12,-0.32,42.7,57.1,-14.4,-0.38
Nantes,26,26.1,38,3420,90,100,38.0,418,83,256,159,17,170,1.45,55,48,7,0.18,45.5,52.7,-7.2,-0.19
Nice,27,25.0,38,3420,90,100,38.0,418,81,245,169,20,171,1.76,52,36,16,0.42,55.6,42.5,13.1,0.35
Paris S-G,36,27.8,38,3420,90,100,38.0,418,85,276,140,15,201,2.26,90,36,54,1.42,76.7,39.8,36.9,0.97
Reims,35,24.0,38,3420,90,100,38.0,418,79,247,168,27,174,1.21,43,44,-1,-0.03,37.7,46.4,-8.7,-0.23
Rennes,28,25.3,38,3420,90,100,38.0,418,84,249,168,15,173,1.74,82,40,42,1.11,62.8,42.9,19.8,0.52
Saint-Étienne,39,25.1,38,3420,90,100,38.0,418,79,229,185,23,155,0.84,42,77,-35,-0.92,38.3,58.3,-20.0,-0.53
Strasbourg,26,27.0,38,3420,90,100,38.0,418,84,270,145,18,180,1.66,60,43,17,0.45,55.6,43.5,12.1,0.32
Troyes,35,27.1,38,3420,90,100,38.0,418,82,253,164,20,170,1.0,37,53,-16,-0.42,39.2,50.8,-11.5,-0.3
