Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Atalanta,29,51.0,38.0,24136,2222,7494,10658,6186,912,24131,618,286,46.3,270,43.7,13092,68762,34095,715,519,175,621,377,15915,1733
Bologna,28,58.1,38.0,26520,2581,8683,12696,5367,718,26515,673,293,43.5,322,47.8,15952,85719,42240,660,485,149,542,311,18969,1441
Cagliari,29,42.1,38.0,18599,2190,6532,7916,4352,669,18593,516,237,45.9,220,42.6,9242,50747,25755,529,339,111,545,338,10604,1097
Empoli,34,44.0,38.0,19512,2513,7254,8232,4226,643,19507,578,226,39.1,285,49.3,10392,56371,27637,524,356,142,543,304,11485,1049
Fiorentina,30,57.4,38.0,23660,2134,6769,10823,6270,912,23652,626,279,44.6,277,44.2,13985,74376,35906,621,541,162,543,331,15981,1640
Frosinone,34,49.7,38.0,21725,2575,7362,9638,4917,700,21715,709,297,41.9,349,49.2,11253,59975,29044,563,414,147,578,348,13600,1308
Genoa,34,44.1,38.0,19810,2525,7228,8554,4197,577,19804,450,193,42.9,200,44.4,10591,55850,27300,468,367,83,577,293,11911,1061
Hellas Verona,36,44.4,38.0,18925,2169,6433,8621,4096,598,18918,567,252,44.4,261,46.0,9746,53168,24445,539,384,113,595,284,10515,1108
Inter,27,57.1,38.0,26071,2584,8236,11755,6248,1016,26057,435,195,44.8,190,43.7,15792,76532,39144,720,567,163,474,230,18982,1603
Juventus,31,48.5,38.0,22071,2211,6537,10295,5426,881,22066,596,259,43.5,269,45.1,12537,68467,35950,709,501,183,553,307,14598,1451
Lazio,22,53.3,38.0,24842,2339,7512,12115,5447,774,24838,607,272,44.8,269,44.3,13268,72312,37908,716,521,143,507,243,17337,1521
Lecce,26,44.9,38.0,19625,2361,6796,8874,4214,667,19620,651,299,45.9,279,42.9,10809,63363,32718,638,430,153,605,357,11618,1171
Milan,35,56.9,38.0,24529,2325,7583,11624,5537,941,24521,765,359,46.9,324,42.4,15357,89185,47776,899,648,228,520,293,17458,1557
Monza,31,53.5,38.0,23553,2841,8296,10598,4849,712,23548,490,216,44.1,216,44.1,14513,79970,40662,723,556,165,519,265,16564,1236
Napoli,29,60.9,38.0,26725,2080,7134,12991,6831,1045,26715,744,327,44.0,344,46.2,15782,85539,42352,802,628,195,490,293,19328,1745
Roma,30,54.9,38.0,23999,2517,7747,11359,5055,803,23987,486,221,45.5,218,44.9,14347,75992,38938,682,532,163,433,271,16913,1462
Salernitana,39,44.5,38.0,19905,2438,6768,9075,4257,572,19903,536,212,39.6,269,50.2,10350,55276,25774,499,391,115,560,304,12018,1108
Sassuolo,30,43.8,38.0,19492,2317,6391,8488,4817,713,19484,580,277,47.8,252,43.4,10365,60707,31154,636,455,157,538,332,11857,1292
Torino,30,51.6,38.0,21921,2352,7011,10078,5040,678,21919,563,244,43.3,247,43.9,12779,69586,33417,710,463,123,547,272,14373,1309
Udinese,32,39.3,38.0,17838,2312,6525,7635,3964,602,17834,721,336,46.6,314,43.6,9266,54234,27533,602,415,138,645,335,9874,1012
