Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Atalanta,27,38.0,19507,17537,1912,432,35,154,652,893,194,97,67,0,15462,58,359
Bologna,27,38.0,20552,18623,1852,484,58,179,558,830,145,90,41,0,16763,77,368
Cremonese,33,38.0,15041,13147,1826,482,26,99,659,768,146,51,76,0,10872,68,300
Empoli,32,38.0,16862,14830,1978,538,24,105,611,828,163,70,61,0,13199,54,375
Fiorentina,30,38.0,19236,17189,1991,600,30,203,880,831,234,88,99,0,15373,56,336
Hellas Verona,36,38.0,13807,12006,1727,437,23,81,652,721,170,81,63,1,9481,74,334
Inter,25,38.0,21281,19504,1709,443,50,185,885,682,214,66,121,0,17693,68,275
Juventus,29,38.0,18690,16884,1744,449,38,195,731,706,207,64,125,1,15226,62,318
Lazio,24,38.0,21629,19809,1766,540,55,135,483,680,169,71,76,0,18135,54,330
Lecce,29,38.0,14358,12384,1906,504,23,175,709,858,172,56,61,0,10083,68,315
Milan,30,38.0,19734,17874,1799,472,52,126,671,813,187,51,108,0,15948,61,322
Monza,31,38.0,20724,18818,1837,570,33,168,596,711,154,22,111,0,17198,69,327
Napoli,27,38.0,24473,22587,1826,515,36,200,681,785,228,84,74,1,21086,60,337
Roma,30,38.0,17814,15874,1884,528,59,176,595,833,188,84,93,0,14171,56,292
Salernitana,30,38.0,16508,14589,1852,530,25,140,559,720,143,23,66,0,12667,67,324
Sampdoria,40,38.0,16575,14576,1944,598,34,107,599,760,130,36,77,0,12606,55,380
Sassuolo,31,38.0,18306,16248,2015,566,34,195,625,798,177,81,50,0,14805,43,351
Spezia,34,38.0,16501,14437,2009,456,26,107,655,922,193,116,53,0,12399,55,381
Torino,28,38.0,19336,17523,1733,445,36,117,610,742,172,99,42,1,15376,80,336
Udinese,30,38.0,16790,14908,1831,536,37,213,564,707,186,76,52,0,13391,51,329
