Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Alavés,29,26.9,38,3420,90,100,38.0,418,82,238,178,24,251,1.58,48,38,10,0.26,47.0,42.8,4.2,0.11
vs Athletic Club,31,26.6,38,3420,90,100,38.0,418,80,240,177,21,240,0.82,29,54,-25,-0.66,37.8,53.0,-15.2,-0.4
vs Atlético Madrid,24,26.8,38,3420,90,100,38.0,418,78,246,173,20,257,0.74,30,68,-38,-1.0,33.4,64.6,-31.2,-0.82
vs Barcelona,28,26.8,38,3420,90,100,38.0,418,80,238,180,22,246,0.58,39,102,-63,-1.66,41.9,91.5,-49.5,-1.3
vs Betis,36,27.0,38,3420,90,100,38.0,418,80,231,181,21,246,1.11,50,57,-7,-0.18,50.6,54.7,-4.1,-0.11
vs Celta Vigo,30,26.7,38,3420,90,100,38.0,418,79,232,180,23,250,1.37,57,59,-2,-0.05,43.4,54.2,-10.9,-0.29
vs Espanyol,27,27.0,38,3420,90,100,38.0,418,81,245,174,21,256,1.66,51,40,11,0.29,53.8,34.4,19.4,0.51
vs Getafe,30,27.0,38,3420,90,100,38.0,418,81,240,175,21,251,1.66,39,34,5,0.13,46.2,36.8,9.4,0.25
vs Girona,30,26.9,38,3420,90,100,38.0,418,81,240,176,20,248,1.71,60,44,16,0.42,50.4,42.5,8.0,0.21
vs Las Palmas,34,26.8,38,3420,90,100,38.0,418,80,234,178,21,252,1.95,61,40,21,0.55,66.8,36.3,30.5,0.8
vs Leganés,26,26.8,38,3420,90,100,38.0,418,81,243,174,24,257,1.61,56,39,17,0.45,59.4,36.0,23.4,0.62
vs Mallorca,28,26.6,38,3420,90,100,38.0,418,82,246,171,21,252,1.5,44,35,9,0.24,46.8,38.8,8.1,0.21
vs Osasuna,25,26.7,38,3420,90,100,38.0,418,82,242,172,22,263,1.21,52,48,4,0.11,53.7,44.0,9.7,0.25
vs Rayo Vallecano,26,26.4,38,3420,90,100,38.0,418,80,242,172,22,253,1.29,45,41,4,0.11,49.0,45.4,3.5,0.09
vs Real Madrid,30,26.7,38,3420,90,100,38.0,418,83,234,181,20,244,0.63,38,78,-40,-1.05,42.8,75.3,-32.5,-0.86
vs Real Sociedad,31,26.8,38,3420,90,100,38.0,418,79,248,170,21,251,1.61,46,35,11,0.29,43.9,42.5,1.5,0.04
vs Sevilla,35,26.8,38,3420,90,100,38.0,418,82,234,183,20,243,1.63,55,42,13,0.34,47.4,42.7,4.7,0.12
vs Valencia,32,26.8,38,3420,90,100,38.0,418,82,237,180,22,248,1.45,54,44,10,0.26,51.9,43.3,8.6,0.23
vs Valladolid,38,27.0,38,3420,90,100,38.0,418,79,235,182,21,248,2.47,90,26,64,1.68,67.6,34.6,33.0,0.87
vs Villarreal,31,26.8,38,3420,90,100,38.0,418,81,228,183,23,251,0.89,51,71,-20,-0.53,44.4,64.8,-20.4,-0.54
