Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Alavés,22,27.8,8,720,90,100,8.0,88,81,49,40,20,49,1.38,9,8,1,0.12,7.9,6.7,1.2,0.14
Athletic Club,24,27.9,8,720,90,100,8.0,88,80,48,40,21,52,1.63,9,9,0,0.0,11.8,6.3,5.5,0.69
Atlético Madrid,21,28.0,8,720,90,100,8.0,88,81,49,40,18,55,1.63,15,10,5,0.62,13.3,8.6,4.7,0.59
Barcelona,24,25.6,8,720,90,100,8.0,88,80,50,38,24,50,2.38,22,9,13,1.62,18.0,9.1,8.9,1.11
Betis,25,27.9,8,720,90,100,8.0,88,83,55,33,18,52,1.88,13,8,5,0.62,11.2,8.3,2.9,0.36
Celta Vigo,24,26.1,8,720,90,100,8.0,88,79,48,40,24,56,0.75,7,10,-3,-0.37,9.3,9.1,0.2,0.03
Elche,26,27.3,8,720,90,100,8.0,88,82,48,40,18,52,1.63,11,9,2,0.25,9.5,9.7,-0.1,-0.02
Espanyol,22,27.6,9,810,90,100,9.0,99,81,53,45,18,63,1.67,13,11,2,0.22,17.1,10.9,6.2,0.69
Getafe,23,28.3,8,720,90,100,8.0,88,81,60,28,27,44,1.38,9,11,-2,-0.25,5.5,6.8,-1.3,-0.16
Girona,27,27.6,8,720,90,100,8.0,88,76,45,39,26,40,0.75,5,17,-12,-1.5,6.6,16.0,-9.4,-1.17
Levante,24,27.2,8,720,90,100,8.0,88,81,48,40,19,53,1.0,13,14,-1,-0.12,11.8,12.5,-0.7,-0.09
Mallorca,24,28.4,8,720,90,100,8.0,88,79,46,40,22,55,0.63,7,13,-6,-0.75,6.3,14.7,-8.5,-1.06
Osasuna,20,28.7,8,720,90,100,8.0,88,82,55,32,20,43,1.25,7,8,-1,-0.12,7.9,9.2,-1.2,-0.16
Oviedo,26,28.6,9,810,90,100,9.0,99,78,53,45,24,63,0.67,4,16,-12,-1.33,7.1,17.3,-10.2,-1.14
Rayo Vallecano,23,29.6,8,720,90,100,8.0,88,81,48,40,20,53,1.0,8,10,-2,-0.25,12.0,11.2,0.7,0.09
Real Madrid,22,25.7,8,720,90,100,8.0,88,82,49,38,18,54,2.63,19,9,10,1.25,17.6,9.5,8.1,1.01
Real Sociedad,25,26.4,8,720,90,100,8.0,88,80,48,40,22,55,0.63,7,12,-5,-0.62,10.4,12.6,-2.2,-0.28
Sevilla,28,27.8,8,720,90,100,8.0,88,81,52,36,22,53,1.63,15,11,4,0.5,8.0,13.4,-5.4,-0.68
Valencia,20,27.2,8,720,90,100,8.0,88,79,48,39,24,57,1.0,10,14,-4,-0.5,8.9,11.0,-2.1,-0.26
Villarreal,25,26.2,8,720,90,100,8.0,88,79,47,40,24,47,2.0,14,8,6,0.75,13.3,10.5,2.8,0.34
