Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Angers,21,25.8,7,630,90,100,7.0,77,81,47,30,15,33,2.0,11,3,8,1.14,13.8,6.6,7.1,1.02
vs Auxerre,22,25.0,7,630,90,100,7.0,77,83,45,31,22,32,2.14,10,5,5,0.71,9.4,7.5,2.0,0.28
vs Brest,24,25.8,7,630,90,100,7.0,77,85,41,35,20,28,1.57,11,11,0,0.0,11.3,11.5,-0.2,-0.03
vs Le Havre,22,25.5,7,630,90,100,7.0,77,82,48,28,22,35,1.71,10,8,2,0.29,7.6,9.7,-2.1,-0.31
vs Lens,22,26.2,7,630,90,100,7.0,77,81,45,30,23,33,1.0,6,10,-4,-0.57,9.9,12.8,-2.8,-0.4
vs Lille,26,26.1,7,630,90,100,7.0,77,82,50,28,17,32,1.14,10,14,-4,-0.57,10.6,13.9,-3.2,-0.46
vs Lorient,22,26.6,7,630,90,100,7.0,77,78,42,33,21,30,1.86,16,9,7,1.0,11.3,9.3,2.1,0.29
vs Lyon,22,26.1,7,630,90,100,7.0,77,86,45,31,23,32,0.86,5,9,-4,-0.57,8.4,11.6,-3.2,-0.46
vs Marseille,28,25.4,7,630,90,100,7.0,77,80,44,31,24,31,0.86,5,15,-10,-1.43,7.2,12.7,-5.5,-0.79
vs Metz,23,26.1,7,630,90,100,7.0,77,83,45,32,19,31,2.43,16,5,11,1.57,15.4,7.1,8.4,1.19
vs Monaco,26,25.5,7,630,90,100,7.0,77,81,46,29,20,32,1.0,12,16,-4,-0.57,11.1,13.7,-2.6,-0.38
vs Nantes,21,25.2,7,630,90,100,7.0,77,83,46,31,24,30,1.71,7,5,2,0.29,10.5,5.3,5.2,0.74
vs Nice,26,26.1,7,630,90,100,7.0,77,80,44,32,19,31,1.57,12,9,3,0.43,12.1,9.4,2.8,0.39
vs Paris FC,24,25.6,7,630,90,100,7.0,77,82,43,33,19,30,1.43,13,12,1,0.14,11.2,11.1,0.1,0.02
vs Paris S-G,22,25.9,8,720,90,100,8.0,88,80,50,38,20,34,0.63,8,16,-8,-1.0,8.6,13.4,-4.8,-0.6
vs Rennes,25,26.3,7,630,90,100,7.0,77,78,46,30,20,33,1.0,10,9,1,0.14,12.3,8.7,3.7,0.52
vs Strasbourg,25,26.2,8,720,90,100,8.0,88,80,49,39,18,32,0.88,10,17,-7,-0.87,9.9,15.7,-5.8,-0.72
vs Toulouse,21,25.8,7,630,90,100,7.0,77,81,47,29,18,34,1.43,12,11,1,0.14,9.5,10.3,-0.8,-0.11
