Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Augsburg,29,26.6,34,3060,90,100,34.0,374,81,220,153,18,146,1.59,60,50,10,0.29,57.4,46.1,11.3,0.33
vs Bayern Munich,30,26.5,34,3060,90,100,34.0,374,82,209,162,20,141,0.79,45,94,-49,-1.44,32.1,85.2,-53.0,-1.56
vs Bochum,25,26.5,34,3060,90,100,34.0,374,82,214,160,19,145,1.68,74,42,32,0.94,63.9,44.5,19.3,0.57
vs Darmstadt 98,32,26.7,34,3060,90,100,34.0,374,80,213,158,20,145,2.26,86,30,56,1.65,73.1,32.3,40.8,1.2
vs Dortmund,32,26.6,34,3060,90,100,34.0,374,80,223,151,18,152,0.88,43,68,-25,-0.74,52.0,63.5,-11.5,-0.34
vs Eint Frankfurt,34,26.7,34,3060,90,100,34.0,374,82,218,155,17,146,1.21,50,51,-1,-0.03,52.1,46.2,5.9,0.17
vs Freiburg,25,26.6,34,3060,90,100,34.0,374,83,217,156,18,143,1.5,58,45,13,0.38,50.5,49.4,1.1,0.03
vs Gladbach,27,26.7,34,3060,90,100,34.0,374,82,223,149,21,154,1.62,67,56,11,0.32,54.2,46.5,7.8,0.23
vs Heidenheim,22,26.6,34,3060,90,100,34.0,374,82,224,150,18,145,1.41,55,50,5,0.15,61.8,39.4,22.5,0.66
vs Hoffenheim,30,26.4,34,3060,90,100,34.0,374,81,212,157,18,144,1.44,66,66,0,0.0,60.8,53.6,7.2,0.21
vs Köln,26,26.6,34,3060,90,100,34.0,374,81,216,155,19,146,1.85,60,28,32,0.94,64.6,39.3,25.3,0.74
vs Leverkusen,24,26.5,34,3060,90,100,34.0,374,85,212,159,20,140,0.18,24,89,-65,-1.91,29.9,73.6,-43.7,-1.29
vs Mainz 05,30,26.5,34,3060,90,100,34.0,374,83,218,156,20,144,1.56,51,39,12,0.35,44.5,44.6,-0.2,-0.01
vs RB Leipzig,26,26.7,34,3060,90,100,34.0,374,83,219,152,20,149,0.85,39,77,-38,-1.12,40.1,65.6,-25.5,-0.75
vs Stuttgart,27,26.6,34,3060,90,100,34.0,374,83,217,155,21,143,0.74,39,78,-39,-1.15,38.1,70.9,-32.7,-0.96
vs Union Berlin,30,26.5,34,3060,90,100,34.0,374,79,217,156,19,147,1.85,58,33,25,0.74,50.5,40.1,10.4,0.31
vs Werder Bremen,30,26.7,34,3060,90,100,34.0,374,84,208,161,18,142,1.5,54,48,6,0.18,56.5,46.9,9.6,0.28
vs Wolfsburg,28,26.4,34,3060,90,100,34.0,374,82,221,149,16,149,1.71,56,41,15,0.44,44.7,39.2,5.5,0.16
