Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Almería,29,54.9,38.0,23165,1977,6271,10606,6490,1018,23159,711,343,48.2,280,39.4,13816,75540,41267,860,626,236,483,277,15280,1692
vs Athletic Club,26,48.4,38.0,21997,2875,8384,9237,4606,626,21994,719,320,44.5,322,44.8,12125,62047,30317,549,410,135,600,286,13412,1202
vs Atlético Madrid,27,49.4,38.0,24043,2425,7018,11697,5530,691,24038,764,351,45.9,334,43.7,14819,75451,38319,729,515,146,540,333,16237,1617
vs Barcelona,29,35.7,38.0,17707,2714,6971,7319,3601,547,17704,567,271,47.8,227,40.0,9553,51042,23763,475,342,130,517,295,10227,952
vs Betis,30,49.4,38.0,21956,2101,6663,9684,5849,785,21952,774,363,46.9,338,43.7,12654,68196,36562,749,606,146,492,327,14098,1553
vs Cádiz,38,58.1,38.0,23666,2154,6661,10803,6401,957,23656,746,351,47.1,320,42.9,13832,75623,41624,823,601,187,596,303,15488,1728
vs Celta Vigo,26,49.8,38.0,22441,2271,6852,10804,4993,631,22433,747,381,51.0,295,39.5,13039,64525,31897,536,393,137,617,369,14469,1277
vs Elche,32,54.5,38.0,23458,2067,6449,10874,6360,932,23448,695,323,46.5,280,40.3,13420,72977,39930,737,555,204,588,353,15458,1597
vs Espanyol,33,56.9,38.0,23635,2324,7122,10596,6153,936,23629,680,299,44.0,301,44.3,13382,73050,39005,748,549,223,539,351,15672,1619
vs Getafe,25,60.1,38.0,25414,2202,7691,12149,5823,670,25406,714,334,46.8,285,39.9,14672,76145,38243,688,544,138,556,256,16902,1504
vs Girona,29,48.7,38.0,21779,2166,6541,9479,5968,808,21771,623,288,46.2,244,39.2,12609,66110,34363,677,507,166,467,307,14270,1425
vs Mallorca,31,58.9,38.0,24505,1788,5800,12118,6813,758,24498,652,298,45.7,283,43.4,15033,80117,44803,795,569,132,561,300,16791,1695
vs Osasuna,26,52.0,38.0,22253,2493,7751,9410,5318,786,22249,673,322,47.8,266,39.5,12906,68441,35932,680,486,170,586,268,14007,1357
vs Rayo Vallecano,28,48.8,38.0,21335,2445,7779,8961,4840,738,21330,765,383,50.1,281,36.7,11197,60030,30078,589,432,165,594,355,12797,1222
vs Real Madrid,26,39.1,38.0,19963,2604,6935,8542,4678,640,19958,617,306,49.6,259,42.0,11794,62135,32008,631,505,140,470,283,12901,1178
vs Real Sociedad,30,45.4,38.0,20064,2400,7172,8271,4812,654,20062,681,328,48.2,285,41.9,10456,56751,26955,575,450,130,558,375,12005,1017
vs Sevilla,35,47.4,38.0,21296,2448,6961,9372,5172,750,21293,661,310,46.9,281,42.5,12175,64880,33009,643,489,160,532,306,13536,1265
vs Valencia,28,48.0,38.0,20602,2406,7019,9022,4748,680,20597,712,334,46.9,311,43.7,11308,59636,29192,480,378,117,545,367,12455,1209
vs Valladolid,36,51.3,38.0,21570,2128,6441,9260,6084,980,21560,712,332,46.6,296,41.6,11974,64300,33417,723,531,215,533,375,13506,1474
vs Villarreal,32,43.1,38.0,19276,2222,6362,8049,5094,744,19272,597,264,44.2,270,45.2,10572,57622,30004,640,480,170,513,308,11928,1226
