Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Arminia,26,34.0,13511,11765,1692,385,25,69,487,743,147,67,48,1,9382,54,325
Augsburg,26,34.0,13035,11240,1722,415,28,159,592,784,145,56,82,1,9181,73,293
Bayern Munich,30,34.0,23780,22043,1661,434,108,149,656,736,215,102,78,5,20087,76,316
Bochum,28,34.0,13679,11928,1678,421,26,124,600,779,122,53,48,0,9624,73,261
Dortmund,33,34.0,21052,19358,1621,447,67,121,491,681,182,74,76,1,17410,73,314
Eint Frankfurt,27,34.0,17023,15216,1754,387,44,106,697,825,193,78,91,2,12628,53,357
Freiburg,26,34.0,15652,13970,1624,421,33,120,633,672,181,116,44,1,11641,58,328
Gladbach,26,34.0,17978,16210,1697,535,74,89,440,681,152,60,66,3,14537,71,315
Greuther Fürth,29,34.0,13971,12140,1762,482,24,54,478,738,138,92,37,4,10180,69,325
Hertha BSC,36,34.0,14077,12218,1786,516,30,94,505,746,141,64,66,0,10314,73,321
Hoffenheim,32,34.0,18141,16308,1763,445,36,91,703,798,190,90,52,0,14323,70,350
Köln,26,34.0,16910,14957,1886,536,26,124,829,833,181,99,57,0,12636,67,374
Leverkusen,29,34.0,18338,16593,1681,380,80,89,537,726,194,96,71,1,14735,64,328
Mainz 05,28,34.0,15000,13190,1747,415,23,60,598,818,178,101,64,0,10773,63,306
RB Leipzig,29,34.0,19771,18099,1606,504,70,63,523,644,162,72,54,0,16163,66,315
Stuttgart,34,34.0,17353,15564,1736,452,42,192,550,762,148,29,98,1,13753,53,305
Union Berlin,28,34.0,14818,13166,1588,366,31,59,663,742,138,49,71,2,10673,64,325
Wolfsburg,30,34.0,16439,14701,1664,455,44,153,619,721,147,100,34,1,12596,74,289
