Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Alavés,22,8.0,3701,3268,415,125,5,21,161,163,52,14,21,0,2860,18,72
Athletic Club,24,8.0,4077,3650,422,142,9,30,215,165,55,22,16,1,3258,5,80
Atlético Madrid,21,8.0,4615,4247,357,89,19,32,172,133,51,15,25,0,3893,11,71
Barcelona,24,8.0,5487,5082,389,132,18,16,114,156,56,27,4,0,4841,16,71
Betis,25,8.0,4128,3733,384,140,14,38,130,124,41,17,15,0,3429,11,68
Celta Vigo,24,8.0,4694,4309,372,94,28,23,142,156,49,16,24,0,4003,13,85
Elche,26,8.0,4524,4158,356,145,5,23,116,117,26,2,2,0,3870,10,53
Espanyol,22,9.0,3656,3256,387,100,9,18,205,168,38,16,16,2,2838,13,56
Getafe,23,8.0,2700,2252,427,134,1,30,124,179,32,9,14,1,1875,21,59
Girona,27,8.0,3542,3142,383,110,9,23,116,141,31,12,16,0,2877,17,57
Levante,24,8.0,2924,2551,356,94,14,22,84,140,17,3,4,0,2243,17,59
Mallorca,24,8.0,3291,2918,362,110,2,21,145,131,31,20,7,1,2576,11,75
Osasuna,20,8.0,3444,3089,346,96,8,33,117,141,17,6,10,0,2658,9,63
Oviedo,26,9.0,3831,3400,412,103,9,35,124,179,31,19,7,0,3095,19,62
Rayo Vallecano,23,8.0,4047,3636,391,89,14,26,175,161,53,17,27,0,3256,20,84
Real Madrid,22,8.0,5257,4901,345,107,15,44,110,132,42,14,9,0,4668,11,62
Real Sociedad,25,8.0,3952,3557,381,91,12,28,169,155,58,37,2,0,3170,14,80
Sevilla,28,8.0,3634,3247,359,114,9,40,126,154,29,9,11,0,2895,28,68
Valencia,20,8.0,3499,3105,384,107,12,21,136,146,44,7,32,0,2775,10,61
Villarreal,25,8.0,3813,3450,348,87,19,18,136,146,42,30,3,0,3187,15,44
