Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Atalanta,32,44.7,38.0,21205,2790,8216,9243,3956,555,21203,573,234,40.8,272,47.5,11137,57758,27101,510,355,115,603,299,13265,976
vs Bologna,30,41.9,38.0,18117,2704,7710,7369,3241,566,18114,611,255,41.7,283,46.3,9049,46842,21444,440,311,141,557,308,10342,869
vs Cagliari,28,55.1,38.0,23820,2217,7184,11262,5576,864,23814,498,211,42.4,238,47.8,14003,76881,38241,756,548,216,621,300,15925,1490
vs Como,38,45.4,38.0,20145,2452,7535,8695,4136,636,20137,653,288,44.1,303,46.4,11073,57995,28814,539,369,132,524,360,12668,1106
vs Empoli,34,58.3,38.0,24163,2469,7992,10874,5490,824,24160,612,234,38.2,309,50.5,13687,70351,32220,588,461,162,582,380,15959,1386
vs Fiorentina,34,49.0,38.0,21017,2165,6702,9865,4642,739,21014,549,240,43.7,248,45.2,12226,66938,34823,675,429,148,530,283,13680,1265
vs Genoa,37,54.4,38.0,23029,2327,7364,10399,5459,832,23021,650,283,43.5,283,43.5,13102,65300,31780,609,484,166,587,389,14943,1359
vs Hellas Verona,32,61.3,38.0,25434,2078,7310,12632,5689,799,25430,665,281,42.3,311,46.8,14985,78285,41167,665,502,158,567,361,17750,1582
vs Inter,26,40.6,38.0,18906,2505,6651,8467,3974,604,18902,492,213,43.3,239,48.6,10804,58866,29151,631,416,153,521,266,12057,1058
vs Juventus,29,42.8,38.0,19571,2513,6795,8487,4493,608,19566,525,208,39.6,263,50.1,10828,59104,29297,540,459,134,486,343,12460,1087
vs Lazio,27,44.9,38.0,19987,2599,7206,8767,4204,661,19983,546,250,45.8,251,46.0,11670,63272,31920,548,381,124,437,269,12863,1124
vs Lecce,31,56.2,38.0,23576,2146,6501,11073,6205,899,23566,644,283,43.9,301,46.7,13689,70792,35907,654,510,165,594,326,15603,1668
vs Milan,35,46.1,38.0,20310,2550,7151,8891,4491,679,20308,527,234,44.4,246,46.7,11742,65088,33379,618,452,150,469,306,13610,1216
vs Monza,36,51.5,38.0,22691,1877,5883,11026,5982,904,22687,554,229,41.3,272,49.1,12838,66921,34494,699,542,186,545,290,15414,1581
vs Napoli,27,45.4,38.0,20770,2464,6906,9530,4543,584,20766,519,211,40.7,258,49.7,11837,63353,30835,537,445,103,499,277,13488,1132
vs Parma,32,55.8,38.0,23755,2179,7107,10907,5980,943,23750,561,242,43.1,242,43.1,14164,77691,43161,822,573,209,524,281,16290,1752
vs Roma,28,46.1,38.0,21195,2530,7476,9356,4564,677,21191,487,215,44.1,224,46.0,11917,65549,33211,668,479,161,538,327,14024,1266
vs Torino,31,52.5,38.0,22649,2383,7542,9869,5453,868,22642,499,205,41.1,232,46.5,13393,67768,33178,722,478,177,532,236,15221,1332
vs Udinese,31,52.8,38.0,22212,2520,7711,9803,4905,788,22204,578,229,39.6,279,48.3,12421,64424,31794,582,419,159,536,283,14666,1273
vs Venezia,36,54.9,38.0,22914,2219,7116,10168,5872,922,22903,654,286,43.7,286,43.7,12980,66635,32620,719,506,191,627,319,14815,1376
