Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Atalanta,22,6.0,96,56,46,32,18,44,87,50.6,43,59,24,35,39,135,179,5
Bologna,24,6.0,87,56,35,44,8,45,80,56.3,35,46,14,32,37,124,117,7
Cagliari,23,6.0,94,49,51,33,10,47,93,50.5,46,49,25,24,48,142,174,10
Como,21,6.0,107,67,44,43,20,44,97,45.4,53,69,26,43,42,149,153,2
Cremonese,25,6.0,81,48,39,35,7,43,75,57.3,32,68,30,38,34,115,180,6
Fiorentina,22,6.0,102,52,40,46,16,44,77,57.1,33,58,14,44,49,151,110,2
Genoa,22,6.0,121,82,55,50,16,60,89,67.4,29,67,22,45,45,166,137,2
Hellas Verona,24,6.0,111,65,60,41,10,52,94,55.3,42,80,22,58,64,175,135,2
Inter,24,6.0,76,46,32,30,14,21,54,38.9,33,48,15,33,37,113,123,3
Juventus,22,6.0,92,49,33,43,16,33,56,58.9,23,40,16,24,42,134,127,6
Lazio,23,6.0,94,53,42,40,12,41,84,48.8,43,62,11,51,60,154,115,9
Lecce,22,6.0,97,54,51,35,11,52,96,54.2,44,56,17,39,33,130,140,5
Milan,24,6.0,75,46,43,22,10,36,63,57.1,27,44,17,27,38,113,144,3
Napoli,24,6.0,73,46,29,33,11,39,72,54.2,33,44,16,28,33,106,94,4
Parma,19,6.0,87,57,40,37,10,46,87,52.9,41,70,19,51,34,121,123,1
Pisa,24,6.0,120,77,53,61,6,48,105,45.7,57,68,30,38,48,168,163,6
Roma,21,6.0,91,42,35,42,14,46,84,54.8,38,52,6,46,48,139,123,3
Sassuolo,25,6.0,94,52,45,34,15,44,82,53.7,38,69,19,50,45,139,172,3
Torino,24,6.0,82,46,40,27,15,42,72,58.3,30,50,20,30,43,125,145,7
Udinese,25,6.0,73,44,35,29,9,38,85,44.7,47,53,14,39,41,114,189,4
